Date,Tm,Opp,Result,MP,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FTA_AVG,FT%_AVG,PTS_AVG,FG.1_AVG,FGA.1_AVG,FG%.1_AVG,2P.1_AVG,2PA.1_AVG,2P%.1_AVG,3P.1_AVG,3PA.1_AVG,3P%.1_AVG,FT.1_AVG,FTA.1_AVG,FT%.1_AVG,PTS.1_AVG,FG_players_AVG,FGA_players_AVG,FG%_players_AVG,3P_players_AVG,3PA_players_AVG,3P%_players_AVG,FT_players_AVG,FTA_players_AVG,FT%_players_AVG,ORB_players_AVG,DRB_players_AVG,TRB_players_AVG,AST_players_AVG,STL_players_AVG,BLK_players_AVG,TOV_players_AVG,PF_players_AVG,PTS_players_AVG,+/-_players_AVG,TS%_players_AVG,eFG%_players_AVG,3PAr_players_AVG,FTr_players_AVG,ORB%_players_AVG,DRB%_players_AVG,TRB%_players_AVG,AST%_players_AVG,STL%_players_AVG,BLK%_players_AVG,TOV%_players_AVG,USG%_players_AVG,ORtg_players_AVG,DRtg_players_AVG,BPM_players_AVG,A/T_AVG,FG_AVG_AVG
15/03/2021,WAS,MIL,L 122-133,240,41.9,93.8,0.4464,28.9,55.1,0.5226,13,38.7,0.3353,13.8,17.3,0.8117,110.6,42.4,90.4,0.4674,29.1,54,0.5386,13.3,36.4,0.3643,18.2,23.5,0.7776,116.3,5.177104167,11.44604861,0.443807438,1.565895833,4.606451389,0.286555243,1.834208333,2.276090278,0.459150368,1.066694444,3.89775,4.964444444,3.283659722,0.798979167,0.510423611,1.348131944,2.220444444,13.7543125,-2.949569444,0.548574215,0.512952153,0.406121778,0.198598063,3.90489375,15.34956875,9.400207639,15.98956667,1.330509028,1.632143056,10.19816458,19.99816389,109.4981042,115.1839653,-0.04516875,2.506434014,23.31181944
14/03/2021,ATL,CLE,W 100-82,240,41.6,85.7,0.4865,30,55.9,0.5374,11.6,29.8,0.3845,18.2,23.2,0.789,113,39.2,85.9,0.4592,29,56,0.5248,10.2,29.9,0.3421,15.7,20.8,0.7579,104.3,5.067375,10.33403472,0.483958431,1.416979167,3.574041667,0.329781278,2.211381944,2.827361111,0.538735535,0.941513889,3.640201389,4.581715278,2.996368056,1.187638889,0.68475,1.572923611,2.035486111,13.76311111,5.0186875,0.585149222,0.556392118,0.377053132,0.312237972,4.131011111,15.12816389,9.697118056,15.46952431,1.967829861,2.173063194,12.48902708,20.2060125,115.2198611,108.0883819,0.059124306,2.072937512,23.21358333
14/03/2021,CLE,ATL,L 82-100,240,41,87.4,0.4691,28.4,52.4,0.5418,12.6,35,0.3613,15.9,19.4,0.8027,110.5,39.8,85.9,0.4647,25.8,49.1,0.528,14,36.8,0.3764,19.3,23.9,0.8123,112.9,4.924923611,10.64029861,0.463821569,1.501375,4.190416667,0.295905528,2.087736111,2.512652778,0.497636479,1.136527778,3.588881944,4.725409722,3.094097222,0.920965278,0.582013889,1.575590278,2.242368056,13.43895833,-1.732409722,0.566562701,0.534671687,0.402752097,0.229830549,4.344849306,14.15275347,9.262779861,15.22386736,1.740676389,2.138199306,10.49875347,19.99825972,113.2942917,118.9804722,-0.555420139,2.086914602,22.76144444
14/03/2021,CHI,TOR,W 118-95,240,38,84.3,0.4526,23.1,45,0.5146,14.9,39.3,0.3784,20.3,26.3,0.7678,111.2,38.1,86,0.4449,23.1,46,0.5085,15,40,0.3735,18,20.8,0.8613,109.2,4.524222222,9.978506944,0.460391,1.732902778,4.561548611,0.309359917,2.598263889,3.353125,0.551953931,1.179020833,4.207180556,5.386201389,3.229458333,0.808409722,0.713590278,1.730388889,2.391173611,13.37961111,2.012013889,0.58979334,0.554321375,0.486304438,0.30015341,4.922990278,16.34639028,10.75408056,18.16261875,1.433270139,2.767422917,13.2107,20.00464167,115.7040486,112.1324931,0.255753472,1.977466645,23.51727083
14/03/2021,TOR,CHI,L 95-118,240,43.2,90.8,0.4769,34,61.3,0.5535,9.2,29.5,0.3098,17.4,22.3,0.7847,113,43.6,88.7,0.4928,32,57.9,0.5497,11.6,30.8,0.381,12.9,16,0.8154,111.7,5.279,10.9565625,0.460234507,1.16475,3.547930556,0.239340285,2.363798611,2.983444444,0.51867184,1.092791667,3.852006944,4.944798611,3.143486111,1.066930556,0.52475,1.340423611,2.024006944,14.08654861,2.039270833,0.549377875,0.514686111,0.365467125,0.275584243,4.08375625,15.99644861,9.843628472,14.98228472,1.761030556,1.716054861,10.02349097,20.21145,112.0523403,113.2357361,-0.103594444,2.59335832,23.76651389
14/03/2021,GSW,UTA,W 131-119,240,43.2,92.2,0.4703,33.4,63,0.5294,9.8,29.2,0.3604,16.4,20.8,0.7815,112.6,42.8,90.3,0.476,25,46.3,0.5488,17.8,44,0.3996,17.3,21.3,0.8068,120.7,5.4024375,11.41122222,0.468565389,1.121590278,3.380541667,0.278358153,2.117965278,2.637,0.508927306,1.207722222,4.073451389,5.281173611,2.635631944,0.8564375,0.419416667,1.456909722,2.094666667,14.04443056,-4.402055556,0.559405208,0.530975458,0.35861809,0.220667549,4.677589583,15.76421319,10.11249583,12.77509167,1.397547917,1.602235417,11.24785208,20.20946597,110.6453056,121.5191944,0.157577083,2.515950266,23.23709028
14/03/2021,UTA,GSW,L 119-131,240,41.2,89.6,0.4604,27.1,52.7,0.5183,14.1,36.9,0.3795,18.2,23,0.8122,114.7,40.5,88.7,0.4583,28.2,51.9,0.5433,12.3,36.8,0.3308,16.1,20.9,0.7481,109.4,4.736868056,10.29577083,0.45798266,1.669368056,4.298472222,0.319269951,2.042465278,2.5615,0.586922757,1.0445625,4.317520833,5.362083333,2.905930556,0.965201389,0.491486111,1.814472222,2.103590278,13.18556944,2.452611111,0.576977306,0.537808882,0.417979521,0.288133063,4.518624306,16.82458403,10.84960486,15.27801181,1.644595139,1.833604167,14.28837917,20.20499167,110.9796528,106.8037222,0.651711806,1.698960524,22.91027083
14/03/2021,BOS,HOU,W 134-107,240,43.8,86.3,0.5067,30.4,52.6,0.5772,13.4,33.7,0.3973,19.8,24.4,0.7965,120.8,37.1,92.1,0.4027,25.7,51,0.506,11.4,41.1,0.2787,17.5,23.1,0.7485,103.1,5.282055556,10.22711111,0.51282,1.668375,3.985791667,0.345058507,2.472416667,3.043076389,0.535241319,0.962152778,4.794145833,5.756298611,3.236576389,1.041444444,0.635708333,1.854013889,2.167083333,14.70490278,10.49627778,0.63550591,0.600227743,0.411590236,0.279910958,4.635579861,16.21576111,11.32535903,15.30958264,1.671217361,2.171886806,13.10897986,19.99898472,122.6448194,101.1539028,1.146161111,1.810374393,25.37493056
14/03/2021,HOU,BOS,L 107-134,240,41.4,87.4,0.4752,26.7,50.1,0.5328,14.7,37.3,0.3867,19.3,23.1,0.845,116.8,42.4,87.7,0.4869,30.9,55.1,0.5656,11.5,32.6,0.3574,19.3,25,0.7645,115.6,5.364555556,11.03189583,0.474619188,1.942944444,4.752159722,0.297396924,2.507673611,2.966673611,0.534069701,1.156979167,3.612791667,4.769770833,2.972416667,0.796402778,0.515944444,1.615625,2.354909722,15.17972917,0.911604167,0.584633687,0.553591312,0.427123694,0.322053299,4.760886806,14.78501528,9.710177778,14.87103194,1.349243056,1.540105556,9.793964583,20.20381736,120.2478611,120.311,0.550094444,2.018033709,24.23426389
14/03/2021,MIN,POR,W 114-112,240,44.1,91.6,0.483,31.9,60.7,0.5248,12.2,30.9,0.3937,16.7,21.9,0.7575,117.1,40.3,89,0.4538,24.5,46.1,0.5333,15.8,42.9,0.3677,17.2,20.2,0.8514,113.6,5.397965278,11.11454167,0.483125618,1.441430556,3.618548611,0.331667243,2.095340278,2.689277778,0.483578514,1.559048611,3.884361111,5.443409722,3.159868056,0.851451389,0.379791667,1.330895833,2.066263889,14.33270139,1.775361111,0.57827925,0.553643014,0.349040111,0.240432264,5.967034722,15.45975625,10.61419861,15.28981389,1.4550625,1.568911111,10.16202014,19.99899861,119.8702778,118.4485417,0.163159028,4.460640838,24.16722222
14/03/2021,POR,MIN,L 112-114,240,44.3,92.6,0.4759,32.6,60.4,0.536,11.7,32.2,0.3611,20.3,25.4,0.7944,120.6,40.9,93.9,0.4353,28.1,55.8,0.5025,12.8,38.1,0.3365,16.9,20.5,0.8389,111.5,5.319395833,10.85054167,0.48433625,1.365791667,3.638013889,0.2830115,2.491465278,3.065763889,0.598980556,1.181069444,4.415180556,5.59625,3.257652778,0.916486111,0.621388889,1.782041667,1.9445,14.49604861,5.966138889,0.576739396,0.546434521,0.354112799,0.311915021,4.990409722,15.99055903,10.64182083,15.83994097,1.532974306,2.070477083,12.58201944,20.41346389,117.7531528,108.9498819,0.303920833,2.049482066,24.88782639
14/03/2021,LAC,NOP,L 115-135,240,44.1,90.8,0.4862,30.6,56,0.5489,13.5,34.8,0.384,16.6,20.7,0.7927,118.3,44.6,91.9,0.4862,35.6,62.5,0.5704,9,29.4,0.3302,18.6,25.9,0.726,116.8,5.343590278,10.97775694,0.484458188,1.592416667,4.084979167,0.31977009,2.181979167,2.673159722,0.457321264,0.879944444,3.738826389,4.618770833,3.201701389,0.912479167,0.798743056,1.212201389,2.321840278,14.46157639,1.482770833,0.590511667,0.561793201,0.405868292,0.233530472,3.744964583,14.49657014,9.208158333,15.22201875,1.573688194,2.291186806,9.791220833,20.20745278,117.8794306,118.0705278,0.191996528,2.693008991,23.99327083
14/03/2021,NOP,LAC,W 135-115,240,42.1,90,0.4685,30.8,59.2,0.5236,11.3,30.8,0.3874,16.5,22.2,0.7447,112,41.8,88.2,0.4741,27.3,52.6,0.5197,14.5,35.6,0.4049,14.6,17.6,0.8212,112.7,5.092118056,10.85403472,0.463727021,1.339048611,3.641902778,0.33043275,1.994555556,2.704166667,0.481820694,1.0913125,3.903611111,4.994923611,2.717201389,0.966444444,0.436548611,1.176743056,1.892340278,13.51784028,0.124652778,0.561234014,0.533007715,0.363576208,0.243734868,4.01095,15.51709931,9.612503472,14.04415972,1.679046528,1.408715972,9.257840972,19.9996,114.5132847,115.6265903,0.982476389,2.528681247,22.63295833
14/03/2021,MEM,OKC,L 122-128,240,39.3,86.3,0.4547,27.6,51.8,0.5321,11.7,34.5,0.3436,15.4,20.4,0.7656,105.7,37,84.2,0.4406,24.1,45.9,0.5288,12.9,38.3,0.3428,14.1,19,0.7452,101,4.9755,10.67436111,0.439654382,1.472340278,4.305229167,0.260801826,1.932701389,2.556993056,0.466387736,1.113097222,4.531986111,5.645083333,2.879555556,0.955013889,0.537236111,1.420861111,1.997590278,13.35604167,3.662854167,0.544541132,0.505947153,0.401229556,0.22425434,4.170255556,16.61494097,10.44974931,15.31160556,1.57428125,2.053001389,11.73947153,20.00402153,108.1168403,104.8328958,-0.130557639,2.207134302,23.37293056
14/03/2021,OKC,MEM,W 128-122,240,38,86.2,0.4418,25.2,47.8,0.5299,12.8,38.4,0.3347,17.2,21.2,0.8108,106,43.1,94.2,0.4581,34.2,66.7,0.5119,8.9,27.5,0.336,16.6,20.9,0.8027,111.7,4.2163125,9.571270833,0.429657229,1.3985625,4.156770833,0.295682215,1.973131944,2.471083333,0.483855979,0.843673611,3.830645833,4.674319444,2.783868056,0.836055556,0.5169375,1.804347222,1.923770833,11.80431944,-2.506048611,0.550580278,0.504429681,0.457302896,0.286608354,3.354713889,15.06954028,9.363436111,15.94860556,1.458626389,1.655754167,13.69480278,19.99600694,104.8999097,110.23025,-0.587783333,1.775936915,20.6155
14/03/2021,MIA,ORL,W 102-97,240,41.4,89.5,0.4624,26.6,49.3,0.5468,14.8,40.2,0.3611,14.7,19.1,0.7701,112.3,38.6,89.3,0.4306,25.1,53,0.4737,13.5,36.3,0.3695,13.9,16.9,0.8085,104.6,4.812895833,10.25700694,0.475303618,1.705145833,4.560597222,0.294139285,1.724006944,2.236291667,0.474052833,0.902472222,4.310131944,5.212604167,3.114236111,0.871604167,0.442319444,1.342354167,1.805618056,13.05494444,4.229409722,0.585346111,0.559597479,0.449690424,0.225584618,3.586914583,16.42309306,10.11271806,16.57674097,1.551211111,1.65899375,11.38778194,20.00116806,113.4801667,106.0153542,0.164908333,2.438607957,22.69570833
14/03/2021,ORL,MIA,L 97-102,240,36.1,84.9,0.4275,22.5,44.8,0.5115,13.6,40.1,0.3389,14.3,17.1,0.8422,100.1,38.3,83.2,0.4592,25.9,47.7,0.541,12.4,35.5,0.3486,17.6,22.3,0.785,106.6,4.421458333,10.19904861,0.414799729,1.647263889,4.783798611,0.312632201,1.833972222,2.187409722,0.489454,1.217208333,3.875861111,5.093069444,3.018326389,0.782402778,0.395909722,1.815583333,2.271569444,12.32415278,-3.555625,0.534005688,0.503178479,0.499236146,0.194831826,4.608319444,16.08665417,10.13698125,17.68845903,1.371247917,1.412671528,14.80366042,20.00175694,107.5283681,112.9727014,-0.909802778,1.756396674,21.61386111
14/03/2021,PHI,SAS,W 134-99,240,39.2,88.5,0.4418,25.8,50.8,0.5075,13.4,37.7,0.3532,15.2,19.4,0.7849,107,41.1,88.2,0.4658,29.5,57.1,0.5185,11.6,31.1,0.3704,15.8,19.7,0.8015,109.6,4.799909722,10.83185417,0.433583896,1.636777778,4.545618056,0.30432041,1.866131944,2.348444444,0.503126306,1.344847222,4.310263889,5.655111111,2.990076389,0.660215278,0.471333333,1.579840278,1.8904375,13.10272917,-0.793902778,0.536926236,0.507327285,0.447940465,0.241951132,4.922902083,16.67633056,10.64983333,16.27880903,1.143020139,1.487492361,13.36395833,20.20824306,107.7513403,113.5776389,-0.691317361,2.447934398,22.87946528
14/03/2021,SAS,PHI,L 99-134,240,40.2,89.2,0.4517,28.3,55.8,0.5086,11.9,33.4,0.3531,15.9,19.7,0.814,108.2,42.3,88,0.4787,31,58.7,0.521,11.3,29.3,0.3886,21.8,27,0.8217,117.7,4.842465278,10.81709028,0.466328715,1.440305556,3.998548611,0.306746257,1.985958333,2.457694444,0.533646979,1.020666667,3.635888889,4.656555556,3.000576389,0.9388125,0.517986111,1.791298611,2.46625,13.11119444,-5.879965278,0.577068417,0.540520361,0.406360799,0.257995042,4.059511111,15.65482778,9.604180556,15.66252292,1.525655556,1.846290278,13.96985833,20.41153194,110.3360486,117.8892014,-0.902416667,1.733244047,22.225125
13/03/2021,ATL,SAC,W 121-106,240,45.1,88.8,0.5094,32,55.4,0.577,13.1,33.4,0.3991,18.4,22.8,0.8087,121.7,44.7,91.9,0.4886,32.8,59.5,0.5552,11.9,32.4,0.3688,16.8,23.1,0.7139,118.1,5.629520833,10.92673611,0.505985688,1.631645833,4.036923611,0.327777354,2.376125,2.925854167,0.496860215,1.140666667,4.095756944,5.236423611,3.240423611,0.785555556,0.585263889,1.570243056,2.29325,15.2668125,3.250923611,0.608464542,0.580565535,0.382279611,0.262993271,4.627263889,15.31328819,10.23130903,14.75022847,1.315839583,1.642689583,11.28739514,20.00519375,123.5152569,118.0487361,-0.285947222,2.136619929,25.11447917
13/03/2021,SAC,ATL,L 106-121,240,40.7,86.2,0.4717,27.8,51.7,0.5382,12.9,34.5,0.3742,17,20.5,0.8103,111.3,39.9,85.2,0.4706,26.3,49.3,0.5351,13.6,35.9,0.3733,19.6,23.7,0.8265,113,4.827090278,10.35440972,0.468988375,1.53325,4.072055556,0.311982382,2.200173611,2.607243056,0.507085299,0.947923611,3.549298611,4.497222222,3.012756944,0.972583333,0.5919375,1.569652778,2.178034722,13.38760417,-1.328340278,0.575475569,0.542346292,0.403048007,0.243802986,4.080354861,14.36841319,9.240452083,15.13616319,1.81639375,2.21158125,10.98665833,19.99794514,113.7941736,118.2464097,-0.439683333,2.045612021,22.46210417
13/03/2021,BRK,DET,W 100-95,240,39.7,85.9,0.4624,30,56.9,0.5251,9.7,29,0.3357,19.2,25.1,0.7691,108.3,38.5,84.6,0.454,25.9,47.5,0.5444,12.6,37.1,0.3375,15.2,20.3,0.7503,104.8,4.947652778,10.33281944,0.464042139,1.168513889,3.382826389,0.279100083,2.487569444,3.217305556,0.516635889,1.144479167,4.261256944,5.405736111,2.967020833,0.992326389,0.653590278,1.330125,1.885034722,13.55138889,3.3896875,0.549093986,0.51889516,0.334420354,0.306227306,4.512185417,15.90851667,10.26677083,15.84590972,1.768497222,2.348752778,11.64345139,20.00036597,110.9331458,108.8346875,-0.108651389,2.321641699,23.5700625
13/03/2021,DET,BRK,L 95-100,240,42.7,89.3,0.4783,29.2,53.7,0.5431,13.5,35.6,0.3788,12.7,17.3,0.7497,111.6,44.6,88,0.5075,26.6,46.9,0.5667,18,41.1,0.4365,14.4,19.7,0.7349,121.6,5.321222222,11.04951389,0.46963934,1.687354167,4.379131944,0.327070125,1.540826389,2.114756944,0.466575,1.045979167,3.593215278,4.639194444,3.040618056,0.820986111,0.557701389,1.477083333,1.631868056,13.870625,-5.906201389,0.567809257,0.552540451,0.439898688,0.202501181,4.220940972,15.43378194,9.632200694,14.99519653,1.469485417,2.243305556,10.61582986,20.20946806,115.1210972,126.6922292,-0.83119375,2.564092609,22.929125
13/03/2021,CHO,TOR,W 114-104,240,38.1,84.5,0.4527,23.9,46.4,0.5148,14.2,38.1,0.3733,20.7,26.9,0.7649,111.1,39,85.5,0.4569,23.8,45.8,0.5249,15.2,39.7,0.3804,18,21.1,0.8494,111.2,4.688763889,10.32474306,0.456451306,1.704326389,4.582090278,0.319763389,2.723729167,3.542576389,0.552446104,1.165326389,4.283569444,5.448895833,3.249361111,0.841881944,0.730770833,1.750263889,2.416993056,13.80558333,0.147868056,0.585278403,0.548525542,0.481781889,0.310492125,4.786872222,16.44414583,10.67511181,17.77282292,1.431732639,2.735745833,12.38575417,20.00331458,115.5844514,114.0449444,0.178990972,1.974927414,24.07649306
13/03/2021,TOR,CHO,L 104-114,240,44,89,0.4964,28.4,49.1,0.577,15.6,39.9,0.3869,13.6,17.8,0.7533,117.2,42.6,88.5,0.4818,28.7,52.9,0.5414,13.9,35.6,0.3873,17.4,20.8,0.8311,116.5,5.388743056,10.83347222,0.502570542,1.953979167,4.8741875,0.313463556,1.703645833,2.210090278,0.515371944,1.036743056,3.790298611,4.827041667,3.539041667,1.065291667,0.524770833,1.721708333,2.001270833,14.43511111,1.4845,0.604771049,0.587912604,0.44418575,0.22625066,4.074038889,15.30765694,9.689873611,16.61000972,1.853075,1.638770139,13.45731042,20.00171181,118.2248472,114.7701319,-0.080010417,2.259651095,24.39125694
13/03/2021,DAL,DEN,W 116-103,240,39.9,86.1,0.4637,27.6,50.4,0.5519,12.3,35.7,0.3528,16.3,21.1,0.7864,108.4,44.8,87.5,0.5138,31,54.3,0.57,13.8,33.2,0.416,13.8,16.8,0.8175,117.2,4.881131944,10.29994444,0.462632674,1.421729167,4.023694444,0.27175766,2.030888889,2.6486875,0.47800016,1.169381944,3.641361111,4.810743056,3.210111111,0.7620625,0.461541667,1.573229167,1.985527778,13.21488194,-4.457548611,0.559884785,0.5343615,0.426410778,0.250700285,4.480820139,15.93888958,9.83595625,16.54684514,1.359738889,1.501918056,10.94751528,20.00570278,113.2453889,121.4168264,-0.734195139,2.104114527,22.45934028
13/03/2021,DEN,DAL,L 103-116,240,40,88.7,0.451,26.4,52.7,0.5051,13.6,36,0.3791,14.5,19.4,0.7415,108.1,40.2,84,0.477,25.5,45,0.5693,14.7,39,0.3764,17.4,22.1,0.7914,112.5,4.760638889,10.39573611,0.456288257,1.593520833,4.177402778,0.320365778,1.7793125,2.358111111,0.5039385,1.046569444,3.564756944,4.611326389,2.527722222,0.759263889,0.362451389,1.252520833,2.187326389,12.89411111,-2.140090278,0.5593895,0.53756225,0.415145361,0.216621715,4.524096528,16.12380486,9.95369375,14.23802292,1.343400694,1.512284722,10.86261528,19.99918333,112.8612014,118.2842778,-0.558221528,2.431051302,21.154875
13/03/2021,MIN,POR,L 121-125,240,43.4,91.5,0.4753,31.2,59.9,0.52,12.2,31.6,0.3855,16.4,21.5,0.7574,115.4,40.2,89.7,0.4493,23.7,46.1,0.517,16.5,43.6,0.3778,15.7,18.9,0.8294,112.6,5.340166667,11.19718056,0.470401722,1.436625,3.72125,0.331270972,2.090930556,2.686333333,0.492363569,1.445513889,3.926708333,5.372222222,3.163152778,0.850097222,0.361256944,1.243201389,1.967319444,14.20788889,1.259847222,0.56776091,0.541728889,0.354703819,0.220257681,5.443027778,15.22266389,10.28896597,15.50590694,1.479101389,1.405195833,9.502811111,19.99842917,118.0236944,117.6861667,0.103867361,4.579640771,23.95461806
13/03/2021,POR,MIN,W 125-121,240,44.2,91.4,0.4821,32.7,60.6,0.5356,11.5,30.8,0.3709,19.4,24.5,0.7887,119.3,40.4,94.6,0.426,27,55.7,0.4848,13.4,38.9,0.3451,15.6,18.7,0.8416,109.8,5.329131944,10.73413889,0.485531028,1.325847222,3.458805556,0.288760021,2.343902778,2.919263889,0.572258917,1.174041667,4.469444444,5.643486111,3.167166667,0.930243056,0.661833333,1.904430556,1.899972222,14.32801389,6.146125,0.576210118,0.549317882,0.351108535,0.306733424,5.034607639,16.30337431,10.88421111,15.60629375,1.576647917,2.1739125,13.31173611,20.41239167,116.8388472,107.5578125,0.441673611,1.823553002,24.73074306
13/03/2021,NYK,OKC,W 119-97,240,39.1,85.6,0.4564,27.6,52,0.5302,11.5,33.6,0.3498,16.3,21.5,0.7671,106,36.8,84.4,0.4368,22.8,45.2,0.5061,14,39.2,0.3641,15,19.7,0.7595,102.6,4.856840278,10.42761111,0.446843403,1.411881944,4.103770833,0.270686951,2.009347222,2.634819444,0.483629611,1.081333333,4.540375,5.621708333,2.929618056,0.946520833,0.560333333,1.434472222,1.959868056,13.13490972,2.765638889,0.544437597,0.514352229,0.401200292,0.245006118,4.041159028,16.60054722,10.46015486,15.76219375,1.607499306,2.177847222,11.31244722,20.003075,108.0759097,106.0214722,-0.28140625,2.21674033,23.19309028
13/03/2021,OKC,NYK,L 97-119,240,39.1,84.5,0.4613,25.3,49.4,0.513,13.8,35.1,0.3912,18.7,22.9,0.811,110.7,39.6,85.1,0.4661,27.4,55.7,0.4939,12.2,29.4,0.41,17.4,21.4,0.8116,108.8,4.388868056,9.667833333,0.466049153,1.528361111,4.049534722,0.317111375,2.243319444,2.716930556,0.500019986,0.803145833,3.722548611,4.525694444,3.052958333,0.942805556,0.542409722,1.495368056,1.869993056,12.54941667,0.893847222,0.58252434,0.544676368,0.404707736,0.304313826,3.624573611,15.3841125,9.533574306,15.92324653,1.693595139,1.796590278,11.86775764,19.99947778,113.5111597,112.7893542,0.032896528,2.302295298,21.61328472
13/03/2021,IND,PHO,W 122-111,240,40,86.1,0.4672,27.8,50.6,0.5538,12.2,35.5,0.3398,16,19.4,0.8118,108.2,46.3,88.1,0.5259,31.7,55.6,0.5698,14.6,32.5,0.4397,15,17.8,0.8432,122.2,4.571409722,9.8354375,0.47271041,1.437152778,4.125659722,0.277556417,1.850875,2.214597222,0.546574632,0.959284722,3.522541667,4.481826389,2.632173611,0.789868056,0.446173611,1.571395833,1.754291667,12.43084722,-7.05175,0.577599479,0.546157146,0.408271542,0.242762597,4.257271528,16.69110833,10.24319375,14.81025347,1.43553125,1.636467361,12.64626458,20.00353542,112.0651389,124.9118333,-1.437908333,1.753337075,20.78088889
13/03/2021,PHO,IND,L 111-122,240,42.5,86.9,0.4923,31.7,58,0.5525,10.8,28.9,0.3729,20.1,23.8,0.8478,115.9,41.2,88.4,0.4663,30.7,56.2,0.5448,10.5,32.2,0.3297,19.9,24.1,0.8101,112.8,5.295895833,10.93032639,0.51078791,1.346902778,3.610402778,0.297201688,2.557201389,3.011340278,0.624024125,0.883965278,4.255305556,5.139270833,3.488173611,1.007569444,0.496097222,1.989722222,2.244486111,14.49589583,1.722513889,0.617998493,0.573166056,0.332327667,0.31200775,4.080686111,16.70927153,10.71535139,16.84147847,1.61335,1.58550625,14.39605764,20.41813194,116.6749306,111.7954444,0.581924306,1.901495313,24.62700694
13/03/2021,MIL,WAS,W 125-119,240,44.4,93.6,0.475,30.7,58.8,0.5164,13.7,34.8,0.4005,17.4,22.9,0.7584,119.9,42.1,88.7,0.4757,32.6,61.1,0.5355,9.5,27.6,0.3509,21.7,28.2,0.7661,115.4,5.363875,11.19184028,0.477626757,1.7096875,4.292638889,0.345211507,2.088340278,2.779444444,0.543892472,1.339076389,4.238229167,5.577305556,3.019270833,0.946965278,0.664597222,1.783986111,2.602611111,14.52577778,2.999701389,0.58134159,0.553692229,0.394253576,0.256764299,5.1143125,16.56565694,10.80591528,15.11695972,1.613565278,1.823406944,13.32933542,20.20647431,115.2478194,110.960875,0.240690278,1.790211647,24.73391667
13/03/2021,WAS,MIL,L 119-125,240,42.2,93.5,0.4512,29.1,54.6,0.5321,13.1,38.9,0.3358,13.6,17.2,0.8058,111.1,42.1,88.8,0.4722,29.1,53.2,0.547,13,35.6,0.3643,17.9,23.5,0.7656,115.1,5.143416667,11.31995833,0.453650146,1.580145833,4.627166667,0.284833056,1.816534722,2.252944444,0.466732958,1.134659722,3.835465278,4.970125,3.270305556,0.781208333,0.5560625,1.369618056,2.207201389,13.68351389,-1.635402778,0.550624292,0.524513764,0.412890236,0.199064986,4.029260417,15.64681944,9.596266667,15.73904028,1.321434028,1.820549306,10.26280694,19.99929722,109.8140417,114.6484861,0.237194444,2.479558293,23.26121528
12/03/2021,CHI,MIA,L 90-101,240,37,85.2,0.4358,23.1,43.7,0.5344,13.9,41.5,0.334,15.2,18.5,0.8184,103.1,39,84.9,0.4583,26.5,49.3,0.5362,12.5,35.6,0.3504,17.2,21.5,0.8017,107.7,4.665375,10.57446528,0.436968125,1.738743056,5.125319444,0.310802833,1.962819444,2.389881944,0.519257819,1.244944444,4.002833333,5.247777778,3.150826389,0.878326389,0.362819444,1.869006944,2.354805556,13.0323125,-2.272340278,0.557063639,0.525958562,0.511244667,0.219691889,4.539071528,15.99453889,10.10747361,17.76240556,1.470954167,1.315103472,14.88451458,20.21328194,111.5406528,113.9377292,-0.609654861,1.776488062,22.6720625
12/03/2021,MIA,CHI,W 101-90,240,43.4,92,0.473,34.5,62.7,0.5487,8.9,29.3,0.3028,18.4,23.4,0.7903,114.1,44.6,89.7,0.4989,33.2,59.4,0.5594,11.4,30.3,0.3809,14.1,17.5,0.8018,114.7,5.454618056,11.45361806,0.465600944,1.153881944,3.651548611,0.251942972,2.562159722,3.215159722,0.569312021,1.192840278,4.035673611,5.228513889,3.114888889,1.068409722,0.689625,1.528722222,2.182736111,14.62527778,0.505173611,0.556564306,0.519085597,0.358907472,0.301023667,4.353713889,16.11578819,9.913579167,14.4085375,1.707177083,1.942218056,10.74130972,20.41652361,112.89525,115.4978889,-0.287836111,2.401387801,24.72671528
12/03/2021,IND,LAL,L 100-105,240,39.3,84.9,0.4644,25.4,50.3,0.5044,13.9,34.6,0.4005,16.8,22.5,0.7472,109.3,40.4,86.5,0.4675,30.2,54.3,0.5562,10.2,32.2,0.3189,15.5,21.5,0.7271,106.5,4.892701389,10.26478472,0.464804771,1.644909722,4.015236111,0.330228549,2.151673611,2.845048611,0.514603618,0.934152778,4.056055556,4.990208333,3.243881944,0.860784722,0.386319444,1.687493056,2.3475,13.58198611,2.380041667,0.589297306,0.557032243,0.443812889,0.280537632,3.86048125,15.54043194,9.834895139,17.41668958,1.535403472,1.378604167,13.09025694,20.20825069,113.1453958,109.7415347,0.541013194,2.009645973,23.06318056
