,MP,FG_AVG,FGA_AVG,FG%_AVG,2P_AVG,2PA_AVG,2P%_AVG,3P_AVG,3PA_AVG,3P%_AVG,FT_AVG,FT%_AVG,PTS_AVG,FG.1_AVG,FGA.1_AVG,FG%.1_AVG,2P.1_AVG,2PA.1_AVG,2P%.1_AVG,3P.1_AVG,3PA.1_AVG,3P%.1_AVG,FT.1_AVG,FTA.1_AVG,FT%.1_AVG,PTS.1_AVG,FG_players_AVG,FGA_players_AVG,FG%_players_AVG,3P_players_AVG,3PA_players_AVG,3P%_players_AVG,FT_players_AVG,FT%_players_AVG,ORB_players_AVG,DRB_players_AVG,TRB_players_AVG,AST_players_AVG,STL_players_AVG,BLK_players_AVG,TOV_players_AVG,PF_players_AVG,PTS_players_AVG,+/-_players_AVG,TS%_players_AVG,3PAr_players_AVG,FTr_players_AVG,ORB%_players_AVG,DRB%_players_AVG,TRB%_players_AVG,AST%_players_AVG,STL%_players_AVG,BLK%_players_AVG,TOV%_players_AVG,USG%_players_AVG,ORtg_players_AVG,DRtg_players_AVG,BPM_players_AVG,A/T_AVG,FG_AVG_AVG,winning_rate,y
886,0,-2.799999999999997,-3.299999999999997,-0.014900000000000024,-1.0000000000000036,-0.30000000000000426,-0.015000000000000013,-1.8000000000000007,-3.0,-0.015699999999999992,3.9,0.08539999999999992,-3.5,0.0,-0.7999999999999972,0.002599999999999991,5.400000000000002,10.9,0.0013999999999999568,-5.4,-11.699999999999996,-0.052600000000000036,5.600000000000001,3.0,0.12440000000000008,0.20000000000000284,-0.374527778,-0.5528750000000002,-0.017283583000000047,-0.12606944400000009,-0.30775,-0.04308395199999998,0.4549513890000001,0.06628783999999999,-0.26233333299999995,-0.4080833330000005,-0.6704166659999995,-0.09426388799999952,0.12086111099999995,0.03911805499999999,0.1253749999999998,0.192354167,-0.4201736100000009,-1.1694652779999999,-0.01984986099999997,-0.051278653000000014,0.02978467399999998,-0.7267756950000006,-0.7918867999999986,-0.7773736089999996,1.02197986,0.1965201390000002,-0.2891104160000002,1.3933242999999995,-0.2107673599999984,-8.031541699999991,-0.6209791999999936,-0.4937798619999999,-0.12258057399999987,-1.0248750000000015,-0.162055336,1
887,0,-0.5,-0.9000000000000057,-0.0015000000000000011,-1.1999999999999993,-0.2999999999999972,-0.02910000000000001,0.7000000000000011,-0.6000000000000014,0.038699999999999964,1.7999999999999992,0.1353000000000001,1.5,2.700000000000003,5.5,0.004400000000000015,3.0,6.600000000000001,-0.0020999999999999908,-0.2999999999999989,-1.1000000000000014,0.008199999999999985,-0.4000000000000004,-0.3000000000000007,-0.02739999999999998,4.700000000000003,0.0397569450000006,0.13515277799999836,-0.008308395999999996,0.11382638899999994,0.15076388799999976,-0.01569029799999999,0.2498680550000001,0.05288536099999997,-0.3305694450000001,0.2061944440000003,-0.12437499999999968,0.004201388999999889,-0.09840972199999998,0.01620833300000002,0.010777777999999794,-0.14517361099999992,0.44320834,-2.4599374999999988,0.010470770999999934,-0.005530542000000027,-0.025524458000000028,-1.5183388890000002,-0.3928854099999999,-0.55714167,0.600186110000001,-0.34063055499999995,-0.11099791700000017,0.8972833399999995,-0.2113833300000003,-3.891208299999988,2.5667084000000098,0.25648541700000005,-0.04905998200000017,0.24083333999999826,-0.21510297500000006,0
888,0,-7.0,-2.0999999999999943,-0.06910000000000005,-6.099999999999998,-1.8000000000000045,-0.09310000000000003,-0.9000000000000004,-0.2999999999999972,-0.0227,2.0,-0.03110000000000002,-12.899999999999993,-2.299999999999997,-1.8999999999999917,-0.017600000000000005,1.0,3.0999999999999943,-0.009599999999999996,-3.299999999999999,-5.0,-0.056,-0.2999999999999989,2.6999999999999997,-0.14280000000000004,-8.200000000000003,-0.6904583340000006,-0.04887500000000067,-0.066556597,-0.07651388900000011,0.028270833000000106,-0.002764249999999968,0.3473680559999999,-0.07112633400000001,0.146819445,0.4272500000000004,0.5740694450000001,-0.2710486109999999,-0.3158680559999999,-0.21226388800000007,0.042722221999999865,0.053763888999999836,-1.1100624999999995,-4.061729167000002,-0.06547262500000006,0.04168209700000003,0.035586569999999984,0.10172361100000016,0.3488895799999998,0.10166736099999872,0.5106430599999996,-0.5238624999999999,-0.6603798609999998,-0.8269680499999996,0.001884730000000445,-10.401097199999997,-6.2613403000000005,0.04339305500000002,-0.266276285,-1.3351736099999982,-0.12008281599999998,0
889,0,-2.1000000000000014,-4.5,-0.0015000000000000011,0.7000000000000028,-0.10000000000000142,0.015899999999999914,-2.8000000000000007,-4.400000000000002,-0.05099999999999999,0.8000000000000007,0.02200000000000002,-6.200000000000002,-0.2999999999999972,-6.300000000000012,0.030399999999999983,5.400000000000002,9.6,0.0050999999999999926,-5.699999999999998,-15.9,0.0126,-1.5999999999999996,-2.6999999999999997,0.01539999999999997,-7.899999999999991,-0.6171736120000011,-1.2791250000000003,0.0005860969999999521,-0.4792569440000001,-0.7587291659999997,-0.02806610400000004,-0.10276388900000022,-0.009411555999999988,-0.06986111100000025,-0.19079166700000005,-0.2606527769999998,-0.36672222299999996,-0.10400694500000007,-0.033645833000000014,0.350319445,-0.21883333299999966,-1.8163680600000005,0.984145833,-0.010261749999999958,-0.034561972,0.013519694999999998,0.5045854169999995,1.764420140000002,0.9766736109999988,-0.3045826399999996,0.000999305000000117,-0.23475277800000005,4.566550693,0.21144304999999972,-7.552624999999992,-6.169055599999979,-0.035602778,-0.8393528239999999,-2.5813958300000017,-0.11050724599999996,1
890,0,1.0,-3.6000000000000085,0.0277,0.5,-1.8999999999999984,0.017799999999999927,0.5,-1.6999999999999955,0.0252,-2.3000000000000007,0.0192,0.20000000000000284,-0.5,-4.5,0.017899999999999968,0.5,-2.1000000000000014,0.024399999999999974,-1.0,-2.3999999999999986,-0.0020999999999999908,-0.3999999999999986,-2.1999999999999997,0.04679999999999995,-2.4000000000000057,0.5764861109999995,0.540895840000001,0.02531910399999998,0.21000694499999994,0.1987152769999998,-0.002780221999999999,0.008881944999999725,-0.013075959000000026,-0.10766666699999994,0.345159722,0.2374930560000008,0.3096874999999999,0.035902777000000004,-0.08956249999999999,0.18036111099999985,-0.07990972200000046,1.371861109999999,1.856736111,0.026610931000000004,0.014281902999999931,-0.03116943699999997,-0.22504583300000025,1.1258527799999989,0.40975416999999936,-0.7998027800000003,-0.09191527799999988,-0.593317361,-0.2268367999999992,-0.00514722000000134,3.6577569999999895,0.8284791999999896,0.018386110999999983,0.01473804699999981,1.86538195,0.19047619000000005,1
891,0,-3.699999999999996,1.1000000000000083,-0.0494,-6.800000000000002,-4.5,-0.0796,3.1000000000000014,5.599999999999998,0.02610000000000001,3.9,0.017000000000000015,-0.4000000000000057,2.6000000000000014,3.4000000000000057,0.010799999999999976,4.900000000000002,7.100000000000001,0.011199999999999988,-2.3000000000000007,-3.6999999999999993,-0.0257,-1.8000000000000007,-3.0,0.016800000000000037,1.0999999999999943,-0.5244236120000005,0.1637083300000004,-0.04980634099999992,0.364006944,0.7025833339999998,0.009025589999999972,0.5667013880000003,0.07088672200000001,0.17600694400000005,0.011131944000000171,0.18713888899999984,-0.06309027799999978,0.1327361119999999,-0.03137499999999993,0.236354167,0.019215278000000332,-0.11813889000000087,-1.921180555,-0.023674597000000075,0.043504131999999966,0.03794577099999996,0.009358333999999855,-0.20163332999999994,-0.4316972299999993,1.0979597299999997,0.17622152700000027,-0.3509729160000001,2.7397618100000014,-0.4205117999999999,-7.763534700000008,-4.891770900000026,0.12350277699999995,-0.17124085900000008,0.10727083000000093,-0.181818182,0
892,0,-2.799999999999997,-6.299999999999998,0.0011999999999999786,-0.4000000000000021,0.5,-0.003000000000000003,-2.4000000000000004,-6.800000000000003,-0.004400000000000015,2.6000000000000014,-0.12259999999999993,-5.399999999999992,-1.1999999999999955,-0.10000000000000853,-0.01469999999999999,2.0,1.8999999999999984,0.014699999999999937,-3.200000000000001,-2.0,-0.08039999999999997,-2.3999999999999986,-0.5,-0.06159999999999999,-8.0,-0.4411666670000001,-1.0079236100000006,-0.005693194999999984,-0.3582430560000003,-1.0407916659999996,-0.004257708999999943,0.33757638899999964,-0.049213679999999926,-0.04813888900000008,0.338388889,0.29025000000000034,-0.4979374999999999,-0.021805555000000032,-0.143756944,0.5550277779999999,-0.1441111110000004,-0.9029999999999988,2.174,-0.022727174000000017,-0.02704084000000001,0.10902402099999996,-0.005542360999998941,-0.6994437500000004,-0.039682639000000464,-1.2201277700000013,-0.014374306000000113,-0.7761256940000001,4.103048608,-0.4153374999999997,-9.735430599999988,-11.767076400000008,0.229804166,-1.3826519019999999,-1.2762499999999974,0.17391304299999993,1
893,0,-2.700000000000003,-1.1999999999999886,-0.02410000000000001,-5.699999999999997,-8.199999999999996,-0.012299999999999978,3.0,6.9999999999999964,0.011299999999999977,1.6999999999999993,-0.030299999999999994,-0.7000000000000028,2.9000000000000057,1.2999999999999972,0.0267,3.5,3.899999999999999,0.022599999999999957,-0.5999999999999996,-2.5999999999999943,0.009599999999999996,-3.1000000000000014,-4.0,-0.01340000000000008,2.0999999999999943,-0.3980833329999989,-0.3173611090000001,-0.0005138960000000137,0.3001527780000002,0.7281388889999993,0.06429992400000001,0.2067708330000002,0.010237292000000007,0.16881250000000006,-0.2111111120000011,-0.042298611000000534,0.16475000000000015,-0.11531249999999993,-0.179673611,0.2283333330000001,-0.190090278,-0.2892430499999996,-1.5325902779999998,0.017524965000000003,0.07964302100000004,0.06685945800000004,0.6525201390000004,-0.16069653000000095,0.05346319999999949,1.9643923700000023,-0.06922847199999982,-0.7470465279999998,0.8476881899999995,0.20775485999999788,2.3969305000000247,5.772444399999998,-0.524200695,0.006491848999999661,-0.4617777699999976,-0.209486166,0
894,0,0.5,-1.5,0.012999999999999956,0.20000000000000284,-1.2000000000000028,0.015199999999999991,0.3000000000000007,-0.30000000000000426,0.0029000000000000137,2.3999999999999986,-0.02410000000000001,3.700000000000003,3.3999999999999986,-1.2999999999999972,0.043999999999999984,5.199999999999998,3.0,0.06340000000000001,-1.7999999999999992,-4.299999999999997,-0.0007000000000000339,2.400000000000002,3.3999999999999986,-0.027700000000000058,7.400000000000006,0.10109027699999996,-0.061097220000000625,0.00053168800000003,0.08410416599999992,0.09408333400000046,0.009843631999999993,0.32275694499999963,-0.011840952000000016,-0.11776388900000012,-0.7241388889999993,-0.8419027780000006,0.05688888899999967,-0.081104167,-0.1533333329999999,-0.10948611100000027,0.4585694449999997,0.6090416699999999,-1.136673611,0.002061403000000017,0.004504826000000017,0.06559864599999997,-0.3048236109999998,-1.1879597199999985,-0.8907743099999994,-0.2916743000000004,-0.2355354169999999,-0.451306945,0.32256040999999946,-0.2101243000000004,-0.7237569999999921,6.935062500000001,-0.402159722,0.0825815689999998,-0.41040973000000136,-0.07792207799999995,1
895,0,-1.7999999999999972,-3.5,-0.0005000000000000004,-1.6000000000000014,-0.5,-0.025900000000000038,-0.1999999999999993,-3.0,0.017500000000000016,-2.400000000000002,0.0038000000000000256,-6.200000000000002,-1.3999999999999986,-1.2000000000000028,-0.009199999999999986,-0.9000000000000021,2.0999999999999943,-0.034700000000000016,-0.5,-3.3000000000000043,0.013199999999999991,-8.3,-6.899999999999999,-0.12919999999999987,-11.599999999999996,-0.696916667,-1.3232916699999997,-0.001429749999999952,-0.10475694499999988,-0.6253125000000002,-0.012235278000000016,-0.6293819440000004,-0.046656471999999886,-0.12372916599999995,-0.001187500000000341,-0.12491666599999895,-0.25682638900000043,-0.19134722199999987,-0.284493056,-0.21752083300000025,-0.5178749999999999,-2.12797222,1.6403749999999997,-0.0020727640000000047,-0.026964971999999976,-0.017329917000000028,-0.06005069400000008,-0.28113542,-0.05037152999999961,0.2544562499999987,-0.18981458399999984,-1.011663195,0.3520409699999991,-0.3927479200000015,-0.6969929999999921,-8.356861100000017,1.356333333,0.17034024199999998,-2.9855555600000017,0.0,1
