,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
493,2021/2/19,OKC,MIL,L 85-98,240,31,85,0.365,19,45,0.422,12,40,0.3,11,21,0.524,85,35,86,0.407,24,52,0.462,11,34,0.324,17,25,0.68,98
494,2021/2/19,MIN,TOR,L 81-86,240,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86
495,2021/2/19,TOR,MIN,W 86-81,240,28,85,0.329,16,45,0.356,12,40,0.3,18,22,0.818,86,32,83,0.386,23,45,0.511,9,38,0.237,8,11,0.727,81
496,2021/2/19,NOP,PHO,L 114-132,240,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132
497,2021/2/19,PHO,NOP,W 132-114,240,51,88,0.58,29,49,0.592,22,39,0.564,8,12,0.667,132,42,82,0.512,31,50,0.62,11,32,0.344,19,24,0.792,114
498,2021/2/19,GSW,ORL,L 120-124,240,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124
499,2021/2/19,ORL,GSW,W 124-120,240,46,94,0.489,28,51,0.549,18,43,0.419,14,17,0.824,124,46,97,0.474,27,55,0.491,19,42,0.452,9,15,0.6,120
500,2021/2/19,CHI,PHI,L 105-112,240,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112
501,2021/2/19,PHI,CHI,W 112-105,240,41,87,0.471,34,66,0.515,7,21,0.333,23,29,0.793,112,40,95,0.421,33,63,0.524,7,32,0.219,18,18,1,105
502,2021/2/18,BRK,LAL,W 109-98,240,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98
503,2021/2/18,LAL,BRK,L 98-109,240,40,83,0.482,32,53,0.604,8,30,0.267,10,14,0.714,98,38,77,0.494,20,38,0.526,18,39,0.462,15,24,0.625,109
504,2021/2/18,MIL,TOR,L 96-110,240,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110
505,2021/2/18,TOR,MIL,W 110-96,240,38,78,0.487,26,43,0.605,12,35,0.343,22,23,0.957,110,35,88,0.398,25,54,0.463,10,34,0.294,16,23,0.696,96
506,2021/2/18,MIA,SAC,W 118-110,240,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110
507,2021/2/18,SAC,MIA,L 110-118,240,43,93,0.462,28,52,0.538,15,41,0.366,9,16,0.563,110,49,95,0.516,37,61,0.607,12,34,0.353,8,10,0.8,118
508,2021/2/17,ATL,BOS,W 122-114,240,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114
509,2021/2/17,BOS,ATL,L 114-122,240,40,86,0.465,30,55,0.545,10,31,0.323,24,27,0.889,114,44,77,0.571,36,53,0.679,8,24,0.333,26,31,0.839,122
510,2021/2/17,CHI,DET,W 105-102,240,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102
511,2021/2/17,DET,CHI,L 102-105,240,37,82,0.451,29,54,0.537,8,28,0.286,20,24,0.833,102,41,85,0.482,33,57,0.579,8,28,0.286,15,24,0.625,105
512,2021/2/17,GSW,MIA,W 120-112 (OT),265,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112
513,2021/2/17,MIA,GSW,L 112-120 (OT),265,44,97,0.454,31,61,0.508,13,36,0.361,11,12,0.917,112,43,95,0.453,25,43,0.581,18,52,0.346,16,21,0.762,120
514,2021/2/17,LAC,UTA,L 96-114,240,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114
515,2021/2/17,UTA,LAC,W 114-96,240,42,98,0.429,29,58,0.5,13,40,0.325,17,20,0.85,114,38,86,0.442,29,60,0.483,9,26,0.346,11,17,0.647,96
516,2021/2/17,MEM,OKC,W 122-113,240,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113
517,2021/2/17,OKC,MEM,L 113-122,240,35,78,0.449,16,37,0.432,19,41,0.463,24,28,0.857,113,42,83,0.506,30,57,0.526,12,26,0.462,26,33,0.788,122
518,2021/2/17,IND,MIN,W 134-128 (OT),265,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128
519,2021/2/17,MIN,IND,L 128-134 (OT),265,45,107,0.421,30,67,0.448,15,40,0.375,23,25,0.92,128,49,97,0.505,36,71,0.507,13,26,0.5,23,27,0.852,134
520,2021/2/17,NOP,POR,L 124-126,240,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126
521,2021/2/17,POR,NOP,W 126-124,240,46,90,0.511,28,49,0.571,18,41,0.439,16,18,0.889,126,43,89,0.483,28,57,0.491,15,32,0.469,23,29,0.793,124
522,2021/2/17,NYK,ORL,L 89-107,240,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107
523,2021/2/17,ORL,NYK,W 107-89,240,42,92,0.457,26,58,0.448,16,34,0.471,7,10,0.7,107,33,87,0.379,26,60,0.433,7,27,0.259,16,19,0.842,89
524,2021/2/17,HOU,PHI,L 113-118,240,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118
525,2021/2/17,PHI,HOU,W 118-113,240,39,81,0.481,27,55,0.491,12,26,0.462,28,32,0.875,118,42,92,0.457,27,45,0.6,15,47,0.319,14,18,0.778,113
526,2021/2/17,DEN,WAS,L 128-130,240,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130
527,2021/2/17,WAS,DEN,W 130-128,240,44,86,0.512,29,53,0.547,15,33,0.455,27,34,0.794,130,48,92,0.522,31,54,0.574,17,38,0.447,15,18,0.833,128
528,2021/2/16,BOS,DEN,W 112-99,240,39,81,0.481,24,39,0.615,15,42,0.357,19,21,0.905,112,38,84,0.452,29,50,0.58,9,34,0.265,14,15,0.933,99
529,2021/2/16,DEN,BOS,L 99-112,240,38,84,0.452,29,50,0.58,9,34,0.265,14,15,0.933,99,39,81,0.481,24,39,0.615,15,42,0.357,19,21,0.905,112
530,2021/2/16,MEM,NOP,L 113-144,240,42,88,0.477,29,57,0.509,13,31,0.419,16,18,0.889,113,56,91,0.615,37,53,0.698,19,38,0.5,13,17,0.765,144
531,2021/2/16,NOP,MEM,W 144-113,240,56,91,0.615,37,53,0.698,19,38,0.5,13,17,0.765,144,42,88,0.477,29,57,0.509,13,31,0.419,16,18,0.889,113
532,2021/2/16,MIL,TOR,L 113-124,240,40,83,0.482,26,46,0.565,14,37,0.378,19,25,0.76,113,46,91,0.505,29,48,0.604,17,43,0.395,15,21,0.714,124
533,2021/2/16,TOR,MIL,W 124-113,240,46,91,0.505,29,48,0.604,17,43,0.395,15,21,0.714,124,40,83,0.482,26,46,0.565,14,37,0.378,19,25,0.76,113
534,2021/2/16,LAL,MIN,W 112-104,240,42,77,0.545,31,51,0.608,11,26,0.423,17,21,0.81,112,39,93,0.419,23,59,0.39,16,34,0.471,10,13,0.769,104
535,2021/2/16,MIN,LAL,L 104-112,240,39,93,0.419,23,59,0.39,16,34,0.471,10,13,0.769,104,42,77,0.545,31,51,0.608,11,26,0.423,17,21,0.81,112
536,2021/2/16,OKC,POR,L 104-115,240,37,85,0.435,27,52,0.519,10,33,0.303,20,27,0.741,104,42,96,0.438,22,49,0.449,20,47,0.426,11,17,0.647,115
537,2021/2/16,POR,OKC,W 115-104,240,42,96,0.438,22,49,0.449,20,47,0.426,11,17,0.647,115,37,85,0.435,27,52,0.519,10,33,0.303,20,27,0.741,104
538,2021/2/16,BRK,PHO,W 128-124,240,47,82,0.573,27,42,0.643,20,40,0.5,14,15,0.933,128,48,88,0.545,32,51,0.627,16,37,0.432,12,12,1,124
539,2021/2/16,PHO,BRK,L 124-128,240,48,88,0.545,32,51,0.627,16,37,0.432,12,12,1,124,47,82,0.573,27,42,0.643,20,40,0.5,14,15,0.933,128
540,2021/2/15,CLE,GSW,L 98-129,240,37,95,0.389,29,65,0.446,8,30,0.267,16,20,0.8,98,46,88,0.523,29,51,0.569,17,37,0.459,20,21,0.952,129
541,2021/2/15,GSW,CLE,W 129-98,240,46,88,0.523,29,51,0.569,17,37,0.459,20,21,0.952,129,37,95,0.389,29,65,0.446,8,30,0.267,16,20,0.8,98
542,2021/2/15,CHI,IND,W 120-112 (OT),265,44,102,0.431,31,69,0.449,13,33,0.394,19,22,0.864,120,39,92,0.424,30,59,0.508,9,33,0.273,25,31,0.806,112
543,2021/2/15,IND,CHI,L 112-120 (OT),265,39,92,0.424,30,59,0.508,9,33,0.273,25,31,0.806,112,44,102,0.431,31,69,0.449,13,33,0.394,19,22,0.864,120
544,2021/2/15,LAC,MIA,W 125-118,240,47,85,0.553,32,53,0.604,15,32,0.469,16,20,0.8,125,46,91,0.505,38,55,0.691,8,36,0.222,18,22,0.818,118
545,2021/2/15,MIA,LAC,L 118-125,240,46,91,0.505,38,55,0.691,8,36,0.222,18,22,0.818,118,47,85,0.553,32,53,0.604,15,32,0.469,16,20,0.8,125
546,2021/2/15,ATL,NYK,L 112-123,240,36,85,0.424,25,52,0.481,11,33,0.333,29,32,0.906,112,42,83,0.506,25,49,0.51,17,34,0.5,22,27,0.815,123
547,2021/2/15,NYK,ATL,W 123-112,240,42,83,0.506,25,49,0.51,17,34,0.5,22,27,0.815,123,36,85,0.424,25,52,0.481,11,33,0.333,29,32,0.906,112
548,2021/2/15,BRK,SAC,W 136-125,240,51,89,0.573,24,42,0.571,27,47,0.574,7,12,0.583,136,51,96,0.531,39,63,0.619,12,33,0.364,11,13,0.846,125
549,2021/2/15,SAC,BRK,L 125-136,240,51,96,0.531,39,63,0.619,12,33,0.364,11,13,0.846,125,51,89,0.573,24,42,0.571,27,47,0.574,7,12,0.583,136
550,2021/2/15,PHI,UTA,L 123-134,240,47,94,0.5,39,71,0.549,8,23,0.348,21,24,0.875,123,45,86,0.523,27,41,0.659,18,45,0.4,26,31,0.839,134
551,2021/2/15,UTA,PHI,W 134-123,240,45,86,0.523,27,41,0.659,18,45,0.4,26,31,0.839,134,47,94,0.5,39,71,0.549,8,23,0.348,21,24,0.875,123
552,2021/2/15,HOU,WAS,L 119-131,240,43,91,0.473,35,54,0.648,8,37,0.216,25,34,0.735,119,48,92,0.522,36,62,0.581,12,30,0.4,23,31,0.742,131
553,2021/2/15,WAS,HOU,W 131-119,240,48,92,0.522,36,62,0.581,12,30,0.4,23,31,0.742,131,43,91,0.473,35,54,0.648,8,37,0.216,25,34,0.735,119
554,2021/2/14,CHO,SAS,L 110-122,240,45,95,0.474,33,61,0.541,12,34,0.353,8,11,0.727,110,48,96,0.5,38,62,0.613,10,34,0.294,16,19,0.842,122
555,2021/2/14,SAS,CHO,W 122-110,240,48,96,0.5,38,62,0.613,10,34,0.294,16,19,0.842,122,45,95,0.474,33,61,0.541,12,34,0.353,8,11,0.727,110
556,2021/2/14,DAL,POR,L 118-121,240,40,81,0.494,26,40,0.65,14,41,0.341,24,25,0.96,118,45,85,0.529,27,45,0.6,18,40,0.45,13,19,0.684,121
557,2021/2/14,POR,DAL,W 121-118,240,45,85,0.529,27,45,0.6,18,40,0.45,13,19,0.684,121,40,81,0.494,26,40,0.65,14,41,0.341,24,25,0.96,118
558,2021/2/14,DEN,LAL,W 122-105,240,39,85,0.459,20,38,0.526,19,47,0.404,25,34,0.735,122,40,87,0.46,34,59,0.576,6,28,0.214,19,29,0.655,105
559,2021/2/14,LAL,DEN,L 105-122,240,40,87,0.46,34,59,0.576,6,28,0.214,19,29,0.655,105,39,85,0.459,20,38,0.526,19,47,0.404,25,34,0.735,122
560,2021/2/14,DET,NOP,W 123-112,240,45,84,0.536,28,49,0.571,17,35,0.486,16,20,0.8,123,40,90,0.444,31,55,0.564,9,35,0.257,23,28,0.821,112
561,2021/2/14,NOP,DET,L 112-123,240,40,90,0.444,31,55,0.564,9,35,0.257,23,28,0.821,112,45,84,0.536,28,49,0.571,17,35,0.486,16,20,0.8,123
562,2021/2/14,CLE,LAC,L 111-128,240,43,93,0.462,36,68,0.529,7,25,0.28,18,25,0.72,111,42,88,0.477,29,58,0.5,13,30,0.433,31,36,0.861,128
563,2021/2/14,LAC,CLE,W 128-111,240,42,88,0.477,29,58,0.5,13,30,0.433,31,36,0.861,128,43,93,0.462,36,68,0.529,7,25,0.28,18,25,0.72,111
564,2021/2/14,MIL,OKC,L 109-114,240,45,97,0.464,32,59,0.542,13,38,0.342,6,9,0.667,109,45,95,0.474,30,59,0.508,15,36,0.417,9,16,0.563,114
565,2021/2/14,OKC,MIL,W 114-109,240,45,95,0.474,30,59,0.508,15,36,0.417,9,16,0.563,114,45,97,0.464,32,59,0.542,13,38,0.342,6,9,0.667,109
566,2021/2/14,ORL,PHO,L 90-109,240,33,89,0.371,27,54,0.5,6,35,0.171,18,22,0.818,90,41,92,0.446,29,55,0.527,12,37,0.324,15,16,0.938,109
567,2021/2/14,PHO,ORL,W 109-90,240,41,92,0.446,29,55,0.527,12,37,0.324,15,16,0.938,109,33,89,0.371,27,54,0.5,6,35,0.171,18,22,0.818,90
568,2021/2/14,MEM,SAC,W 124-110,240,50,94,0.532,41,73,0.562,9,21,0.429,15,19,0.789,124,41,82,0.5,33,49,0.673,8,33,0.242,20,26,0.769,110
569,2021/2/14,SAC,MEM,L 110-124,240,41,82,0.5,33,49,0.673,8,33,0.242,20,26,0.769,110,50,94,0.532,41,73,0.562,9,21,0.429,15,19,0.789,124
570,2021/2/14,MIN,TOR,W 116-112,240,43,82,0.524,27,43,0.628,16,39,0.41,14,19,0.737,116,38,91,0.418,28,58,0.483,10,33,0.303,26,31,0.839,112
571,2021/2/14,TOR,MIN,L 112-116,240,38,91,0.418,28,58,0.483,10,33,0.303,26,31,0.839,112,43,82,0.524,27,43,0.628,16,39,0.41,14,19,0.737,116
572,2021/2/14,BOS,WAS,L 91-104,240,32,90,0.356,23,55,0.418,9,35,0.257,18,30,0.6,91,33,83,0.398,26,53,0.491,7,30,0.233,31,36,0.861,104
573,2021/2/14,WAS,BOS,W 104-91,240,33,83,0.398,26,53,0.491,7,30,0.233,31,36,0.861,104,32,90,0.356,23,55,0.418,9,35,0.257,18,30,0.6,91
574,2021/2/13,ATL,IND,L 113-125,240,43,90,0.478,34,59,0.576,9,31,0.29,18,23,0.783,113,45,89,0.506,33,58,0.569,12,31,0.387,23,27,0.852,125
575,2021/2/13,IND,ATL,W 125-113,240,45,89,0.506,33,58,0.569,12,31,0.387,23,27,0.852,125,43,90,0.478,34,59,0.576,9,31,0.29,18,23,0.783,113
576,2021/2/13,BRK,GSW,W 134-117,240,50,93,0.538,34,54,0.63,16,39,0.41,18,20,0.9,134,44,90,0.489,35,56,0.625,9,34,0.265,20,25,0.8,117
577,2021/2/13,GSW,BRK,L 117-134,240,44,90,0.489,35,56,0.625,9,34,0.265,20,25,0.8,117,50,93,0.538,34,54,0.63,16,39,0.41,18,20,0.9,134
578,2021/2/13,HOU,NYK,L 99-121,240,33,88,0.375,25,45,0.556,8,43,0.186,25,30,0.833,99,45,86,0.523,33,58,0.569,12,28,0.429,19,23,0.826,121
579,2021/2/13,NYK,HOU,W 121-99,240,45,86,0.523,33,58,0.569,12,28,0.429,19,23,0.826,121,33,88,0.375,25,45,0.556,8,43,0.186,25,30,0.833,99
580,2021/2/13,PHI,PHO,L 111-120,240,38,73,0.521,31,56,0.554,7,17,0.412,28,33,0.848,111,48,79,0.608,38,54,0.704,10,25,0.4,14,17,0.824,120
581,2021/2/13,PHO,PHI,W 120-111,240,48,79,0.608,38,54,0.704,10,25,0.4,14,17,0.824,120,38,73,0.521,31,56,0.554,7,17,0.412,28,33,0.848,111
582,2021/2/13,MIA,UTA,L 94-112,240,35,86,0.407,23,50,0.46,12,36,0.333,12,17,0.706,94,39,85,0.459,27,39,0.692,12,46,0.261,22,29,0.759,112
583,2021/2/13,UTA,MIA,W 112-94,240,39,85,0.459,27,39,0.692,12,46,0.261,22,29,0.759,112,35,86,0.407,23,50,0.46,12,36,0.333,12,17,0.706,94
584,2021/2/12,ATL,SAS,L 114-125,240,39,90,0.433,28,58,0.483,11,32,0.344,25,33,0.758,114,45,85,0.529,33,54,0.611,12,31,0.387,23,28,0.821,125
585,2021/2/12,SAS,ATL,W 125-114,240,45,85,0.529,33,54,0.611,12,31,0.387,23,28,0.821,125,39,90,0.433,28,58,0.483,11,32,0.344,25,33,0.758,114
586,2021/2/12,BOS,DET,L 102-108,240,36,82,0.439,28,55,0.509,8,27,0.296,22,30,0.733,102,34,79,0.43,19,41,0.463,15,38,0.395,25,30,0.833,108
587,2021/2/12,DET,BOS,W 108-102,240,34,79,0.43,19,41,0.463,15,38,0.395,25,30,0.833,108,36,82,0.439,28,55,0.509,8,27,0.296,22,30,0.733,102
588,2021/2/12,CHI,LAC,L 106-125,240,40,85,0.471,28,53,0.528,12,32,0.375,14,15,0.933,106,50,86,0.581,37,56,0.661,13,30,0.433,12,15,0.8,125
589,2021/2/12,LAC,CHI,W 125-106,240,50,86,0.581,37,56,0.661,13,30,0.433,12,15,0.8,125,40,85,0.471,28,53,0.528,12,32,0.375,14,15,0.933,106
590,2021/2/12,CHO,MIN,W 120-114,240,44,90,0.489,31,54,0.574,13,36,0.361,19,19,1,120,45,99,0.455,29,58,0.5,16,41,0.39,8,14,0.571,114
591,2021/2/12,MIN,CHO,L 114-120,240,45,99,0.455,29,58,0.5,16,41,0.39,8,14,0.571,114,44,90,0.489,31,54,0.574,13,36,0.361,19,19,1,120
592,2021/2/12,DAL,NOP,W 143-130,240,51,88,0.58,26,43,0.605,25,45,0.556,16,21,0.762,143,48,90,0.533,31,53,0.585,17,37,0.459,17,23,0.739,130
593,2021/2/12,NOP,DAL,L 130-143,240,48,90,0.533,31,53,0.585,17,37,0.459,17,23,0.739,130,51,88,0.58,26,43,0.605,25,45,0.556,16,21,0.762,143
594,2021/2/12,DEN,OKC,W 97-95,240,40,87,0.46,30,47,0.638,10,40,0.25,7,10,0.7,97,36,90,0.4,26,58,0.448,10,32,0.313,13,17,0.765,95
595,2021/2/12,OKC,DEN,L 95-97,240,36,90,0.4,26,58,0.448,10,32,0.313,13,17,0.765,95,40,87,0.46,30,47,0.638,10,40,0.25,7,10,0.7,97
596,2021/2/12,LAL,MEM,W 115-105,240,43,85,0.506,37,55,0.673,6,30,0.2,23,33,0.697,115,39,80,0.488,27,51,0.529,12,29,0.414,15,19,0.789,105
597,2021/2/12,MEM,LAL,L 105-115,240,39,80,0.488,27,51,0.529,12,29,0.414,15,19,0.789,105,43,85,0.506,37,55,0.673,6,30,0.2,23,33,0.697,115
598,2021/2/12,CLE,POR,L 110-129,240,38,87,0.437,30,64,0.469,8,23,0.348,26,37,0.703,110,43,83,0.518,30,48,0.625,13,35,0.371,30,33,0.909,129
599,2021/2/12,POR,CLE,W 129-110,240,43,83,0.518,30,48,0.625,13,35,0.371,30,33,0.909,129,38,87,0.437,30,64,0.469,8,23,0.348,26,37,0.703,110
600,2021/2/12,ORL,SAC,W 123-112,240,46,91,0.505,31,57,0.544,15,34,0.441,16,20,0.8,123,43,83,0.518,31,50,0.62,12,33,0.364,14,19,0.737,112
601,2021/2/12,SAC,ORL,L 112-123,240,43,83,0.518,31,50,0.62,12,33,0.364,14,19,0.737,112,46,91,0.505,31,57,0.544,15,34,0.441,16,20,0.8,123
602,2021/2/12,MIL,UTA,L 115-129,240,42,92,0.457,30,59,0.508,12,33,0.364,19,27,0.704,115,43,82,0.524,29,44,0.659,14,38,0.368,29,34,0.853,129
603,2021/2/12,UTA,MIL,W 129-115,240,43,82,0.524,29,44,0.659,14,38,0.368,29,34,0.853,129,42,92,0.457,30,59,0.508,12,33,0.364,19,27,0.704,115
604,2021/2/12,NYK,WAS,W 109-91,240,44,98,0.449,38,74,0.514,6,24,0.25,15,22,0.682,109,34,89,0.382,25,55,0.455,9,34,0.265,14,20,0.7,91
605,2021/2/12,WAS,NYK,L 91-109,240,34,89,0.382,25,55,0.455,9,34,0.265,14,20,0.7,91,44,98,0.449,38,74,0.514,6,24,0.25,15,22,0.682,109
606,2021/2/11,BOS,TOR,W 120-106,240,39,86,0.453,19,47,0.404,20,39,0.513,22,28,0.786,120,41,83,0.494,32,55,0.582,9,28,0.321,15,19,0.789,106
607,2021/2/11,TOR,BOS,L 106-120,240,41,83,0.494,32,55,0.582,9,28,0.321,15,19,0.789,106,39,86,0.453,19,47,0.404,20,39,0.513,22,28,0.786,120
608,2021/2/11,DET,IND,L 95-111,240,38,85,0.447,33,57,0.579,5,28,0.179,14,19,0.737,95,44,86,0.512,30,55,0.545,14,31,0.452,9,10,0.9,111
609,2021/2/11,IND,DET,W 111-95,240,44,86,0.512,30,55,0.545,14,31,0.452,9,10,0.9,111,38,85,0.447,33,57,0.579,5,28,0.179,14,19,0.737,95
610,2021/2/11,GSW,ORL,W 111-105,240,41,88,0.466,21,38,0.553,20,50,0.4,9,12,0.75,111,38,97,0.392,23,64,0.359,15,33,0.455,14,18,0.778,105
611,2021/2/11,ORL,GSW,L 105-111,240,38,97,0.392,23,64,0.359,15,33,0.455,14,18,0.778,105,41,88,0.466,21,38,0.553,20,50,0.4,9,12,0.75,111
612,2021/2/11,HOU,MIA,L 94-101,240,32,83,0.386,17,33,0.515,15,50,0.3,15,20,0.75,94,34,79,0.43,19,37,0.514,15,42,0.357,18,20,0.9,101
613,2021/2/11,MIA,HOU,W 101-94,240,34,79,0.43,19,37,0.514,15,42,0.357,18,20,0.9,101,32,83,0.386,17,33,0.515,15,50,0.3,15,20,0.75,94
614,2021/2/11,PHI,POR,L 114-118,240,42,86,0.488,36,59,0.61,6,27,0.222,24,29,0.828,114,40,93,0.43,23,55,0.418,17,38,0.447,21,23,0.913,118
615,2021/2/11,POR,PHI,W 118-114,240,40,93,0.43,23,55,0.418,17,38,0.447,21,23,0.913,118,42,86,0.488,36,59,0.61,6,27,0.222,24,29,0.828,114
616,2021/2/10,BRK,IND,W 104-94,240,32,76,0.421,23,45,0.511,9,31,0.29,31,35,0.886,104,36,92,0.391,21,54,0.389,15,38,0.395,7,11,0.636,94
617,2021/2/10,IND,BRK,L 94-104,240,36,92,0.391,21,54,0.389,15,38,0.395,7,11,0.636,94,32,76,0.421,23,45,0.511,9,31,0.29,31,35,0.886,104
618,2021/2/10,CHI,NOP,W 129-116,240,48,81,0.593,23,34,0.676,25,47,0.532,8,11,0.727,129,41,81,0.506,28,45,0.622,13,36,0.361,21,26,0.808,116
619,2021/2/10,NOP,CHI,L 116-129,240,41,81,0.506,28,45,0.622,13,36,0.361,21,26,0.808,116,48,81,0.593,23,34,0.676,25,47,0.532,8,11,0.727,129
620,2021/2/10,ATL,DAL,L 117-118,240,40,88,0.455,26,49,0.531,14,39,0.359,23,28,0.821,117,43,84,0.512,29,49,0.592,14,35,0.4,18,20,0.9,118
621,2021/2/10,DAL,ATL,W 118-117,240,43,84,0.512,29,49,0.592,14,35,0.4,18,20,0.9,118,40,88,0.455,26,49,0.531,14,39,0.359,23,28,0.821,117
622,2021/2/10,CLE,DEN,L 95-133,240,36,94,0.383,28,57,0.491,8,37,0.216,15,20,0.75,95,51,85,0.6,35,49,0.714,16,36,0.444,15,21,0.714,133
623,2021/2/10,DEN,CLE,W 133-95,240,51,85,0.6,35,49,0.714,16,36,0.444,15,21,0.714,133,36,94,0.383,28,57,0.491,8,37,0.216,15,20,0.75,95
624,2021/2/10,LAL,OKC,W 114-113 (OT),265,42,89,0.472,32,54,0.593,10,35,0.286,20,24,0.833,114,47,100,0.47,40,69,0.58,7,31,0.226,12,14,0.857,113
625,2021/2/10,OKC,LAL,L 113-114 (OT),265,47,100,0.47,40,69,0.58,7,31,0.226,12,14,0.857,113,42,89,0.472,32,54,0.593,10,35,0.286,20,24,0.833,114
626,2021/2/10,CHO,MEM,L 114-130,240,45,82,0.549,31,53,0.585,14,29,0.483,10,12,0.833,114,47,94,0.5,24,45,0.533,23,49,0.469,13,18,0.722,130
627,2021/2/10,MEM,CHO,W 130-114,240,47,94,0.5,24,45,0.533,23,49,0.469,13,18,0.722,130,45,82,0.549,31,53,0.585,14,29,0.483,10,12,0.833,114
628,2021/2/10,LAC,MIN,W 119-112,240,41,82,0.5,29,59,0.492,12,23,0.522,25,29,0.862,119,41,95,0.432,26,54,0.481,15,41,0.366,15,19,0.789,112
629,2021/2/10,MIN,LAC,L 112-119,240,41,95,0.432,26,54,0.481,15,41,0.366,15,19,0.789,112,41,82,0.5,29,59,0.492,12,23,0.522,25,29,0.862,119
630,2021/2/10,MIL,PHO,L 124-125,240,43,85,0.506,27,48,0.563,16,37,0.432,22,30,0.733,124,46,87,0.529,31,56,0.554,15,31,0.484,18,25,0.72,125
631,2021/2/10,PHO,MIL,W 125-124,240,46,87,0.529,31,56,0.554,15,31,0.484,18,25,0.72,125,43,85,0.506,27,48,0.563,16,37,0.432,22,30,0.733,124
632,2021/2/10,TOR,WAS,W 137-115,240,49,93,0.527,30,61,0.492,19,32,0.594,20,23,0.87,137,42,93,0.452,30,52,0.577,12,41,0.293,19,23,0.826,115
633,2021/2/10,WAS,TOR,L 115-137,240,42,93,0.452,30,52,0.577,12,41,0.293,19,23,0.826,115,49,93,0.527,30,61,0.492,19,32,0.594,20,23,0.87,137
634,2021/2/9,BRK,DET,L 111-122,240,43,86,0.5,32,56,0.571,11,30,0.367,14,16,0.875,111,47,84,0.56,34,55,0.618,13,29,0.448,15,21,0.714,122
635,2021/2/9,DET,BRK,W 122-111,240,47,84,0.56,34,55,0.618,13,29,0.448,15,21,0.714,122,43,86,0.5,32,56,0.571,11,30,0.367,14,16,0.875,111
636,2021/2/9,MIA,NYK,W 98-96,240,26,70,0.371,12,37,0.324,14,33,0.424,32,39,0.821,98,37,87,0.425,27,59,0.458,10,28,0.357,12,16,0.75,96
637,2021/2/9,NYK,MIA,L 96-98,240,37,87,0.425,27,59,0.458,10,28,0.357,12,16,0.75,96,26,70,0.371,12,37,0.324,14,33,0.424,32,39,0.821,98
638,2021/2/9,HOU,NOP,L 101-130,240,38,91,0.418,25,48,0.521,13,43,0.302,12,21,0.571,101,47,92,0.511,35,61,0.574,12,31,0.387,24,28,0.857,130
639,2021/2/9,NOP,HOU,W 130-101,240,47,92,0.511,35,61,0.574,12,31,0.387,24,28,0.857,130,38,91,0.418,25,48,0.521,13,43,0.302,12,21,0.571,101
640,2021/2/9,ORL,POR,L 97-106,240,37,88,0.42,26,53,0.491,11,35,0.314,12,22,0.545,97,35,90,0.389,17,44,0.386,18,46,0.391,18,19,0.947,106
641,2021/2/9,POR,ORL,W 106-97,240,35,90,0.389,17,44,0.386,18,46,0.391,18,19,0.947,106,37,88,0.42,26,53,0.491,11,35,0.314,12,22,0.545,97
