,Date,Tm,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1306,2020/12/26,PHO,SAC,L 103-106,240,41,98,0.418,30,54,0.556,11,44,0.25,10,13,0.769,103,39,86,0.453,34,63,0.54,5,23,0.217,23,33,0.697,106
1307,2020/12/26,SAC,PHO,W 106-103,240,39,86,0.453,34,63,0.54,5,23,0.217,23,33,0.697,106,41,98,0.418,30,54,0.556,11,44,0.25,10,13,0.769,103
1308,2020/12/26,SAS,TOR,W 119-114,240,47,100,0.47,33,66,0.5,14,34,0.412,11,16,0.688,119,44,96,0.458,29,55,0.527,15,41,0.366,11,15,0.733,114
1309,2020/12/26,TOR,SAS,L 114-119,240,44,96,0.458,29,55,0.527,15,41,0.366,11,15,0.733,114,47,100,0.47,33,66,0.5,14,34,0.412,11,16,0.688,119
1310,2020/12/26,MIN,UTA,W 116-111,240,45,101,0.446,32,72,0.444,13,29,0.448,13,18,0.722,116,36,94,0.383,26,60,0.433,10,34,0.294,29,37,0.784,111
1311,2020/12/26,UTA,MIN,L 111-116,240,36,94,0.383,26,60,0.433,10,34,0.294,29,37,0.784,111,45,101,0.446,32,72,0.444,13,29,0.448,13,18,0.722,116
1312,2020/12/26,ORL,WAS,W 130-120,240,48,95,0.505,37,64,0.578,11,31,0.355,23,29,0.793,130,46,95,0.484,33,58,0.569,13,37,0.351,15,28,0.536,120
1313,2020/12/26,WAS,ORL,L 120-130,240,46,95,0.484,33,58,0.569,13,37,0.351,15,28,0.536,120,48,95,0.505,37,64,0.578,11,31,0.355,23,29,0.793,130
1314,2020/12/25,BOS,BRK,L 95-123,240,37,98,0.378,29,71,0.408,8,27,0.296,13,19,0.684,95,41,76,0.539,26,47,0.553,15,29,0.517,26,31,0.839,123
1315,2020/12/25,BRK,BOS,W 123-95,240,41,76,0.539,26,47,0.553,15,29,0.517,26,31,0.839,123,37,98,0.378,29,71,0.408,8,27,0.296,13,19,0.684,95
1316,2020/12/25,DEN,LAC,L 108-121,240,37,81,0.457,26,45,0.578,11,36,0.306,23,31,0.742,108,41,74,0.554,22,36,0.611,19,38,0.5,20,24,0.833,121
1317,2020/12/25,LAC,DEN,W 121-108,240,41,74,0.554,22,36,0.611,19,38,0.5,20,24,0.833,121,37,81,0.457,26,45,0.578,11,36,0.306,23,31,0.742,108
1318,2020/12/25,DAL,LAL,L 115-138,240,41,83,0.494,28,51,0.549,13,32,0.406,20,26,0.769,115,51,91,0.56,32,52,0.615,19,39,0.487,17,24,0.708,138
1319,2020/12/25,LAL,DAL,W 138-115,240,51,91,0.56,32,52,0.615,19,39,0.487,17,24,0.708,138,41,83,0.494,28,51,0.549,13,32,0.406,20,26,0.769,115
1320,2020/12/25,MIA,NOP,W 111-98,240,38,75,0.507,22,38,0.579,16,37,0.432,19,23,0.826,111,31,78,0.397,21,43,0.488,10,35,0.286,26,33,0.788,98
1321,2020/12/25,NOP,MIA,L 98-111,240,31,78,0.397,21,43,0.488,10,35,0.286,26,33,0.788,98,38,75,0.507,22,38,0.579,16,37,0.432,19,23,0.826,111
1322,2020/12/25,GSW,MIL,L 99-138,240,34,99,0.343,24,54,0.444,10,45,0.222,21,25,0.84,99,50,90,0.556,30,54,0.556,20,36,0.556,18,26,0.692,138
1323,2020/12/25,MIL,GSW,W 138-99,240,50,90,0.556,30,54,0.556,20,36,0.556,18,26,0.692,138,34,99,0.343,24,54,0.444,10,45,0.222,21,25,0.84,99
1324,2020/12/23,BOS,MIL,W 122-121,240,48,101,0.475,30,61,0.492,18,40,0.45,8,11,0.727,122,46,90,0.511,32,55,0.582,14,35,0.4,15,18,0.833,121
1325,2020/12/23,MIL,BOS,L 121-122,240,46,90,0.511,32,55,0.582,14,35,0.4,15,18,0.833,121,48,101,0.475,30,61,0.492,18,40,0.45,8,11,0.727,122
1326,2020/12/23,ATL,CHI,W 124-104,240,43,80,0.538,29,45,0.644,14,35,0.4,24,29,0.828,124,36,87,0.414,28,52,0.538,8,35,0.229,24,28,0.857,104
1327,2020/12/23,CHI,ATL,L 104-124,240,36,87,0.414,28,52,0.538,8,35,0.229,24,28,0.857,104,43,80,0.538,29,45,0.644,14,35,0.4,24,29,0.828,124
1328,2020/12/23,CHO,CLE,L 114-121,240,45,90,0.5,29,46,0.63,16,44,0.364,8,15,0.533,114,46,87,0.529,32,57,0.561,14,30,0.467,15,20,0.75,121
1329,2020/12/23,CLE,CHO,W 121-114,240,46,87,0.529,32,57,0.561,14,30,0.467,15,20,0.75,121,45,90,0.5,29,46,0.63,16,44,0.364,8,15,0.533,114
1330,2020/12/23,DEN,SAC,L 122-124 (OT),265,47,98,0.48,39,69,0.565,8,29,0.276,20,24,0.833,122,45,102,0.441,35,71,0.493,10,31,0.323,24,31,0.774,124
1331,2020/12/23,SAC,DEN,W 124-122 (OT),265,45,102,0.441,35,71,0.493,10,31,0.323,24,31,0.774,124,47,98,0.48,39,69,0.565,8,29,0.276,20,24,0.833,122
1332,2020/12/23,IND,NYK,W 121-107,240,46,94,0.489,38,60,0.633,8,34,0.235,21,29,0.724,121,39,85,0.459,27,57,0.474,12,28,0.429,17,23,0.739,107
1333,2020/12/23,NYK,IND,L 107-121,240,39,85,0.459,27,57,0.474,12,28,0.429,17,23,0.739,107,46,94,0.489,38,60,0.633,8,34,0.235,21,29,0.724,121
1334,2020/12/23,MEM,SAS,L 119-131,240,49,95,0.516,39,68,0.574,10,27,0.37,11,18,0.611,119,48,95,0.505,38,70,0.543,10,25,0.4,25,29,0.862,131
1335,2020/12/23,SAS,MEM,W 131-119,240,48,95,0.505,38,70,0.543,10,25,0.4,25,29,0.862,131,49,95,0.516,39,68,0.574,10,27,0.37,11,18,0.611,119
1336,2020/12/23,DET,MIN,L 101-111,240,45,93,0.484,37,58,0.638,8,35,0.229,3,8,0.375,101,38,88,0.432,27,47,0.574,11,41,0.268,24,28,0.857,111
1337,2020/12/23,MIN,DET,W 111-101,240,38,88,0.432,27,47,0.574,11,41,0.268,24,28,0.857,111,45,93,0.484,37,58,0.638,8,35,0.229,3,8,0.375,101
1338,2020/12/23,MIA,ORL,L 107-113,240,42,83,0.506,35,63,0.556,7,20,0.35,16,19,0.842,107,42,88,0.477,32,60,0.533,10,28,0.357,19,30,0.633,113
1339,2020/12/23,ORL,MIA,W 113-107,240,42,88,0.477,32,60,0.533,10,28,0.357,19,30,0.633,113,42,83,0.506,35,63,0.556,7,20,0.35,16,19,0.842,107
1340,2020/12/23,PHI,WAS,W 113-107,240,41,87,0.471,33,59,0.559,8,28,0.286,23,30,0.767,113,39,85,0.459,26,58,0.448,13,27,0.481,16,23,0.696,107
1341,2020/12/23,WAS,PHI,L 107-113,240,39,85,0.459,26,58,0.448,13,27,0.481,16,23,0.696,107,41,87,0.471,33,59,0.559,8,28,0.286,23,30,0.767,113
1342,2020/12/23,DAL,PHO,L 102-106,240,36,85,0.424,27,48,0.563,9,37,0.243,21,26,0.808,102,38,79,0.481,27,49,0.551,11,30,0.367,19,27,0.704,106
1343,2020/12/23,PHO,DAL,W 106-102,240,38,79,0.481,27,49,0.551,11,30,0.367,19,27,0.704,106,36,85,0.424,27,48,0.563,9,37,0.243,21,26,0.808,102
1344,2020/12/23,POR,UTA,L 100-120,240,37,92,0.402,25,59,0.424,12,33,0.364,14,17,0.824,100,43,94,0.457,24,44,0.545,19,50,0.38,15,19,0.789,120
1345,2020/12/23,UTA,POR,W 120-100,240,43,94,0.457,24,44,0.545,19,50,0.38,15,19,0.789,120,37,92,0.402,25,59,0.424,12,33,0.364,14,17,0.824,100
1346,2020/12/23,NOP,TOR,W 113-99,240,42,80,0.525,23,38,0.605,19,42,0.452,10,20,0.5,113,38,89,0.427,24,43,0.558,14,46,0.304,9,12,0.75,99
1347,2020/12/23,TOR,NOP,L 99-113,240,38,89,0.427,24,43,0.558,14,46,0.304,9,12,0.75,99,42,80,0.525,23,38,0.605,19,42,0.452,10,20,0.5,113
1348,2020/12/22,BRK,GSW,W 125-99,240,42,92,0.457,27,57,0.474,15,35,0.429,26,32,0.813,125,37,99,0.374,27,66,0.409,10,33,0.303,15,23,0.652,99
1349,2020/12/22,GSW,BRK,L 99-125,240,37,99,0.374,27,66,0.409,10,33,0.303,15,23,0.652,99,42,92,0.457,27,57,0.474,15,35,0.429,26,32,0.813,125
1350,2020/12/22,LAC,LAL,W 116-109,240,44,93,0.473,30,53,0.566,14,40,0.35,14,19,0.737,116,38,81,0.469,29,52,0.558,9,29,0.31,24,31,0.774,109
1351,2020/12/22,LAL,LAC,L 109-116,240,38,81,0.469,29,52,0.558,9,29,0.31,24,31,0.774,109,44,93,0.473,30,53,0.566,14,40,0.35,14,19,0.737,116
1352,2020/8/14,HOU,PHI,L 96-134,240,35,80,0.438,23,32,0.719,12,48,0.25,14,16,0.875,96,49,87,0.563,31,49,0.633,18,38,0.474,18,22,0.818,134
1353,2020/8/14,PHI,HOU,W 134-96,240,49,87,0.563,31,49,0.633,18,38,0.474,18,22,0.818,134,35,80,0.438,23,32,0.719,12,48,0.25,14,16,0.875,96
1354,2020/8/14,IND,MIA,W 109-92,240,43,89,0.483,28,51,0.549,15,38,0.395,8,11,0.727,109,31,87,0.356,21,49,0.429,10,38,0.263,20,27,0.741,92
1355,2020/8/14,MIA,IND,L 92-109,240,31,87,0.356,21,49,0.429,10,38,0.263,20,27,0.741,92,43,89,0.483,28,51,0.549,15,38,0.395,8,11,0.727,109
1356,2020/8/14,LAC,OKC,W 107-103 (OT),265,34,85,0.4,22,48,0.458,12,37,0.324,27,39,0.692,107,38,106,0.358,24,62,0.387,14,44,0.318,13,22,0.591,103
1357,2020/8/14,OKC,LAC,L 103-107 (OT),265,38,106,0.358,24,62,0.387,14,44,0.318,13,22,0.591,103,34,85,0.4,22,48,0.458,12,37,0.324,27,39,0.692,107
1358,2020/8/14,DEN,TOR,L 109-117,240,36,87,0.414,20,49,0.408,16,38,0.421,21,23,0.913,109,45,90,0.5,27,55,0.491,18,35,0.514,9,14,0.643,117
1359,2020/8/14,TOR,DEN,W 117-109,240,45,90,0.5,27,55,0.491,18,35,0.514,9,14,0.643,117,36,87,0.414,20,49,0.408,16,38,0.421,21,23,0.913,109
1360,2020/8/13,BOS,WAS,L 90-96,240,35,88,0.398,27,53,0.509,8,35,0.229,12,14,0.857,90,34,88,0.386,24,62,0.387,10,26,0.385,18,24,0.75,96
1361,2020/8/13,WAS,BOS,W 96-90,240,34,88,0.386,24,62,0.387,10,26,0.385,18,24,0.75,96,35,88,0.398,27,53,0.509,8,35,0.229,12,14,0.857,90
1362,2020/8/13,BRK,POR,L 133-134,240,53,96,0.552,39,63,0.619,14,33,0.424,13,19,0.684,133,50,104,0.481,37,65,0.569,13,39,0.333,21,24,0.875,134
1363,2020/8/13,POR,BRK,W 134-133,240,50,104,0.481,37,65,0.569,13,39,0.333,21,24,0.875,134,53,96,0.552,39,63,0.619,14,33,0.424,13,19,0.684,133
1364,2020/8/13,LAL,SAC,L 122-136,240,48,98,0.49,33,63,0.524,15,35,0.429,11,15,0.733,122,54,95,0.568,33,48,0.688,21,47,0.447,7,12,0.583,136
1365,2020/8/13,SAC,LAL,W 136-122,240,54,95,0.568,33,48,0.688,21,47,0.447,7,12,0.583,136,48,98,0.49,33,63,0.524,15,35,0.429,11,15,0.733,122
1366,2020/8/13,MEM,MIL,W 119-106,240,45,90,0.5,32,57,0.561,13,33,0.394,16,23,0.696,119,39,98,0.398,26,57,0.456,13,41,0.317,15,23,0.652,106
1367,2020/8/13,MIL,MEM,L 106-119,240,39,98,0.398,26,57,0.456,13,41,0.317,15,23,0.652,106,45,90,0.5,32,57,0.561,13,33,0.394,16,23,0.696,119
1368,2020/8/13,NOP,ORL,L 127-133,240,48,87,0.552,38,53,0.717,10,34,0.294,21,27,0.778,127,48,84,0.571,33,56,0.589,15,28,0.536,22,30,0.733,133
1369,2020/8/13,ORL,NOP,W 133-127,240,48,84,0.571,33,56,0.589,15,28,0.536,22,30,0.733,133,48,87,0.552,38,53,0.717,10,34,0.294,21,27,0.778,127
1370,2020/8/13,DAL,PHO,L 102-128,240,39,89,0.438,31,63,0.492,8,26,0.308,16,19,0.842,102,49,89,0.551,35,55,0.636,14,34,0.412,16,21,0.762,128
1371,2020/8/13,PHO,DAL,W 128-102,240,49,89,0.551,35,55,0.636,14,34,0.412,16,21,0.762,128,39,89,0.438,31,63,0.492,8,26,0.308,16,19,0.842,102
1372,2020/8/13,SAS,UTA,L 112-118,240,39,79,0.494,29,59,0.492,10,20,0.5,24,36,0.667,112,47,101,0.465,32,55,0.582,15,46,0.326,9,10,0.9,118
1373,2020/8/13,UTA,SAS,W 118-112,240,47,101,0.465,32,55,0.582,15,46,0.326,9,10,0.9,118,39,79,0.494,29,59,0.492,10,20,0.5,24,36,0.667,112
1374,2020/8/12,DEN,LAC,L 111-124,240,43,87,0.494,30,52,0.577,13,35,0.371,12,19,0.632,111,46,85,0.541,32,48,0.667,14,37,0.378,18,23,0.783,124
1375,2020/8/12,LAC,DEN,W 124-111,240,46,85,0.541,32,48,0.667,14,37,0.378,18,23,0.783,124,43,87,0.494,30,52,0.577,13,35,0.371,12,19,0.632,111
1376,2020/8/12,HOU,IND,L 104-108,240,32,86,0.372,16,29,0.552,16,57,0.281,24,28,0.857,104,40,100,0.4,29,69,0.42,11,31,0.355,17,22,0.773,108
1377,2020/8/12,IND,HOU,W 108-104,240,40,100,0.4,29,69,0.42,11,31,0.355,17,22,0.773,108,32,86,0.372,16,29,0.552,16,57,0.281,24,28,0.857,104
1378,2020/8/12,MIA,OKC,L 115-116,240,42,86,0.488,28,44,0.636,14,42,0.333,17,20,0.85,115,39,89,0.438,23,47,0.489,16,42,0.381,22,27,0.815,116
1379,2020/8/12,OKC,MIA,W 116-115,240,39,89,0.438,23,47,0.489,16,42,0.381,22,27,0.815,116,42,86,0.488,28,44,0.636,14,42,0.333,17,20,0.85,115
1380,2020/8/12,PHI,TOR,L 121-125,240,39,84,0.464,22,44,0.5,17,40,0.425,26,33,0.788,121,40,90,0.444,22,47,0.468,18,43,0.419,27,40,0.675,125
1381,2020/8/12,TOR,PHI,W 125-121,240,40,90,0.444,22,47,0.468,18,43,0.419,27,40,0.675,125,39,84,0.464,22,44,0.5,17,40,0.425,26,33,0.788,121
1382,2020/8/11,DAL,POR,L 131-134,240,42,81,0.519,22,37,0.595,20,44,0.455,27,33,0.818,131,46,98,0.469,31,60,0.517,15,38,0.395,27,29,0.931,134
1383,2020/8/11,POR,DAL,W 134-131,240,46,98,0.469,31,60,0.517,15,38,0.395,27,29,0.931,134,42,81,0.519,22,37,0.595,20,44,0.455,27,33,0.818,131
1384,2020/8/11,BOS,MEM,W 122-107,240,44,86,0.512,28,49,0.571,16,37,0.432,18,23,0.783,122,35,89,0.393,28,60,0.467,7,29,0.241,30,38,0.789,107
1385,2020/8/11,MEM,BOS,L 107-122,240,35,89,0.393,28,60,0.467,7,29,0.241,30,38,0.789,107,44,86,0.512,28,49,0.571,16,37,0.432,18,23,0.783,122
1386,2020/8/11,BRK,ORL,W 108-96,240,38,89,0.427,25,46,0.543,13,43,0.302,19,24,0.792,108,32,83,0.386,25,60,0.417,7,23,0.304,25,29,0.862,96
1387,2020/8/11,ORL,BRK,L 96-108,240,32,83,0.386,25,60,0.417,7,23,0.304,25,29,0.862,96,38,89,0.427,25,46,0.543,13,43,0.302,19,24,0.792,108
1388,2020/8/11,PHI,PHO,L 117-130,240,46,93,0.495,31,60,0.517,15,33,0.455,10,14,0.714,117,49,89,0.551,37,61,0.607,12,28,0.429,20,21,0.952,130
1389,2020/8/11,PHO,PHI,W 130-117,240,49,89,0.551,37,61,0.607,12,28,0.429,20,21,0.952,130,46,93,0.495,31,60,0.517,15,33,0.455,10,14,0.714,117
1390,2020/8/11,NOP,SAC,L 106-112,240,42,82,0.512,35,58,0.603,7,24,0.292,15,19,0.789,106,43,88,0.489,32,62,0.516,11,26,0.423,15,16,0.938,112
1391,2020/8/11,SAC,NOP,W 112-106,240,43,88,0.489,32,62,0.516,11,26,0.423,15,16,0.938,112,42,82,0.512,35,58,0.603,7,24,0.292,15,19,0.789,106
1392,2020/8/11,HOU,SAS,L 105-123,240,36,89,0.404,22,41,0.537,14,48,0.292,19,21,0.905,105,46,93,0.495,33,61,0.541,13,32,0.406,18,20,0.9,123
1393,2020/8/11,SAS,HOU,W 123-105,240,46,93,0.495,33,61,0.541,13,32,0.406,18,20,0.9,123,36,89,0.404,22,41,0.537,14,48,0.292,19,21,0.905,105
1394,2020/8/11,MIL,WAS,W 126-113,240,44,87,0.506,26,49,0.531,18,38,0.474,20,28,0.714,126,39,95,0.411,27,60,0.45,12,35,0.343,23,30,0.767,113
1395,2020/8/11,WAS,MIL,L 113-126,240,39,95,0.411,27,60,0.45,12,35,0.343,23,30,0.767,113,44,87,0.506,26,49,0.531,18,38,0.474,20,28,0.714,126
1396,2020/8/10,DEN,LAL,L 121-124,240,45,77,0.584,32,54,0.593,13,23,0.565,18,23,0.783,121,44,81,0.543,30,52,0.577,14,29,0.483,22,32,0.688,124
1397,2020/8/10,LAL,DEN,W 124-121,240,44,81,0.543,30,52,0.577,14,29,0.483,22,32,0.688,124,45,77,0.584,32,54,0.593,13,23,0.565,18,23,0.783,121
1398,2020/8/10,IND,MIA,L 92-114,240,33,84,0.393,23,49,0.469,10,35,0.286,16,25,0.64,92,44,98,0.449,31,58,0.534,13,40,0.325,13,19,0.684,114
1399,2020/8/10,MIA,IND,W 114-92,240,44,98,0.449,31,58,0.534,13,40,0.325,13,19,0.684,114,33,84,0.393,23,49,0.469,10,35,0.286,16,25,0.64,92
1400,2020/8/10,MIL,TOR,L 106-114,240,33,84,0.393,19,41,0.463,14,43,0.326,26,35,0.743,106,42,97,0.433,30,57,0.526,12,40,0.3,18,26,0.692,114
1401,2020/8/10,TOR,MIL,W 114-106,240,42,97,0.433,30,57,0.526,12,40,0.3,18,26,0.692,114,33,84,0.393,19,41,0.463,14,43,0.326,26,35,0.743,106
1402,2020/8/10,OKC,PHO,L 101-128,240,35,90,0.389,22,51,0.431,13,39,0.333,18,21,0.857,101,42,89,0.472,25,55,0.455,17,34,0.5,27,29,0.931,128
1403,2020/8/10,PHO,OKC,W 128-101,240,42,89,0.472,25,55,0.455,17,34,0.5,27,29,0.931,128,35,90,0.389,22,51,0.431,13,39,0.333,18,21,0.857,101
1404,2020/8/10,DAL,UTA,W 122-114,240,48,85,0.565,36,61,0.59,12,24,0.5,14,16,0.875,122,39,82,0.476,18,36,0.5,21,46,0.457,15,20,0.75,114
1405,2020/8/10,UTA,DAL,L 114-122,240,39,82,0.476,18,36,0.5,21,46,0.457,15,20,0.75,114,48,85,0.565,36,61,0.59,12,24,0.5,14,16,0.875,122
1406,2020/8/9,BOS,ORL,W 122-119 (OT),265,45,102,0.441,33,62,0.532,12,40,0.3,20,24,0.833,122,41,102,0.402,26,55,0.473,15,47,0.319,22,26,0.846,119
1407,2020/8/9,ORL,BOS,L 119-122 (OT),265,41,102,0.402,26,55,0.473,15,47,0.319,22,26,0.846,119,45,102,0.441,33,62,0.532,12,40,0.3,20,24,0.833,122
1408,2020/8/9,BRK,LAC,W 129-120,240,47,85,0.553,27,42,0.643,20,43,0.465,15,19,0.789,129,45,93,0.484,32,57,0.561,13,36,0.361,17,20,0.85,120
1409,2020/8/9,LAC,BRK,L 120-129,240,45,93,0.484,32,57,0.561,13,36,0.361,17,20,0.85,120,47,85,0.553,27,42,0.643,20,43,0.465,15,19,0.789,129
1410,2020/8/9,NOP,SAS,L 113-122,240,42,96,0.438,30,66,0.455,12,30,0.4,17,22,0.773,113,40,89,0.449,29,61,0.475,11,28,0.393,31,32,0.969,122
1411,2020/8/9,SAS,NOP,W 122-113,240,40,89,0.449,29,61,0.475,11,28,0.393,31,32,0.969,122,42,96,0.438,30,66,0.455,12,30,0.4,17,22,0.773,113
1412,2020/8/9,OKC,WAS,W 121-103,240,43,84,0.512,25,45,0.556,18,39,0.462,17,22,0.773,121,38,92,0.413,29,56,0.518,9,36,0.25,18,22,0.818,103
1413,2020/8/9,WAS,OKC,L 103-121,240,38,92,0.413,29,56,0.518,9,36,0.25,18,22,0.818,103,43,84,0.512,25,45,0.556,18,39,0.462,17,22,0.773,121
1414,2020/8/9,PHI,POR,L 121-124,240,47,97,0.485,33,67,0.493,14,30,0.467,13,17,0.765,121,43,91,0.473,32,56,0.571,11,35,0.314,27,29,0.931,124
1415,2020/8/9,POR,PHI,W 124-121,240,43,91,0.473,32,56,0.571,11,35,0.314,27,29,0.931,124,47,97,0.485,33,67,0.493,14,30,0.467,13,17,0.765,121
1416,2020/8/9,HOU,SAC,W 129-112,240,43,91,0.473,25,34,0.735,18,57,0.316,25,30,0.833,129,41,87,0.471,31,50,0.62,10,37,0.27,20,23,0.87,112
1417,2020/8/9,SAC,HOU,L 112-129,240,41,87,0.471,31,50,0.62,10,37,0.27,20,23,0.87,112,43,91,0.473,25,34,0.735,18,57,0.316,25,30,0.833,129
1418,2020/8/9,MEM,TOR,L 99-108,240,37,91,0.407,23,49,0.469,14,42,0.333,11,16,0.688,99,34,71,0.479,19,32,0.594,15,39,0.385,25,33,0.758,108
1419,2020/8/9,TOR,MEM,W 108-99,240,34,71,0.479,19,32,0.594,15,39,0.385,25,33,0.758,108,37,91,0.407,23,49,0.469,14,42,0.333,11,16,0.688,99
1420,2020/8/8,DAL,MIL,W 136-132 (OT),265,48,115,0.417,31,62,0.5,17,53,0.321,23,25,0.92,136,47,99,0.475,32,55,0.582,15,44,0.341,23,34,0.676,132
1421,2020/8/8,MIL,DAL,L 132-136 (OT),265,47,99,0.475,32,55,0.582,15,44,0.341,23,34,0.676,132,48,115,0.417,31,62,0.5,17,53,0.321,23,25,0.92,136
1422,2020/8/8,DEN,UTA,W 134-132 (2OT),290,51,108,0.472,42,71,0.592,9,37,0.243,23,30,0.767,134,47,105,0.448,25,50,0.5,22,55,0.4,16,22,0.727,132
1423,2020/8/8,UTA,DEN,L 132-134 (2OT),290,47,105,0.448,25,50,0.5,22,55,0.4,16,22,0.727,132,51,108,0.472,42,71,0.592,9,37,0.243,23,30,0.767,134
1424,2020/8/8,IND,LAL,W 116-111,240,44,84,0.524,29,51,0.569,15,33,0.455,13,14,0.929,116,42,100,0.42,29,61,0.475,13,39,0.333,14,19,0.737,111
1425,2020/8/8,LAL,IND,L 111-116,240,42,100,0.42,29,61,0.475,13,39,0.333,14,19,0.737,111,44,84,0.524,29,51,0.569,15,33,0.455,13,14,0.929,116
1426,2020/8/8,MIA,PHO,L 112-119,240,41,84,0.488,30,48,0.625,11,36,0.306,19,22,0.864,112,44,92,0.478,32,60,0.533,12,32,0.375,19,20,0.95,119
1427,2020/8/8,PHO,MIA,W 119-112,240,44,92,0.478,32,60,0.533,12,32,0.375,19,20,0.95,119,41,84,0.488,30,48,0.625,11,36,0.306,19,22,0.864,112
1428,2020/8/8,LAC,POR,W 122-117,240,42,85,0.494,27,51,0.529,15,34,0.441,23,28,0.821,122,44,90,0.489,27,47,0.574,17,43,0.395,12,17,0.706,117
1429,2020/8/8,POR,LAC,L 117-122,240,44,90,0.489,27,47,0.574,17,43,0.395,12,17,0.706,117,42,85,0.494,27,51,0.529,15,34,0.441,23,28,0.821,122
1430,2020/8/7,BRK,SAC,W 119-106,240,42,86,0.488,25,46,0.543,17,40,0.425,18,28,0.643,119,38,89,0.427,26,49,0.531,12,40,0.3,18,24,0.75,106
1431,2020/8/7,SAC,BRK,L 106-119,240,38,89,0.427,26,49,0.531,12,40,0.3,18,24,0.75,106,42,86,0.488,25,46,0.543,17,40,0.425,18,28,0.643,119
1432,2020/8/7,MEM,OKC,W 121-92,240,46,83,0.554,35,52,0.673,11,31,0.355,18,20,0.9,121,34,97,0.351,21,54,0.389,13,43,0.302,11,15,0.733,92
1433,2020/8/7,OKC,MEM,L 92-121,240,34,97,0.351,21,54,0.389,13,43,0.302,11,15,0.733,92,46,83,0.554,35,52,0.673,11,31,0.355,18,20,0.9,121
1434,2020/8/7,NOP,WAS,W 118-107,240,42,88,0.477,30,53,0.566,12,35,0.343,22,26,0.846,118,38,90,0.422,28,63,0.444,10,27,0.37,21,23,0.913,107
1435,2020/8/7,WAS,NOP,L 107-118,240,38,90,0.422,28,63,0.444,10,27,0.37,21,23,0.913,107,42,88,0.477,30,53,0.566,12,35,0.343,22,26,0.846,118
1436,2020/8/7,ORL,PHI,L 101-108,240,37,88,0.42,29,56,0.518,8,32,0.25,19,25,0.76,101,38,93,0.409,30,64,0.469,8,29,0.276,24,33,0.727,108
1437,2020/8/7,PHI,ORL,W 108-101,240,38,93,0.409,30,64,0.469,8,29,0.276,24,33,0.727,108,37,88,0.42,29,56,0.518,8,32,0.25,19,25,0.76,101
1438,2020/8/7,SAS,UTA,W 119-111,240,45,89,0.506,36,67,0.537,9,22,0.409,20,26,0.769,119,38,91,0.418,22,54,0.407,16,37,0.432,19,24,0.792,111
1439,2020/8/7,UTA,SAS,L 111-119,240,38,91,0.418,22,54,0.407,16,37,0.432,19,24,0.792,111,45,89,0.506,36,67,0.537,9,22,0.409,20,26,0.769,119
1440,2020/8/7,BOS,TOR,W 122-100,240,47,96,0.49,31,50,0.62,16,46,0.348,12,16,0.75,122,38,89,0.427,28,51,0.549,10,38,0.263,14,17,0.824,100
1441,2020/8/7,TOR,BOS,L 100-122,240,38,89,0.427,28,51,0.549,10,38,0.263,14,17,0.824,100,47,96,0.49,31,50,0.62,16,46,0.348,12,16,0.75,122
1442,2020/8/6,DAL,LAC,L 111-126,240,39,87,0.448,22,39,0.564,17,48,0.354,16,21,0.762,111,50,92,0.543,36,61,0.59,14,31,0.452,12,15,0.8,126
1443,2020/8/6,LAC,DAL,W 126-111,240,50,92,0.543,36,61,0.59,14,31,0.452,12,15,0.8,126,39,87,0.448,22,39,0.564,17,48,0.354,16,21,0.762,111
1444,2020/8/6,DEN,POR,L 115-125,240,44,84,0.524,30,56,0.536,14,28,0.5,13,17,0.765,115,43,92,0.467,20,53,0.377,23,39,0.59,16,20,0.8,125
1445,2020/8/6,POR,DEN,W 125-115,240,43,92,0.467,20,53,0.377,23,39,0.59,16,20,0.8,125,44,84,0.524,30,56,0.536,14,28,0.5,13,17,0.765,115
1446,2020/8/6,HOU,LAL,W 113-97,240,36,84,0.429,15,27,0.556,21,57,0.368,20,23,0.87,113,35,77,0.455,33,58,0.569,2,19,0.105,25,36,0.694,97
1447,2020/8/6,LAL,HOU,L 97-113,240,35,77,0.455,33,58,0.569,2,19,0.105,25,36,0.694,97,36,84,0.429,15,27,0.556,21,57,0.368,20,23,0.87,113
1448,2020/8/6,MIA,MIL,L 116-130,240,35,83,0.422,14,37,0.378,21,46,0.457,25,27,0.926,116,41,78,0.526,26,41,0.634,15,37,0.405,33,38,0.868,130
1449,2020/8/6,MIL,MIA,W 130-116,240,41,78,0.526,26,41,0.634,15,37,0.405,33,38,0.868,130,35,83,0.422,14,37,0.378,21,46,0.457,25,27,0.926,116
1450,2020/8/6,IND,PHO,L 99-114,240,37,85,0.435,27,56,0.482,10,29,0.345,15,19,0.789,99,43,92,0.467,34,58,0.586,9,34,0.265,19,20,0.95,114
1451,2020/8/6,PHO,IND,W 114-99,240,43,92,0.467,34,58,0.586,9,34,0.265,19,20,0.95,114,37,85,0.435,27,56,0.482,10,29,0.345,15,19,0.789,99
1452,2020/8/6,NOP,SAC,L 125-140,240,47,82,0.573,33,48,0.688,14,34,0.412,17,23,0.739,125,50,93,0.538,34,60,0.567,16,33,0.485,24,33,0.727,140
