Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2547,2019/12/26,MEM,@,OKC,W 110-97,240,46,84,0.548,36,59,0.61,10,25,0.4,8,11,0.727,110,38,92,0.413,28,57,0.491,10,35,0.286,11,13,0.846,97
2548,2019/12/26,OKC,,MEM,L 97-110,240,38,92,0.413,28,57,0.491,10,35,0.286,11,13,0.846,97,46,84,0.548,36,59,0.61,10,25,0.4,8,11,0.727,110
2549,2019/12/26,MIN,@,SAC,W 105-104 (2OT),290,36,104,0.346,26,58,0.448,10,46,0.217,23,29,0.793,105,37,107,0.346,28,68,0.412,9,39,0.231,21,25,0.84,104
2550,2019/12/26,SAC,,MIN,L 104-105 (2OT),290,37,107,0.346,28,68,0.412,9,39,0.231,21,25,0.84,104,36,104,0.346,26,58,0.448,10,46,0.217,23,29,0.793,105
2551,2019/12/26,POR,@,UTA,L 115-121,240,43,89,0.483,28,55,0.509,15,34,0.441,14,19,0.737,115,46,81,0.568,32,45,0.711,14,36,0.389,15,22,0.682,121
2552,2019/12/26,UTA,,POR,W 121-115,240,46,81,0.568,32,45,0.711,14,36,0.389,15,22,0.682,121,43,89,0.483,28,55,0.509,15,34,0.441,14,19,0.737,115
2553,2019/12/25,DEN,,NOP,L 100-112,240,37,92,0.402,25,55,0.455,12,37,0.324,14,18,0.778,100,41,90,0.456,23,47,0.489,18,43,0.419,12,12,1,112
2554,2019/12/25,NOP,@,DEN,W 112-100,240,41,90,0.456,23,47,0.489,18,43,0.419,12,12,1,112,37,92,0.402,25,55,0.455,12,37,0.324,14,18,0.778,100
2555,2019/12/25,GSW,,HOU,W 116-104,240,41,87,0.471,32,59,0.542,9,28,0.321,25,28,0.893,116,37,100,0.37,21,49,0.429,16,51,0.314,14,16,0.875,104
2556,2019/12/25,HOU,@,GSW,L 104-116,240,37,100,0.37,21,49,0.429,16,51,0.314,14,16,0.875,104,41,87,0.471,32,59,0.542,9,28,0.321,25,28,0.893,116
2557,2019/12/25,LAC,@,LAL,W 111-106,240,39,85,0.459,30,60,0.5,9,25,0.36,24,32,0.75,111,39,96,0.406,27,51,0.529,12,45,0.267,16,21,0.762,106
2558,2019/12/25,LAL,,LAC,L 106-111,240,39,96,0.406,27,51,0.529,12,45,0.267,16,21,0.762,106,39,85,0.459,30,60,0.5,9,25,0.36,24,32,0.75,111
2559,2019/12/25,MIL,@,PHI,L 109-121,240,45,95,0.474,32,62,0.516,13,33,0.394,6,8,0.75,109,44,101,0.436,23,57,0.404,21,44,0.477,12,15,0.8,121
2560,2019/12/25,PHI,,MIL,W 121-109,240,44,101,0.436,23,57,0.404,21,44,0.477,12,15,0.8,121,45,95,0.474,32,62,0.516,13,33,0.394,6,8,0.75,109
2561,2019/12/25,BOS,@,TOR,W 118-102,240,46,92,0.5,32,59,0.542,14,33,0.424,12,14,0.857,118,38,80,0.475,30,57,0.526,8,23,0.348,18,22,0.818,102
2562,2019/12/25,TOR,,BOS,L 102-118,240,38,80,0.475,30,57,0.526,8,23,0.348,18,22,0.818,102,46,92,0.5,32,59,0.542,14,33,0.424,12,14,0.857,118
2563,2019/12/23,ATL,@,CLE,L 118-121,240,45,95,0.474,30,53,0.566,15,42,0.357,13,17,0.765,118,50,96,0.521,39,67,0.582,11,29,0.379,10,12,0.833,121
2564,2019/12/23,CLE,,ATL,W 121-118,240,50,96,0.521,39,67,0.582,11,29,0.379,10,12,0.833,121,45,95,0.474,30,53,0.566,15,42,0.357,13,17,0.765,118
2565,2019/12/23,DET,,PHI,L 109-125,240,43,84,0.512,33,54,0.611,10,30,0.333,13,18,0.722,109,52,95,0.547,40,65,0.615,12,30,0.4,9,11,0.818,125
2566,2019/12/23,PHI,@,DET,W 125-109,240,52,95,0.547,40,65,0.615,12,30,0.4,9,11,0.818,125,43,84,0.512,33,54,0.611,10,30,0.333,13,18,0.722,109
2567,2019/12/23,GSW,,MIN,W 113-104,240,38,87,0.437,26,57,0.456,12,30,0.4,25,30,0.833,113,35,87,0.402,24,53,0.453,11,34,0.324,23,29,0.793,104
2568,2019/12/23,MIN,@,GSW,L 104-113,240,35,87,0.402,24,53,0.453,11,34,0.324,23,29,0.793,104,38,87,0.437,26,57,0.456,12,30,0.4,25,30,0.833,113
2569,2019/12/23,IND,,TOR,W 120-115 (OT),265,45,95,0.474,27,53,0.509,18,42,0.429,12,20,0.6,120,43,94,0.457,32,54,0.593,11,40,0.275,18,24,0.75,115
2570,2019/12/23,TOR,@,IND,L 115-120 (OT),265,43,94,0.457,32,54,0.593,11,40,0.275,18,24,0.75,115,45,95,0.474,27,53,0.509,18,42,0.429,12,20,0.6,120
2571,2019/12/23,MEM,,SAS,L 115-145,240,45,96,0.469,30,59,0.508,15,37,0.405,10,16,0.625,115,60,89,0.674,45,65,0.692,15,24,0.625,10,14,0.714,145
2572,2019/12/23,SAS,@,MEM,W 145-115,240,60,89,0.674,45,65,0.692,15,24,0.625,10,14,0.714,145,45,96,0.469,30,59,0.508,15,37,0.405,10,16,0.625,115
2573,2019/12/23,MIA,,UTA,W 107-104,240,37,90,0.411,28,65,0.431,9,25,0.36,24,27,0.889,107,39,90,0.433,27,54,0.5,12,36,0.333,14,18,0.778,104
2574,2019/12/23,UTA,@,MIA,L 104-107,240,39,90,0.433,27,54,0.5,12,36,0.333,14,18,0.778,104,37,90,0.411,28,65,0.431,9,25,0.36,24,27,0.889,107
2575,2019/12/23,NYK,,WAS,L 115-121,240,44,93,0.473,29,57,0.509,15,36,0.417,12,15,0.8,115,47,100,0.47,37,70,0.529,10,30,0.333,17,30,0.567,121
2576,2019/12/23,WAS,@,NYK,W 121-115,240,47,100,0.47,37,70,0.529,10,30,0.333,17,30,0.567,121,44,93,0.473,29,57,0.509,15,36,0.417,12,15,0.8,115
2577,2019/12/23,CHI,@,ORL,L 95-103,240,35,88,0.398,22,51,0.431,13,37,0.351,12,15,0.8,95,39,81,0.481,29,55,0.527,10,26,0.385,15,23,0.652,103
2578,2019/12/23,ORL,,CHI,W 103-95,240,39,81,0.481,29,55,0.527,10,26,0.385,15,23,0.652,103,35,88,0.398,22,51,0.431,13,37,0.351,12,15,0.8,95
2579,2019/12/23,DEN,@,PHO,W 113-111,240,43,78,0.551,28,50,0.56,15,28,0.536,12,15,0.8,113,42,87,0.483,29,50,0.58,13,37,0.351,14,18,0.778,111
2580,2019/12/23,PHO,,DEN,L 111-113,240,42,87,0.483,29,50,0.58,13,37,0.351,14,18,0.778,111,43,78,0.551,28,50,0.56,15,28,0.536,12,15,0.8,113
2581,2019/12/23,NOP,@,POR,W 102-94,240,38,93,0.409,23,58,0.397,15,35,0.429,11,16,0.688,102,37,91,0.407,33,62,0.532,4,29,0.138,16,18,0.889,94
2582,2019/12/23,POR,,NOP,L 94-102,240,37,91,0.407,33,62,0.532,4,29,0.138,16,18,0.889,94,38,93,0.409,23,58,0.397,15,35,0.429,11,16,0.688,102
2583,2019/12/23,HOU,@,SAC,W 113-104,240,39,87,0.448,24,48,0.5,15,39,0.385,20,23,0.87,113,41,87,0.471,34,57,0.596,7,30,0.233,15,23,0.652,104
2584,2019/12/23,SAC,,HOU,L 104-113,240,41,87,0.471,34,57,0.596,7,30,0.233,15,23,0.652,104,39,87,0.448,24,48,0.5,15,39,0.385,20,23,0.87,113
2585,2019/12/22,BOS,,CHO,W 119-93,240,46,88,0.523,32,56,0.571,14,32,0.438,13,16,0.813,119,33,82,0.402,23,48,0.479,10,34,0.294,17,23,0.739,93
2586,2019/12/22,CHO,@,BOS,L 93-119,240,33,82,0.402,23,48,0.479,10,34,0.294,17,23,0.739,93,46,88,0.523,32,56,0.571,14,32,0.438,13,16,0.813,119
2587,2019/12/22,DEN,@,LAL,W 128-104,240,45,92,0.489,34,60,0.567,11,32,0.344,27,30,0.9,128,39,83,0.47,29,54,0.537,10,29,0.345,16,22,0.727,104
2588,2019/12/22,LAL,,DEN,L 104-128,240,39,83,0.47,29,54,0.537,10,29,0.345,16,22,0.727,104,45,92,0.489,34,60,0.567,11,32,0.344,27,30,0.9,128
2589,2019/12/22,IND,@,MIL,L 89-117,240,37,100,0.37,25,60,0.417,12,40,0.3,3,5,0.6,89,44,104,0.423,29,60,0.483,15,44,0.341,14,17,0.824,117
2590,2019/12/22,MIL,,IND,W 117-89,240,44,104,0.423,29,60,0.483,15,44,0.341,14,17,0.824,117,37,100,0.37,25,60,0.417,12,40,0.3,3,5,0.6,89
2591,2019/12/22,LAC,@,OKC,L 112-118,240,40,86,0.465,29,59,0.492,11,27,0.407,21,24,0.875,112,46,97,0.474,37,70,0.529,9,27,0.333,17,20,0.85,118
2592,2019/12/22,OKC,,LAC,W 118-112,240,46,97,0.474,37,70,0.529,9,27,0.333,17,20,0.85,118,40,86,0.465,29,59,0.492,11,27,0.407,21,24,0.875,112
2593,2019/12/22,DAL,@,TOR,L 107-110,240,35,90,0.389,20,44,0.455,15,46,0.326,22,27,0.815,107,37,94,0.394,27,60,0.45,10,34,0.294,26,31,0.839,110
2594,2019/12/22,TOR,,DAL,W 110-107,240,37,94,0.394,27,60,0.45,10,34,0.294,26,31,0.839,110,35,90,0.389,20,44,0.455,15,46,0.326,22,27,0.815,107
2595,2019/12/21,ATL,@,BRK,L 112-122,240,39,105,0.371,28,57,0.491,11,48,0.229,23,27,0.852,112,46,100,0.46,35,70,0.5,11,30,0.367,19,28,0.679,122
2596,2019/12/21,BRK,,ATL,W 122-112,240,46,100,0.46,35,70,0.5,11,30,0.367,19,28,0.679,122,39,105,0.371,28,57,0.491,11,48,0.229,23,27,0.852,112
2597,2019/12/21,CHO,,UTA,L 107-114,240,39,85,0.459,27,56,0.482,12,29,0.414,17,22,0.773,107,39,75,0.52,22,41,0.537,17,34,0.5,19,20,0.95,114
2598,2019/12/21,UTA,@,CHO,W 114-107,240,39,75,0.52,22,41,0.537,17,34,0.5,19,20,0.95,114,39,85,0.459,27,56,0.482,12,29,0.414,17,22,0.773,107
2599,2019/12/21,CHI,@,DET,W 119-107,240,40,77,0.519,22,42,0.524,18,35,0.514,21,25,0.84,119,40,87,0.46,24,52,0.462,16,35,0.457,11,12,0.917,107
2600,2019/12/21,DET,,CHI,L 107-119,240,40,87,0.46,24,52,0.462,16,35,0.457,11,12,0.917,107,40,77,0.519,22,42,0.524,18,35,0.514,21,25,0.84,119
