Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
18,2021/3/27,WAS,,DET,W 106-92,240,44,91,0.484,35,70,0.5,9,21,0.429,9,9,1,106,33,85,0.388,23,56,0.411,10,29,0.345,16,19,0.842,92
19,2021/3/26,CHO,,MIA,W 110-105,240,39,79,0.494,21,36,0.583,18,43,0.419,14,19,0.737,110,40,87,0.46,25,44,0.568,15,43,0.349,10,20,0.5,105
20,2021/3/26,MIA,@,CHO,L 105-110,240,40,87,0.46,25,44,0.568,15,43,0.349,10,20,0.5,105,39,79,0.494,21,36,0.583,18,43,0.419,14,19,0.737,110
21,2021/3/26,DAL,,IND,L 94-109,240,39,95,0.411,31,60,0.517,8,35,0.229,8,14,0.571,94,38,87,0.437,18,40,0.45,20,47,0.426,13,18,0.722,109
22,2021/3/26,IND,@,DAL,W 109-94,240,38,87,0.437,18,40,0.45,20,47,0.426,13,18,0.722,109,39,95,0.411,31,60,0.517,8,35,0.229,8,14,0.571,94
23,2021/3/26,BRK,@,DET,W 113-111,240,37,84,0.44,24,51,0.471,13,33,0.394,26,34,0.765,113,33,73,0.452,22,42,0.524,11,31,0.355,34,47,0.723,111
24,2021/3/26,DET,,BRK,L 111-113,240,33,73,0.452,22,42,0.524,11,31,0.355,34,47,0.723,111,37,84,0.44,24,51,0.471,13,33,0.394,26,34,0.765,113
25,2021/3/26,ATL,@,GSW,W 124-108,240,46,84,0.548,33,51,0.647,13,33,0.394,19,24,0.792,124,39,78,0.5,27,50,0.54,12,28,0.429,18,26,0.692,108
26,2021/3/26,GSW,,ATL,L 108-124,240,39,78,0.5,27,50,0.54,12,28,0.429,18,26,0.692,108,46,84,0.548,33,51,0.647,13,33,0.394,19,24,0.792,124
27,2021/3/26,CLE,@,LAL,L 86-100,240,31,80,0.388,26,54,0.481,5,26,0.192,19,28,0.679,86,38,78,0.487,32,52,0.615,6,26,0.231,18,25,0.72,100
28,2021/3/26,LAL,,CLE,W 100-86,240,38,78,0.487,32,52,0.615,6,26,0.231,18,25,0.72,100,31,80,0.388,26,54,0.481,5,26,0.192,19,28,0.679,86
29,2021/3/26,BOS,@,MIL,W 122-114,240,43,88,0.489,21,41,0.512,22,47,0.468,14,16,0.875,122,44,99,0.444,25,52,0.481,19,47,0.404,7,11,0.636,114
30,2021/3/26,MIL,,BOS,L 114-122,240,44,99,0.444,25,52,0.481,19,47,0.404,7,11,0.636,114,43,88,0.489,21,41,0.512,22,47,0.468,14,16,0.875,122
31,2021/3/26,HOU,@,MIN,L 101-107,240,37,87,0.425,20,43,0.465,17,44,0.386,10,13,0.769,101,39,103,0.379,29,65,0.446,10,38,0.263,19,24,0.792,107
32,2021/3/26,MIN,,HOU,W 107-101,240,39,103,0.379,29,65,0.446,10,38,0.263,19,24,0.792,107,37,87,0.425,20,43,0.465,17,44,0.386,10,13,0.769,101
33,2021/3/26,DEN,@,NOP,W 113-108,240,47,93,0.505,33,65,0.508,14,28,0.5,5,7,0.714,113,39,78,0.5,27,49,0.551,12,29,0.414,18,20,0.9,108
34,2021/3/26,NOP,,DEN,L 108-113,240,39,78,0.5,27,49,0.551,12,29,0.414,18,20,0.9,108,47,93,0.505,33,65,0.508,14,28,0.5,5,7,0.714,113
35,2021/3/26,ORL,,POR,L 105-112,240,42,95,0.442,30,68,0.441,12,27,0.444,9,17,0.529,105,40,85,0.471,22,45,0.489,18,40,0.45,14,21,0.667,112
36,2021/3/26,POR,@,ORL,W 112-105,240,40,85,0.471,22,45,0.489,18,40,0.45,14,21,0.667,112,42,95,0.442,30,68,0.441,12,27,0.444,9,17,0.529,105
37,2021/3/26,PHO,@,TOR,W 104-100,240,43,90,0.478,34,54,0.63,9,36,0.25,9,9,1,104,37,90,0.411,25,45,0.556,12,45,0.267,14,16,0.875,100
38,2021/3/26,TOR,,PHO,L 100-104,240,37,90,0.411,25,45,0.556,12,45,0.267,14,16,0.875,100,43,90,0.478,34,54,0.63,9,36,0.25,9,9,1,104
39,2021/3/26,MEM,@,UTA,L 114-117,240,44,97,0.454,32,67,0.478,12,30,0.4,14,18,0.778,114,45,98,0.459,33,65,0.508,12,33,0.364,15,18,0.833,117
40,2021/3/26,UTA,,MEM,W 117-114,240,45,98,0.459,33,65,0.508,12,33,0.364,15,18,0.833,117,44,97,0.454,32,67,0.478,12,30,0.4,14,18,0.778,114
41,2021/3/25,LAL,,PHI,L 101-109,240,34,78,0.436,25,52,0.481,9,26,0.346,24,33,0.727,101,39,80,0.488,22,35,0.629,17,45,0.378,14,21,0.667,109
42,2021/3/25,PHI,@,LAL,W 109-101,240,39,80,0.488,22,35,0.629,17,45,0.378,14,21,0.667,109,34,78,0.436,25,52,0.481,9,26,0.346,24,33,0.727,101
43,2021/3/25,MIA,,POR,L 122-125,240,47,84,0.56,31,50,0.62,16,34,0.471,12,13,0.923,122,44,92,0.478,24,46,0.522,20,46,0.435,17,19,0.895,125
44,2021/3/25,POR,@,MIA,W 125-122,240,44,92,0.478,24,46,0.522,20,46,0.435,17,19,0.895,125,47,84,0.56,31,50,0.62,16,34,0.471,12,13,0.923,122
45,2021/3/25,NYK,,WAS,W 106-102,240,34,93,0.366,27,65,0.415,7,28,0.25,31,42,0.738,106,37,80,0.463,29,54,0.537,8,26,0.308,20,33,0.606,102
46,2021/3/25,WAS,@,NYK,L 102-106,240,37,80,0.463,29,54,0.537,8,26,0.308,20,33,0.606,102,34,93,0.366,27,65,0.415,7,28,0.25,31,42,0.738,106
47,2021/3/25,GSW,@,SAC,L 119-141,240,45,88,0.511,28,56,0.5,17,32,0.531,12,12,1,119,53,89,0.596,34,51,0.667,19,38,0.5,16,19,0.842,141
48,2021/3/25,SAC,,GSW,W 141-119,240,53,89,0.596,34,51,0.667,19,38,0.5,16,19,0.842,141,45,88,0.511,28,56,0.5,17,32,0.531,12,12,1,119
49,2021/3/25,LAC,@,SAS,W 98-85,240,34,89,0.382,21,55,0.382,13,34,0.382,17,18,0.944,98,33,82,0.402,25,59,0.424,8,23,0.348,11,13,0.846,85
50,2021/3/25,SAS,,LAC,L 85-98,240,33,82,0.402,25,59,0.424,8,23,0.348,11,13,0.846,85,34,89,0.382,21,55,0.382,13,34,0.382,17,18,0.944,98
51,2021/3/24,CHI,,CLE,L 94-103,240,37,83,0.446,29,55,0.527,8,28,0.286,12,14,0.857,94,42,92,0.457,31,63,0.492,11,29,0.379,8,10,0.8,103
52,2021/3/24,CLE,@,CHI,W 103-94,240,42,92,0.457,31,63,0.492,11,29,0.379,8,10,0.8,103,37,83,0.446,29,55,0.527,8,28,0.286,12,14,0.857,94
53,2021/3/24,CHO,@,HOU,W 122-97,240,41,80,0.513,23,42,0.548,18,38,0.474,22,29,0.759,122,33,86,0.384,17,37,0.459,16,49,0.327,15,22,0.682,97
54,2021/3/24,HOU,,CHO,L 97-122,240,33,86,0.384,17,37,0.459,16,49,0.327,15,22,0.682,97,41,80,0.513,23,42,0.548,18,38,0.474,22,29,0.759,122
55,2021/3/24,DET,@,IND,L 111-116,240,44,83,0.53,33,55,0.6,11,28,0.393,12,19,0.632,111,45,97,0.464,30,63,0.476,15,34,0.441,11,14,0.786,116
56,2021/3/24,IND,,DET,W 116-111,240,45,97,0.464,30,63,0.476,15,34,0.441,11,14,0.786,116,44,83,0.53,33,55,0.6,11,28,0.393,12,19,0.632,111
57,2021/3/24,BOS,@,MIL,L 119-121,240,45,94,0.479,26,47,0.553,19,47,0.404,10,10,1,119,45,90,0.5,28,53,0.528,17,37,0.459,14,20,0.7,121
58,2021/3/24,MIL,,BOS,W 121-119,240,45,90,0.5,28,53,0.528,17,37,0.459,14,20,0.7,121,45,94,0.479,26,47,0.553,19,47,0.404,10,10,1,119
59,2021/3/24,DAL,@,MIN,W 128-108,240,48,99,0.485,32,55,0.582,16,44,0.364,16,22,0.727,128,38,86,0.442,26,48,0.542,12,38,0.316,20,26,0.769,108
60,2021/3/24,MIN,,DAL,L 108-128,240,38,86,0.442,26,48,0.542,12,38,0.316,20,26,0.769,108,48,99,0.485,32,55,0.582,16,44,0.364,16,22,0.727,128
61,2021/3/24,MEM,@,OKC,W 116-107,240,47,99,0.475,36,69,0.522,11,30,0.367,11,13,0.846,116,43,95,0.453,33,60,0.55,10,35,0.286,11,17,0.647,107
62,2021/3/24,OKC,,MEM,L 107-116,240,43,95,0.453,33,60,0.55,10,35,0.286,11,17,0.647,107,47,99,0.475,36,69,0.522,11,30,0.367,11,13,0.846,116
63,2021/3/24,ORL,,PHO,W 112-111,240,42,90,0.467,29,53,0.547,13,37,0.351,15,19,0.789,112,40,90,0.444,29,57,0.509,11,33,0.333,20,22,0.909,111
64,2021/3/24,PHO,@,ORL,L 111-112,240,40,90,0.444,29,57,0.509,11,33,0.333,20,22,0.909,111,42,90,0.467,29,53,0.547,13,37,0.351,15,19,0.789,112
65,2021/3/24,ATL,@,SAC,L 108-110,240,41,85,0.482,34,60,0.567,7,25,0.28,19,23,0.826,108,40,84,0.476,30,54,0.556,10,30,0.333,20,22,0.909,110
66,2021/3/24,SAC,,ATL,W 110-108,240,40,84,0.476,30,54,0.556,10,30,0.333,20,22,0.909,110,41,85,0.482,34,60,0.567,7,25,0.28,19,23,0.826,108
67,2021/3/24,LAC,@,SAS,W 134-101,240,49,88,0.557,32,55,0.582,17,33,0.515,19,30,0.633,134,39,85,0.459,32,63,0.508,7,22,0.318,16,19,0.842,101
68,2021/3/24,SAS,,LAC,L 101-134,240,39,85,0.459,32,63,0.508,7,22,0.318,16,19,0.842,101,49,88,0.557,32,55,0.582,17,33,0.515,19,30,0.633,134
69,2021/3/24,DEN,@,TOR,L 111-135,240,41,98,0.418,27,55,0.491,14,43,0.326,15,18,0.833,111,45,89,0.506,21,41,0.512,24,48,0.5,21,23,0.913,135
70,2021/3/24,TOR,,DEN,W 135-111,240,45,89,0.506,21,41,0.512,24,48,0.5,21,23,0.913,135,41,98,0.418,27,55,0.491,14,43,0.326,15,18,0.833,111
71,2021/3/24,BRK,@,UTA,L 88-118,240,35,97,0.361,28,62,0.452,7,35,0.2,11,15,0.733,88,41,91,0.451,18,36,0.5,23,55,0.418,13,14,0.929,118
72,2021/3/24,UTA,,BRK,W 118-88,240,41,91,0.451,18,36,0.5,23,55,0.418,13,14,0.929,118,35,97,0.361,28,62,0.452,7,35,0.2,11,15,0.733,88
73,2021/3/23,GSW,,PHI,L 98-108,240,36,83,0.434,28,58,0.483,8,25,0.32,18,26,0.692,98,39,86,0.453,32,62,0.516,7,24,0.292,23,35,0.657,108
74,2021/3/23,PHI,@,GSW,W 108-98,240,39,86,0.453,32,62,0.516,7,24,0.292,23,35,0.657,108,36,83,0.434,28,58,0.483,8,25,0.32,18,26,0.692,98
75,2021/3/23,MIA,,PHO,L 100-110,240,36,86,0.419,23,50,0.46,13,36,0.361,15,17,0.882,100,45,91,0.495,33,54,0.611,12,37,0.324,8,9,0.889,110
76,2021/3/23,PHO,@,MIA,W 110-100,240,45,91,0.495,33,54,0.611,12,37,0.324,8,9,0.889,110,36,86,0.419,23,50,0.46,13,36,0.361,15,17,0.882,100
77,2021/3/23,LAL,@,NOP,L 111-128,240,36,85,0.424,18,48,0.375,18,37,0.486,21,30,0.7,111,47,90,0.522,37,61,0.607,10,29,0.345,24,26,0.923,128
78,2021/3/23,NOP,,LAL,W 128-111,240,47,90,0.522,37,61,0.607,10,29,0.345,24,26,0.923,128,36,85,0.424,18,48,0.375,18,37,0.486,21,30,0.7,111
79,2021/3/23,NYK,,WAS,W 131-113,240,47,92,0.511,31,62,0.5,16,30,0.533,21,24,0.875,131,38,79,0.481,29,56,0.518,9,23,0.391,28,35,0.8,113
80,2021/3/23,WAS,@,NYK,L 113-131,240,38,79,0.481,29,56,0.518,9,23,0.391,28,35,0.8,113,47,92,0.511,31,62,0.5,16,30,0.533,21,24,0.875,131
81,2021/3/23,DEN,@,ORL,W 110-99,240,45,91,0.495,37,61,0.607,8,30,0.267,12,13,0.923,110,39,88,0.443,28,54,0.519,11,34,0.324,10,14,0.714,99
82,2021/3/23,ORL,,DEN,L 99-110,240,39,88,0.443,28,54,0.519,11,34,0.324,10,14,0.714,99,45,91,0.495,37,61,0.607,8,30,0.267,12,13,0.923,110
83,2021/3/23,BRK,@,POR,W 116-112,240,43,87,0.494,34,57,0.596,9,30,0.3,21,27,0.778,116,36,90,0.4,17,35,0.486,19,55,0.345,21,23,0.913,112
84,2021/3/23,POR,,BRK,L 112-116,240,36,90,0.4,17,35,0.486,19,55,0.345,21,23,0.913,112,43,87,0.494,34,57,0.596,9,30,0.3,21,27,0.778,116
85,2021/3/22,CHI,,UTA,L 95-120,240,39,96,0.406,33,70,0.471,6,26,0.231,11,12,0.917,95,45,92,0.489,28,53,0.528,17,39,0.436,13,15,0.867,120
86,2021/3/22,UTA,@,CHI,W 120-95,240,45,92,0.489,28,53,0.528,17,39,0.436,13,15,0.867,120,39,96,0.406,33,70,0.471,6,26,0.231,11,12,0.917,95
87,2021/3/22,CLE,,SAC,L 105-119,240,41,96,0.427,37,79,0.468,4,17,0.235,19,23,0.826,105,49,90,0.544,36,60,0.6,13,30,0.433,8,12,0.667,119
88,2021/3/22,SAC,@,CLE,W 119-105,240,49,90,0.544,36,60,0.6,13,30,0.433,8,12,0.667,119,41,96,0.427,37,79,0.468,4,17,0.235,19,23,0.826,105
89,2021/3/22,HOU,,TOR,W 117-99,240,41,90,0.456,27,54,0.5,14,36,0.389,21,26,0.808,117,37,87,0.425,27,47,0.574,10,40,0.25,15,19,0.789,99
90,2021/3/22,TOR,@,HOU,L 99-117,240,37,87,0.425,27,47,0.574,10,40,0.25,15,19,0.789,99,41,90,0.456,27,54,0.5,14,36,0.389,21,26,0.808,117
91,2021/3/22,ATL,@,LAC,L 110-119,240,43,95,0.453,31,61,0.508,12,34,0.353,12,16,0.75,110,42,85,0.494,25,47,0.532,17,38,0.447,18,20,0.9,119
92,2021/3/22,LAC,,ATL,W 119-110,240,42,85,0.494,25,47,0.532,17,38,0.447,18,20,0.9,119,43,95,0.453,31,61,0.508,12,34,0.353,12,16,0.75,110
93,2021/3/22,BOS,@,MEM,L 126-132 (OT),265,47,90,0.522,30,55,0.545,17,35,0.486,15,24,0.625,126,55,110,0.5,43,75,0.573,12,35,0.343,10,15,0.667,132
94,2021/3/22,MEM,,BOS,W 132-126 (OT),265,55,110,0.5,43,75,0.573,12,35,0.343,10,15,0.667,132,47,90,0.522,30,55,0.545,17,35,0.486,15,24,0.625,126
95,2021/3/22,IND,@,MIL,L 113-140,240,45,111,0.405,33,61,0.541,12,50,0.24,11,12,0.917,113,53,94,0.564,29,55,0.527,24,39,0.615,10,15,0.667,140
96,2021/3/22,MIL,,IND,W 140-113,240,53,94,0.564,29,55,0.527,24,39,0.615,10,15,0.667,140,45,111,0.405,33,61,0.541,12,50,0.24,11,12,0.917,113
97,2021/3/22,MIN,,OKC,L 103-112,240,38,92,0.413,24,53,0.453,14,39,0.359,13,18,0.722,103,41,87,0.471,20,50,0.4,21,37,0.568,9,10,0.9,112
98,2021/3/22,OKC,@,MIN,W 112-103,240,41,87,0.471,20,50,0.4,21,37,0.568,9,10,0.9,112,38,92,0.413,24,53,0.453,14,39,0.359,13,18,0.722,103
99,2021/3/22,CHO,@,SAS,W 100-97,240,34,81,0.42,22,49,0.449,12,32,0.375,20,23,0.87,100,36,78,0.462,25,46,0.543,11,32,0.344,14,17,0.824,97
100,2021/3/22,SAS,,CHO,L 97-100,240,36,78,0.462,25,46,0.543,11,32,0.344,14,17,0.824,97,34,81,0.42,22,49,0.449,12,32,0.375,20,23,0.87,100
