Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2411,2020/1/4,CLE,,OKC,L 106-121,240,39,85,0.459,25,55,0.455,14,30,0.467,14,17,0.824,106,43,96,0.448,29,59,0.492,14,37,0.378,21,26,0.808,121
2412,2020/1/4,OKC,@,CLE,W 121-106,240,43,96,0.448,29,59,0.492,14,37,0.378,21,26,0.808,121,39,85,0.459,25,55,0.455,14,30,0.467,14,17,0.824,106
2413,2020/1/4,CHO,@,DAL,W 123-120 (OT),265,42,85,0.494,31,60,0.517,11,25,0.44,28,31,0.903,123,47,100,0.47,32,50,0.64,15,50,0.3,11,13,0.846,120
2414,2020/1/4,DAL,,CHO,L 120-123 (OT),265,47,100,0.47,32,50,0.64,15,50,0.3,11,13,0.846,120,42,85,0.494,31,60,0.517,11,25,0.44,28,31,0.903,123
2415,2020/1/4,DET,@,GSW,W 111-104,240,43,83,0.518,32,56,0.571,11,27,0.407,14,16,0.875,111,33,82,0.402,22,61,0.361,11,21,0.524,27,32,0.844,104
2416,2020/1/4,GSW,,DET,L 104-111,240,33,82,0.402,22,61,0.361,11,21,0.524,27,32,0.844,104,43,83,0.518,32,56,0.571,11,27,0.407,14,16,0.875,111
2417,2020/1/4,LAC,,MEM,L 114-140,240,45,101,0.446,38,71,0.535,7,30,0.233,17,22,0.773,114,49,96,0.51,31,57,0.544,18,39,0.462,24,28,0.857,140
2418,2020/1/4,MEM,@,LAC,W 140-114,240,49,96,0.51,31,57,0.544,18,39,0.462,24,28,0.857,140,45,101,0.446,38,71,0.535,7,30,0.233,17,22,0.773,114
2419,2020/1/4,MIL,,SAS,W 127-118,240,43,87,0.494,26,42,0.619,17,45,0.378,24,33,0.727,127,38,92,0.413,27,60,0.45,11,32,0.344,31,34,0.912,118
2420,2020/1/4,SAS,@,MIL,L 118-127,240,38,92,0.413,27,60,0.45,11,32,0.344,31,34,0.912,118,43,87,0.494,26,42,0.619,17,45,0.378,24,33,0.727,127
2421,2020/1/4,ORL,,UTA,L 96-109,240,38,85,0.447,27,48,0.563,11,37,0.297,9,12,0.75,96,42,93,0.452,26,53,0.491,16,40,0.4,9,14,0.643,109
2422,2020/1/4,UTA,@,ORL,W 109-96,240,42,93,0.452,26,53,0.491,16,40,0.4,9,14,0.643,109,38,85,0.447,27,48,0.563,11,37,0.297,9,12,0.75,96
2423,2020/1/4,NOP,@,SAC,W 117-115,240,38,87,0.437,22,42,0.524,16,45,0.356,25,33,0.758,117,38,85,0.447,26,64,0.406,12,21,0.571,27,36,0.75,115
2424,2020/1/4,SAC,,NOP,L 115-117,240,38,85,0.447,26,64,0.406,12,21,0.571,27,36,0.75,115,38,87,0.437,22,42,0.524,16,45,0.356,25,33,0.758,117
2425,2020/1/4,DEN,@,WAS,L 114-128,240,40,87,0.46,34,58,0.586,6,29,0.207,28,34,0.824,114,50,91,0.549,44,75,0.587,6,16,0.375,22,27,0.815,128
2426,2020/1/4,WAS,,DEN,W 128-114,240,50,91,0.549,44,75,0.587,6,16,0.375,22,27,0.815,128,40,87,0.46,34,58,0.586,6,29,0.207,28,34,0.824,114
2427,2020/1/3,ATL,@,BOS,L 106-109,240,39,93,0.419,23,48,0.479,16,45,0.356,12,15,0.8,106,41,93,0.441,35,68,0.515,6,25,0.24,21,29,0.724,109
2428,2020/1/3,BOS,,ATL,W 109-106,240,41,93,0.441,35,68,0.515,6,25,0.24,21,29,0.724,109,39,93,0.419,23,48,0.479,16,45,0.356,12,15,0.8,106
2429,2020/1/3,HOU,,PHI,W 118-108,240,41,86,0.477,29,54,0.537,12,32,0.375,24,32,0.75,118,42,92,0.457,36,65,0.554,6,27,0.222,18,25,0.72,108
2430,2020/1/3,PHI,@,HOU,L 108-118,240,42,92,0.457,36,65,0.554,6,27,0.222,18,25,0.72,108,41,86,0.477,29,54,0.537,12,32,0.375,24,32,0.75,118
2431,2020/1/3,LAL,,NOP,W 123-113,240,43,86,0.5,29,57,0.509,14,29,0.483,23,28,0.821,123,48,102,0.471,37,65,0.569,11,37,0.297,6,7,0.857,113
2432,2020/1/3,NOP,@,LAL,L 113-123,240,48,102,0.471,37,65,0.569,11,37,0.297,6,7,0.857,113,43,86,0.5,29,57,0.509,14,29,0.483,23,28,0.821,123
2433,2020/1/3,MIA,@,ORL,L 85-105,240,30,80,0.375,23,43,0.535,7,37,0.189,18,23,0.783,85,33,81,0.407,20,46,0.435,13,35,0.371,26,29,0.897,105
2434,2020/1/3,ORL,,MIA,W 105-85,240,33,81,0.407,20,46,0.435,13,35,0.371,26,29,0.897,105,30,80,0.375,23,43,0.535,7,37,0.189,18,23,0.783,85
2435,2020/1/3,NYK,@,PHO,L 112-120,240,41,92,0.446,31,55,0.564,10,37,0.27,20,30,0.667,112,42,90,0.467,32,62,0.516,10,28,0.357,26,33,0.788,120
2436,2020/1/3,PHO,,NYK,W 120-112,240,42,90,0.467,32,62,0.516,10,28,0.357,26,33,0.788,120,41,92,0.446,31,55,0.564,10,37,0.27,20,30,0.667,112
2437,2020/1/3,POR,@,WAS,W 122-103,240,45,88,0.511,39,63,0.619,6,25,0.24,26,33,0.788,122,38,90,0.422,27,57,0.474,11,33,0.333,16,25,0.64,103
2438,2020/1/3,WAS,,POR,L 103-122,240,38,90,0.422,27,57,0.474,11,33,0.333,16,25,0.64,103,45,88,0.511,39,63,0.619,6,25,0.24,26,33,0.788,122
2439,2020/1/2,CHI,,UTA,L 98-102,240,37,94,0.394,26,58,0.448,11,36,0.306,13,17,0.765,98,37,76,0.487,26,46,0.565,11,30,0.367,17,22,0.773,102
2440,2020/1/2,UTA,@,CHI,W 102-98,240,37,76,0.487,26,46,0.565,11,30,0.367,17,22,0.773,102,37,94,0.394,26,58,0.448,11,36,0.306,13,17,0.765,98
2441,2020/1/2,CHO,@,CLE,W 109-106,240,37,83,0.446,22,45,0.489,15,38,0.395,20,24,0.833,109,41,81,0.506,28,46,0.609,13,35,0.371,11,14,0.786,106
2442,2020/1/2,CLE,,CHO,L 106-109,240,41,81,0.506,28,46,0.609,13,35,0.371,11,14,0.786,106,37,83,0.446,22,45,0.489,15,38,0.395,20,24,0.833,109
2443,2020/1/2,BRK,@,DAL,L 111-123,240,42,91,0.462,30,54,0.556,12,37,0.324,15,17,0.882,111,45,89,0.506,27,51,0.529,18,38,0.474,15,17,0.882,123
2444,2020/1/2,DAL,,BRK,W 123-111,240,45,89,0.506,27,51,0.529,18,38,0.474,15,17,0.882,123,42,91,0.462,30,54,0.556,12,37,0.324,15,17,0.882,111
2445,2020/1/2,DEN,@,IND,W 124-116,240,46,87,0.529,38,60,0.633,8,27,0.296,24,27,0.889,124,43,82,0.524,31,56,0.554,12,26,0.462,18,25,0.72,116
2446,2020/1/2,IND,,DEN,L 116-124,240,43,82,0.524,31,56,0.554,12,26,0.462,18,25,0.72,116,46,87,0.529,38,60,0.633,8,27,0.296,24,27,0.889,124
2447,2020/1/2,DET,@,LAC,L 112-126,240,40,94,0.426,33,61,0.541,7,33,0.212,25,35,0.714,112,50,92,0.543,39,64,0.609,11,28,0.393,15,21,0.714,126
2448,2020/1/2,LAC,,DET,W 126-112,240,50,92,0.543,39,64,0.609,11,28,0.393,15,21,0.714,126,40,94,0.426,33,61,0.541,7,33,0.212,25,35,0.714,112
2449,2020/1/2,MIA,,TOR,W 84-76,240,33,81,0.407,21,44,0.477,12,37,0.324,6,11,0.545,84,28,89,0.315,22,47,0.468,6,42,0.143,14,17,0.824,76
2450,2020/1/2,TOR,@,MIA,L 76-84,240,28,89,0.315,22,47,0.468,6,42,0.143,14,17,0.824,76,33,81,0.407,21,44,0.477,12,37,0.324,6,11,0.545,84
2451,2020/1/2,GSW,@,MIN,L 84-99,240,33,77,0.429,30,57,0.526,3,20,0.15,15,21,0.714,84,38,95,0.4,25,52,0.481,13,43,0.302,10,17,0.588,99
2452,2020/1/2,MIN,,GSW,W 99-84,240,38,95,0.4,25,52,0.481,13,43,0.302,10,17,0.588,99,33,77,0.429,30,57,0.526,3,20,0.15,15,21,0.714,84
2453,2020/1/2,MEM,@,SAC,L 123-128,240,45,93,0.484,32,59,0.542,13,34,0.382,20,21,0.952,123,44,90,0.489,30,56,0.536,14,34,0.412,26,31,0.839,128
2454,2020/1/2,SAC,,MEM,W 128-123,240,44,90,0.489,30,56,0.536,14,34,0.412,26,31,0.839,128,45,93,0.484,32,59,0.542,13,34,0.382,20,21,0.952,123
2455,2020/1/2,OKC,@,SAS,W 109-103,240,43,89,0.483,34,64,0.531,9,25,0.36,14,20,0.7,109,40,92,0.435,27,61,0.443,13,31,0.419,10,12,0.833,103
2456,2020/1/2,SAS,,OKC,L 103-109,240,40,92,0.435,27,61,0.443,13,31,0.419,10,12,0.833,103,43,89,0.483,34,64,0.531,9,25,0.36,14,20,0.7,109
2457,2020/1/1,LAL,,PHO,W 117-107,240,43,90,0.478,36,62,0.581,7,28,0.25,24,34,0.706,117,42,86,0.488,36,63,0.571,6,23,0.261,17,23,0.739,107
2458,2020/1/1,PHO,@,LAL,L 107-117,240,42,86,0.488,36,63,0.571,6,23,0.261,17,23,0.739,107,43,90,0.478,36,62,0.581,7,28,0.25,24,34,0.706,117
2459,2020/1/1,MIL,,MIN,W 106-104,240,40,94,0.426,31,58,0.534,9,36,0.25,17,26,0.654,106,34,91,0.374,19,45,0.422,15,46,0.326,21,28,0.75,104
2460,2020/1/1,MIN,@,MIL,L 104-106,240,34,91,0.374,19,45,0.422,15,46,0.326,21,28,0.75,104,40,94,0.426,31,58,0.534,9,36,0.25,17,26,0.654,106
2461,2020/1/1,NYK,,POR,W 117-93,240,47,98,0.48,33,62,0.532,14,36,0.389,9,14,0.643,117,37,94,0.394,27,62,0.435,10,32,0.313,9,15,0.6,93
2462,2020/1/1,POR,@,NYK,L 93-117,240,37,94,0.394,27,62,0.435,10,32,0.313,9,15,0.6,93,47,98,0.48,33,62,0.532,14,36,0.389,9,14,0.643,117
2463,2020/1/1,ORL,@,WAS,W 122-101,240,45,95,0.474,33,63,0.524,12,32,0.375,20,27,0.741,122,33,87,0.379,24,56,0.429,9,31,0.29,26,31,0.839,101
2464,2020/1/1,WAS,,ORL,L 101-122,240,33,87,0.379,24,56,0.429,9,31,0.29,26,31,0.839,101,45,95,0.474,33,63,0.524,12,32,0.375,20,27,0.741,122
2465,2019/12/31,BOS,@,CHO,W 109-92,240,44,97,0.454,30,59,0.508,14,38,0.368,7,10,0.7,109,34,86,0.395,22,52,0.423,12,34,0.353,12,16,0.75,92
2466,2019/12/31,CHO,,BOS,L 92-109,240,34,86,0.395,22,52,0.423,12,34,0.353,12,16,0.75,92,44,97,0.454,30,59,0.508,14,38,0.368,7,10,0.7,109
2467,2019/12/31,DEN,@,HOU,L 104-130,240,45,97,0.464,37,72,0.514,8,25,0.32,6,9,0.667,104,46,87,0.529,30,53,0.566,16,34,0.471,22,31,0.71,130
2468,2019/12/31,HOU,,DEN,W 130-104,240,46,87,0.529,30,53,0.566,16,34,0.471,22,31,0.71,130,45,97,0.464,37,72,0.514,8,25,0.32,6,9,0.667,104
2469,2019/12/31,IND,,PHI,W 115-97,240,42,86,0.488,31,61,0.508,11,25,0.44,20,26,0.769,115,37,91,0.407,31,62,0.5,6,29,0.207,17,20,0.85,97
2470,2019/12/31,PHI,@,IND,L 97-115,240,37,91,0.407,31,62,0.5,6,29,0.207,17,20,0.85,97,42,86,0.488,31,61,0.508,11,25,0.44,20,26,0.769,115
2471,2019/12/31,DAL,@,OKC,L 101-106,240,33,93,0.355,18,42,0.429,15,51,0.294,20,27,0.741,101,39,91,0.429,33,64,0.516,6,27,0.222,22,28,0.786,106
2472,2019/12/31,OKC,,DAL,W 106-101,240,39,91,0.429,33,64,0.516,6,27,0.222,22,28,0.786,106,33,93,0.355,18,42,0.429,15,51,0.294,20,27,0.741,101
2473,2019/12/31,LAC,@,SAC,W 105-87,240,36,88,0.409,24,52,0.462,12,36,0.333,21,22,0.955,105,33,80,0.413,25,52,0.481,8,28,0.286,13,19,0.684,87
2474,2019/12/31,SAC,,LAC,L 87-105,240,33,80,0.413,25,52,0.481,8,28,0.286,13,19,0.684,87,36,88,0.409,24,52,0.462,12,36,0.333,21,22,0.955,105
2475,2019/12/31,GSW,@,SAS,L 113-117 (OT),265,44,96,0.458,32,69,0.464,12,27,0.444,13,18,0.722,113,45,96,0.469,31,65,0.477,14,31,0.452,13,17,0.765,117
2476,2019/12/31,SAS,,GSW,W 117-113 (OT),265,45,96,0.469,31,65,0.477,14,31,0.452,13,17,0.765,117,44,96,0.458,32,69,0.464,12,27,0.444,13,18,0.722,113
2477,2019/12/31,CLE,@,TOR,L 97-117,240,37,87,0.425,27,49,0.551,10,38,0.263,13,16,0.813,97,40,84,0.476,23,45,0.511,17,39,0.436,20,25,0.8,117
2478,2019/12/31,TOR,,CLE,W 117-97,240,40,84,0.476,23,45,0.511,17,39,0.436,20,25,0.8,117,37,87,0.425,27,49,0.551,10,38,0.263,13,16,0.813,97
2479,2019/12/30,CHI,,MIL,L 102-123,240,40,107,0.374,23,63,0.365,17,44,0.386,5,8,0.625,102,46,84,0.548,35,52,0.673,11,32,0.344,20,24,0.833,123
2480,2019/12/30,MIL,@,CHI,W 123-102,240,46,84,0.548,35,52,0.673,11,32,0.344,20,24,0.833,123,40,107,0.374,23,63,0.365,17,44,0.386,5,8,0.625,102
2481,2019/12/30,BRK,@,MIN,L 115-122 (OT),265,40,99,0.404,25,58,0.431,15,41,0.366,20,27,0.741,115,42,104,0.404,25,60,0.417,17,44,0.386,21,29,0.724,122
2482,2019/12/30,MIN,,BRK,W 122-115 (OT),265,42,104,0.404,25,60,0.417,17,44,0.386,21,29,0.724,122,40,99,0.404,25,58,0.431,15,41,0.366,20,27,0.741,115
2483,2019/12/30,ATL,@,ORL,W 101-93,240,39,81,0.481,30,52,0.577,9,29,0.31,14,17,0.824,101,37,89,0.416,32,64,0.5,5,25,0.2,14,24,0.583,93
2484,2019/12/30,ORL,,ATL,L 93-101,240,37,89,0.416,32,64,0.5,5,25,0.2,14,24,0.583,93,39,81,0.481,30,52,0.577,9,29,0.31,14,17,0.824,101
2485,2019/12/30,PHO,@,POR,W 122-116,240,44,92,0.478,31,69,0.449,13,23,0.565,21,22,0.955,122,44,96,0.458,30,62,0.484,14,34,0.412,14,18,0.778,116
2486,2019/12/30,POR,,PHO,L 116-122,240,44,96,0.458,30,62,0.484,14,34,0.412,14,18,0.778,116,44,92,0.478,31,69,0.449,13,23,0.565,21,22,0.955,122
2487,2019/12/30,DET,@,UTA,L 81-104,240,30,79,0.38,26,65,0.4,4,14,0.286,17,23,0.739,81,39,83,0.47,29,57,0.509,10,26,0.385,16,20,0.8,104
2488,2019/12/30,UTA,,DET,W 104-81,240,39,83,0.47,29,57,0.509,10,26,0.385,16,20,0.8,104,30,79,0.38,26,65,0.4,4,14,0.286,17,23,0.739,81
2489,2019/12/30,MIA,@,WAS,L 105-123,240,33,73,0.452,23,45,0.511,10,28,0.357,29,39,0.744,105,43,84,0.512,26,47,0.553,17,37,0.459,20,30,0.667,123
2490,2019/12/30,WAS,,MIA,W 123-105,240,43,84,0.512,26,47,0.553,17,37,0.459,20,30,0.667,123,33,73,0.452,23,45,0.511,10,28,0.357,29,39,0.744,105
2491,2019/12/29,DEN,,SAC,W 120-115,240,42,81,0.519,34,52,0.654,8,29,0.276,28,31,0.903,120,45,85,0.529,32,51,0.627,13,34,0.382,12,17,0.706,115
2492,2019/12/29,SAC,@,DEN,L 115-120,240,45,85,0.529,32,51,0.627,13,34,0.382,12,17,0.706,115,42,81,0.519,34,52,0.654,8,29,0.276,28,31,0.903,120
2493,2019/12/29,DAL,@,LAL,L 95-108,240,32,89,0.36,19,46,0.413,13,43,0.302,18,20,0.9,95,38,78,0.487,29,55,0.527,9,23,0.391,23,28,0.821,108
2494,2019/12/29,LAL,,DAL,W 108-95,240,38,78,0.487,29,55,0.527,9,23,0.391,23,28,0.821,108,32,89,0.36,19,46,0.413,13,43,0.302,18,20,0.9,95
2495,2019/12/29,CHO,@,MEM,L 104-117,240,37,86,0.43,28,55,0.509,9,31,0.29,21,32,0.656,104,45,93,0.484,35,58,0.603,10,35,0.286,17,17,1,117
2496,2019/12/29,MEM,,CHO,W 117-104,240,45,93,0.484,35,58,0.603,10,35,0.286,17,17,1,117,37,86,0.43,28,55,0.509,9,31,0.29,21,32,0.656,104
2497,2019/12/29,HOU,@,NOP,L 112-127,240,42,81,0.519,27,42,0.643,15,39,0.385,13,20,0.65,112,50,102,0.49,32,58,0.552,18,44,0.409,9,13,0.692,127
2498,2019/12/29,NOP,,HOU,W 127-112,240,50,102,0.49,32,58,0.552,18,44,0.409,9,13,0.692,127,42,81,0.519,27,42,0.643,15,39,0.385,13,20,0.65,112
2499,2019/12/29,OKC,@,TOR,W 98-97,240,34,78,0.436,24,45,0.533,10,33,0.303,20,23,0.87,98,35,83,0.422,20,43,0.465,15,40,0.375,12,12,1,97
2500,2019/12/29,TOR,,OKC,L 97-98,240,35,83,0.422,20,43,0.465,15,40,0.375,12,12,1,97,34,78,0.436,24,45,0.533,10,33,0.303,20,23,0.87,98
