Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2111,2020/1/25,DAL,@,UTA,L 107-112,240,42,97,0.433,26,56,0.464,16,41,0.39,7,13,0.538,107,40,91,0.44,25,48,0.521,15,43,0.349,17,22,0.773,112
2112,2020/1/25,UTA,,DAL,W 112-107,240,40,91,0.44,25,48,0.521,15,43,0.349,17,22,0.773,112,42,97,0.433,26,56,0.464,16,41,0.39,7,13,0.538,107
2113,2020/1/24,CHI,,SAC,L 81-98,240,31,79,0.392,23,42,0.548,8,37,0.216,11,14,0.786,81,35,81,0.432,25,49,0.51,10,32,0.313,18,21,0.857,98
2114,2020/1/24,SAC,@,CHI,W 98-81,240,35,81,0.432,25,49,0.51,10,32,0.313,18,21,0.857,98,31,79,0.392,23,42,0.548,8,37,0.216,11,14,0.786,81
2115,2020/1/24,CHO,,MIL,L 103-116,240,32,86,0.372,18,47,0.383,14,39,0.359,25,30,0.833,103,44,87,0.506,34,51,0.667,10,36,0.278,18,24,0.75,116
2116,2020/1/24,MIL,@,CHO,W 116-103,240,44,87,0.506,34,51,0.667,10,36,0.278,18,24,0.75,116,32,86,0.372,18,47,0.383,14,39,0.359,25,30,0.833,103
2117,2020/1/24,DET,,MEM,L 112-125,240,39,91,0.429,28,59,0.475,11,32,0.344,23,31,0.742,112,43,79,0.544,32,57,0.561,11,22,0.5,28,31,0.903,125
2118,2020/1/24,MEM,@,DET,W 125-112,240,43,79,0.544,32,57,0.561,11,22,0.5,28,31,0.903,125,39,91,0.429,28,59,0.475,11,32,0.344,23,31,0.742,112
2119,2020/1/24,GSW,,IND,L 118-129,240,40,82,0.488,21,43,0.488,19,39,0.487,19,23,0.826,118,50,87,0.575,33,59,0.559,17,28,0.607,12,13,0.923,129
2120,2020/1/24,IND,@,GSW,W 129-118,240,50,87,0.575,33,59,0.559,17,28,0.607,12,13,0.923,129,40,82,0.488,21,43,0.488,19,39,0.487,19,23,0.826,118
2121,2020/1/24,LAC,@,MIA,W 122-117,240,43,94,0.457,27,59,0.458,16,35,0.457,20,23,0.87,122,40,93,0.43,27,49,0.551,13,44,0.295,24,29,0.828,117
2122,2020/1/24,MIA,,LAC,L 117-122,240,40,93,0.43,27,49,0.551,13,44,0.295,24,29,0.828,117,43,94,0.457,27,59,0.458,16,35,0.457,20,23,0.87,122
2123,2020/1/24,HOU,@,MIN,W 131-124,240,47,91,0.516,36,59,0.61,11,32,0.344,26,31,0.839,131,48,98,0.49,37,66,0.561,11,32,0.344,17,20,0.85,124
2124,2020/1/24,MIN,,HOU,L 124-131,240,48,98,0.49,37,66,0.561,11,32,0.344,17,20,0.85,124,47,91,0.516,36,59,0.61,11,32,0.344,26,31,0.839,131
2125,2020/1/24,DEN,@,NOP,W 113-106,240,40,106,0.377,27,65,0.415,13,41,0.317,20,20,1,113,38,82,0.463,26,55,0.473,12,27,0.444,18,30,0.6,106
2126,2020/1/24,NOP,,DEN,L 106-113,240,38,82,0.463,26,55,0.473,12,27,0.444,18,30,0.6,106,40,106,0.377,27,65,0.415,13,41,0.317,20,20,1,113
2127,2020/1/24,NYK,,TOR,L 112-118,240,42,85,0.494,29,49,0.592,13,36,0.361,15,21,0.714,112,41,81,0.506,24,46,0.522,17,35,0.486,19,23,0.826,118
2128,2020/1/24,TOR,@,NYK,W 118-112,240,41,81,0.506,24,46,0.522,17,35,0.486,19,23,0.826,118,42,85,0.494,29,49,0.592,13,36,0.361,15,21,0.714,112
2129,2020/1/24,ATL,@,OKC,L 111-140,240,42,92,0.457,31,56,0.554,11,36,0.306,16,20,0.8,111,50,86,0.581,36,61,0.59,14,25,0.56,26,34,0.765,140
2130,2020/1/24,OKC,,ATL,W 140-111,240,50,86,0.581,36,61,0.59,14,25,0.56,26,34,0.765,140,42,92,0.457,31,56,0.554,11,36,0.306,16,20,0.8,111
2131,2020/1/24,BOS,@,ORL,W 109-98,240,40,86,0.465,26,51,0.51,14,35,0.4,15,18,0.833,109,36,90,0.4,24,53,0.453,12,37,0.324,14,19,0.737,98
2132,2020/1/24,ORL,,BOS,L 98-109,240,36,90,0.4,24,53,0.453,12,37,0.324,14,19,0.737,98,40,86,0.465,26,51,0.51,14,35,0.4,15,18,0.833,109
2133,2020/1/24,PHO,@,SAS,W 103-99,240,39,84,0.464,31,55,0.564,8,29,0.276,17,21,0.81,103,33,78,0.423,28,53,0.528,5,25,0.2,28,33,0.848,99
2134,2020/1/24,SAS,,PHO,L 99-103,240,33,78,0.423,28,53,0.528,5,25,0.2,28,33,0.848,99,39,84,0.464,31,55,0.564,8,29,0.276,17,21,0.81,103
2135,2020/1/23,BRK,,LAL,L 113-128,240,40,91,0.44,19,45,0.422,21,46,0.457,12,15,0.8,113,47,94,0.5,28,56,0.5,19,38,0.5,15,20,0.75,128
2136,2020/1/23,LAL,@,BRK,W 128-113,240,47,94,0.5,28,56,0.5,19,38,0.5,15,20,0.75,128,40,91,0.44,19,45,0.422,21,46,0.457,12,15,0.8,113
2137,2020/1/23,CLE,,WAS,L 112-124,240,44,96,0.458,33,63,0.524,11,33,0.333,13,17,0.765,112,47,85,0.553,31,49,0.633,16,36,0.444,14,18,0.778,124
2138,2020/1/23,WAS,@,CLE,W 124-112,240,47,85,0.553,31,49,0.633,16,36,0.444,14,18,0.778,124,44,96,0.458,33,63,0.524,11,33,0.333,13,17,0.765,112
2139,2020/1/23,DAL,@,POR,W 133-125,240,48,93,0.516,26,46,0.565,22,47,0.468,15,24,0.625,133,46,91,0.505,25,52,0.481,21,39,0.538,12,15,0.8,125
2140,2020/1/23,POR,,DAL,L 125-133,240,46,91,0.505,25,52,0.481,21,39,0.538,12,15,0.8,125,48,93,0.516,26,46,0.565,22,47,0.468,15,24,0.625,133
2141,2020/1/22,ATL,,LAC,W 102-95,240,36,102,0.353,25,67,0.373,11,35,0.314,19,23,0.826,102,33,78,0.423,29,57,0.509,4,21,0.19,25,39,0.641,95
2142,2020/1/22,LAC,@,ATL,L 95-102,240,33,78,0.423,29,57,0.509,4,21,0.19,25,39,0.641,95,36,102,0.353,25,67,0.373,11,35,0.314,19,23,0.826,102
2143,2020/1/22,BOS,,MEM,W 119-95,240,45,89,0.506,31,57,0.544,14,32,0.438,15,20,0.75,119,36,85,0.424,25,53,0.472,11,32,0.344,12,15,0.8,95
2144,2020/1/22,MEM,@,BOS,L 95-119,240,36,85,0.424,25,53,0.472,11,32,0.344,12,15,0.8,95,45,89,0.506,31,57,0.544,14,32,0.438,15,20,0.75,119
2145,2020/1/22,CHI,,MIN,W 117-110,240,39,84,0.464,30,54,0.556,9,30,0.3,30,37,0.811,117,41,86,0.477,26,42,0.619,15,44,0.341,13,24,0.542,110
2146,2020/1/22,MIN,@,CHI,L 110-117,240,41,86,0.477,26,42,0.619,15,44,0.341,13,24,0.542,110,39,84,0.464,30,54,0.556,9,30,0.3,30,37,0.811,117
2147,2020/1/22,DET,,SAC,W 127-106,240,39,73,0.534,27,44,0.614,12,29,0.414,37,44,0.841,127,42,98,0.429,32,63,0.508,10,35,0.286,12,23,0.522,106
2148,2020/1/22,SAC,@,DET,L 106-127,240,42,98,0.429,32,63,0.508,10,35,0.286,12,23,0.522,106,39,73,0.534,27,44,0.614,12,29,0.414,37,44,0.841,127
2149,2020/1/22,GSW,,UTA,L 96-129,240,35,88,0.398,29,65,0.446,6,23,0.261,20,24,0.833,96,50,93,0.538,33,53,0.623,17,40,0.425,12,23,0.522,129
2150,2020/1/22,UTA,@,GSW,W 129-96,240,50,93,0.538,33,53,0.623,17,40,0.425,12,23,0.522,129,35,88,0.398,29,65,0.446,6,23,0.261,20,24,0.833,96
2151,2020/1/22,DEN,@,HOU,L 105-121,240,42,92,0.457,32,64,0.5,10,28,0.357,11,15,0.733,105,42,89,0.472,29,60,0.483,13,29,0.448,24,28,0.857,121
2152,2020/1/22,HOU,,DEN,W 121-105,240,42,89,0.472,29,60,0.483,13,29,0.448,24,28,0.857,121,42,92,0.457,32,64,0.5,10,28,0.357,11,15,0.733,105
2153,2020/1/22,MIA,,WAS,W 134-129 (OT),265,43,85,0.506,26,52,0.5,17,33,0.515,31,36,0.861,134,50,99,0.505,37,57,0.649,13,42,0.31,16,20,0.8,129
2154,2020/1/22,WAS,@,MIA,L 129-134 (OT),265,50,99,0.505,37,57,0.649,13,42,0.31,16,20,0.8,129,43,85,0.506,26,52,0.5,17,33,0.515,31,36,0.861,134
2155,2020/1/22,NOP,,SAS,L 117-121,240,39,84,0.464,25,48,0.521,14,36,0.389,25,32,0.781,117,45,89,0.506,34,62,0.548,11,27,0.407,20,25,0.8,121
2156,2020/1/22,SAS,@,NOP,W 121-117,240,45,89,0.506,34,62,0.548,11,27,0.407,20,25,0.8,121,39,84,0.464,25,48,0.521,14,36,0.389,25,32,0.781,117
2157,2020/1/22,LAL,@,NYK,W 100-92,240,36,82,0.439,27,55,0.491,9,27,0.333,19,28,0.679,100,36,88,0.409,25,54,0.463,11,34,0.324,9,13,0.692,92
2158,2020/1/22,NYK,,LAL,L 92-100,240,36,88,0.409,25,54,0.463,11,34,0.324,9,13,0.692,92,36,82,0.439,27,55,0.491,9,27,0.333,19,28,0.679,100
2159,2020/1/22,OKC,@,ORL,W 120-114,240,46,76,0.605,37,57,0.649,9,19,0.474,19,23,0.826,120,44,92,0.478,30,57,0.526,14,35,0.4,12,16,0.75,114
2160,2020/1/22,ORL,,OKC,L 114-120,240,44,92,0.478,30,57,0.526,14,35,0.4,12,16,0.75,114,46,76,0.605,37,57,0.649,9,19,0.474,19,23,0.826,120
2161,2020/1/22,IND,@,PHO,W 112-87,240,45,84,0.536,36,64,0.563,9,20,0.45,13,20,0.65,112,30,84,0.357,26,64,0.406,4,20,0.2,23,26,0.885,87
2162,2020/1/22,PHO,,IND,L 87-112,240,30,84,0.357,26,64,0.406,4,20,0.2,23,26,0.885,87,45,84,0.536,36,64,0.563,9,20,0.45,13,20,0.65,112
2163,2020/1/22,PHI,@,TOR,L 95-107,240,32,84,0.381,14,38,0.368,18,46,0.391,13,18,0.722,95,40,86,0.465,27,53,0.509,13,33,0.394,14,21,0.667,107
2164,2020/1/22,TOR,,PHI,W 107-95,240,40,86,0.465,27,53,0.509,13,33,0.394,14,21,0.667,107,32,84,0.381,14,38,0.368,18,46,0.391,13,18,0.722,95
2165,2020/1/21,DAL,,LAC,L 107-110,240,39,91,0.429,27,48,0.563,12,43,0.279,17,24,0.708,107,36,97,0.371,24,59,0.407,12,38,0.316,26,33,0.788,110
2166,2020/1/21,LAC,@,DAL,W 110-107,240,36,97,0.371,24,59,0.407,12,38,0.316,26,33,0.788,110,39,91,0.429,27,48,0.563,12,43,0.279,17,24,0.708,107
2167,2020/1/20,ATL,,TOR,L 117-122,240,41,83,0.494,29,50,0.58,12,33,0.364,23,33,0.697,117,38,92,0.413,25,50,0.5,13,42,0.31,33,43,0.767,122
2168,2020/1/20,TOR,@,ATL,W 122-117,240,38,92,0.413,25,50,0.5,13,42,0.31,33,43,0.767,122,41,83,0.494,29,50,0.58,12,33,0.364,23,33,0.697,117
2169,2020/1/20,BOS,,LAL,W 139-107,240,52,93,0.559,36,59,0.61,16,34,0.471,19,29,0.655,139,39,89,0.438,32,63,0.508,7,26,0.269,22,29,0.759,107
2170,2020/1/20,LAL,@,BOS,L 107-139,240,39,89,0.438,32,63,0.508,7,26,0.269,22,29,0.759,107,52,93,0.559,36,59,0.61,16,34,0.471,19,29,0.655,139
2171,2020/1/20,BRK,,PHI,L 111-117,240,39,81,0.481,28,52,0.538,11,29,0.379,22,34,0.647,111,42,94,0.447,29,55,0.527,13,39,0.333,20,27,0.741,117
2172,2020/1/20,PHI,@,BRK,W 117-111,240,42,94,0.447,29,55,0.527,13,39,0.333,20,27,0.741,117,39,81,0.481,28,52,0.538,11,29,0.379,22,34,0.647,111
2173,2020/1/20,CHO,,ORL,L 83-106,240,29,76,0.382,19,43,0.442,10,33,0.303,15,20,0.75,83,44,92,0.478,30,64,0.469,14,28,0.5,4,9,0.444,106
2174,2020/1/20,ORL,@,CHO,W 106-83,240,44,92,0.478,30,64,0.469,14,28,0.5,4,9,0.444,106,29,76,0.382,19,43,0.442,10,33,0.303,15,20,0.75,83
2175,2020/1/20,CLE,,NYK,L 86-106,240,32,94,0.34,21,61,0.344,11,33,0.333,11,17,0.647,86,41,85,0.482,32,62,0.516,9,23,0.391,15,17,0.882,106
2176,2020/1/20,NYK,@,CLE,W 106-86,240,41,85,0.482,32,62,0.516,9,23,0.391,15,17,0.882,106,32,94,0.34,21,61,0.344,11,33,0.333,11,17,0.647,86
2177,2020/1/20,HOU,,OKC,L 107-112,240,43,97,0.443,34,52,0.654,9,45,0.2,12,17,0.706,107,40,92,0.435,28,60,0.467,12,32,0.375,20,26,0.769,112
2178,2020/1/20,OKC,@,HOU,W 112-107,240,40,92,0.435,28,60,0.467,12,32,0.375,20,26,0.769,112,43,97,0.443,34,52,0.654,9,45,0.2,12,17,0.706,107
2179,2020/1/20,MEM,,NOP,L 116-126,240,46,103,0.447,37,70,0.529,9,33,0.273,15,21,0.714,116,42,88,0.477,21,40,0.525,21,48,0.438,21,24,0.875,126
2180,2020/1/20,NOP,@,MEM,W 126-116,240,42,88,0.477,21,40,0.525,21,48,0.438,21,24,0.875,126,46,103,0.447,37,70,0.529,9,33,0.273,15,21,0.714,116
2181,2020/1/20,MIA,,SAC,W 118-113 (OT),265,42,83,0.506,26,41,0.634,16,42,0.381,18,22,0.818,118,44,106,0.415,31,55,0.564,13,51,0.255,12,15,0.8,113
2182,2020/1/20,SAC,@,MIA,L 113-118 (OT),265,44,106,0.415,31,55,0.564,13,51,0.255,12,15,0.8,113,42,83,0.506,26,41,0.634,16,42,0.381,18,22,0.818,118
2183,2020/1/20,CHI,@,MIL,L 98-111,240,34,92,0.37,20,44,0.455,14,48,0.292,16,18,0.889,98,45,77,0.584,34,51,0.667,11,26,0.423,10,23,0.435,111
2184,2020/1/20,MIL,,CHI,W 111-98,240,45,77,0.584,34,51,0.667,11,26,0.423,10,23,0.435,111,34,92,0.37,20,44,0.455,14,48,0.292,16,18,0.889,98
2185,2020/1/20,DEN,@,MIN,W 107-100,240,43,90,0.478,32,59,0.542,11,31,0.355,10,12,0.833,107,38,91,0.418,25,49,0.51,13,42,0.31,11,14,0.786,100
2186,2020/1/20,MIN,,DEN,L 100-107,240,38,91,0.418,25,49,0.51,13,42,0.31,11,14,0.786,100,43,90,0.478,32,59,0.542,11,31,0.355,10,12,0.833,107
2187,2020/1/20,PHO,,SAS,L 118-120,240,42,80,0.525,34,58,0.586,8,22,0.364,26,30,0.867,118,43,87,0.494,26,56,0.464,17,31,0.548,17,22,0.773,120
2188,2020/1/20,SAS,@,PHO,W 120-118,240,43,87,0.494,26,56,0.464,17,31,0.548,17,22,0.773,120,42,80,0.525,34,58,0.586,8,22,0.364,26,30,0.867,118
2189,2020/1/20,GSW,@,POR,L 124-129 (OT),265,48,116,0.414,39,80,0.488,9,36,0.25,19,22,0.864,124,44,100,0.44,30,56,0.536,14,44,0.318,27,30,0.9,129
2190,2020/1/20,POR,,GSW,W 129-124 (OT),265,44,100,0.44,30,56,0.536,14,44,0.318,27,30,0.9,129,48,116,0.414,39,80,0.488,9,36,0.25,19,22,0.864,124
2191,2020/1/20,IND,@,UTA,L 88-118,240,39,93,0.419,32,67,0.478,7,26,0.269,3,7,0.429,88,47,87,0.54,35,56,0.625,12,31,0.387,12,12,1,118
2192,2020/1/20,UTA,,IND,W 118-88,240,47,87,0.54,35,56,0.625,12,31,0.387,12,12,1,118,39,93,0.419,32,67,0.478,7,26,0.269,3,7,0.429,88
2193,2020/1/20,DET,@,WAS,L 100-106,240,38,89,0.427,28,57,0.491,10,32,0.313,14,20,0.7,100,42,82,0.512,33,58,0.569,9,24,0.375,13,16,0.813,106
2194,2020/1/20,WAS,,DET,W 106-100,240,42,82,0.512,33,58,0.569,9,24,0.375,13,16,0.813,106,38,89,0.427,28,57,0.491,10,32,0.313,14,20,0.7,100
2195,2020/1/19,DEN,,IND,L 107-115,240,41,88,0.466,38,65,0.585,3,23,0.13,22,32,0.688,107,43,86,0.5,30,57,0.526,13,29,0.448,16,19,0.842,115
2196,2020/1/19,IND,@,DEN,W 115-107,240,43,86,0.5,30,57,0.526,13,29,0.448,16,19,0.842,115,41,88,0.466,38,65,0.585,3,23,0.13,22,32,0.688,107
2197,2020/1/19,MIA,@,SAS,L 102-107,240,37,86,0.43,27,52,0.519,10,34,0.294,18,20,0.9,102,36,85,0.424,24,52,0.462,12,33,0.364,23,24,0.958,107
2198,2020/1/19,SAS,,MIA,W 107-102,240,36,85,0.424,24,52,0.462,12,33,0.364,23,24,0.958,107,37,86,0.43,27,52,0.519,10,34,0.294,18,20,0.9,102
2199,2020/1/18,ATL,,DET,L 103-136,240,40,93,0.43,30,59,0.508,10,34,0.294,13,15,0.867,103,51,86,0.593,36,54,0.667,15,32,0.469,19,25,0.76,136
2200,2020/1/18,DET,@,ATL,W 136-103,240,51,86,0.593,36,54,0.667,15,32,0.469,19,25,0.76,136,40,93,0.43,30,59,0.508,10,34,0.294,13,15,0.867,103
