Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1719,2020/2/28,UTA,,WAS,W 129-119,240,44,89,0.494,25,52,0.481,19,37,0.514,22,30,0.733,129,45,98,0.459,31,61,0.508,14,37,0.378,15,21,0.714,119
1720,2020/2/28,WAS,@,UTA,L 119-129,240,45,98,0.459,31,61,0.508,14,37,0.378,15,21,0.714,119,44,89,0.494,25,52,0.481,19,37,0.514,22,30,0.733,129
1721,2020/2/27,GSW,,LAL,L 86-116,240,34,80,0.425,25,48,0.521,9,32,0.281,9,10,0.9,86,45,88,0.511,37,64,0.578,8,24,0.333,18,27,0.667,116
1722,2020/2/27,LAL,@,GSW,W 116-86,240,45,88,0.511,37,64,0.578,8,24,0.333,18,27,0.667,116,34,80,0.425,25,48,0.521,9,32,0.281,9,10,0.9,86
1723,2020/2/27,IND,,POR,W 106-100,240,40,90,0.444,32,65,0.492,8,25,0.32,18,23,0.783,106,41,89,0.461,32,59,0.542,9,30,0.3,9,14,0.643,100
1724,2020/2/27,POR,@,IND,L 100-106,240,41,89,0.461,32,59,0.542,9,30,0.3,9,14,0.643,100,40,90,0.444,32,65,0.492,8,25,0.32,18,23,0.783,106
1725,2020/2/27,OKC,,SAC,W 112-108,240,41,84,0.488,32,58,0.552,9,26,0.346,21,29,0.724,112,41,91,0.451,29,56,0.518,12,35,0.343,14,14,1,108
1726,2020/2/27,SAC,@,OKC,L 108-112,240,41,91,0.451,29,56,0.518,12,35,0.343,14,14,1,108,41,84,0.488,32,58,0.552,9,26,0.346,21,29,0.724,112
1727,2020/2/27,NYK,@,PHI,L 106-115,240,42,83,0.506,34,60,0.567,8,23,0.348,14,24,0.583,106,45,91,0.495,30,60,0.5,15,31,0.484,10,13,0.769,115
1728,2020/2/27,PHI,,NYK,W 115-106,240,45,91,0.495,30,60,0.5,15,31,0.484,10,13,0.769,115,42,83,0.506,34,60,0.567,8,23,0.348,14,24,0.583,106
1729,2020/2/26,ATL,,ORL,L 120-130,240,42,94,0.447,29,58,0.5,13,36,0.361,23,25,0.92,120,49,100,0.49,35,68,0.515,14,32,0.438,18,25,0.72,130
1730,2020/2/26,ORL,@,ATL,W 130-120,240,49,100,0.49,35,68,0.515,14,32,0.438,18,25,0.72,130,42,94,0.447,29,58,0.5,13,36,0.361,23,25,0.92,120
1731,2020/2/26,CHO,,NYK,W 107-101,240,39,83,0.47,29,53,0.547,10,30,0.333,19,25,0.76,107,43,85,0.506,39,70,0.557,4,15,0.267,11,17,0.647,101
1732,2020/2/26,NYK,@,CHO,L 101-107,240,43,85,0.506,39,70,0.557,4,15,0.267,11,17,0.647,101,39,83,0.47,29,53,0.547,10,30,0.333,19,25,0.76,107
1733,2020/2/26,CLE,,PHI,W 108-94,240,41,78,0.526,30,54,0.556,11,24,0.458,15,17,0.882,108,36,89,0.404,23,51,0.451,13,38,0.342,9,14,0.643,94
1734,2020/2/26,PHI,@,CLE,L 94-108,240,36,89,0.404,23,51,0.451,13,38,0.342,9,14,0.643,94,41,78,0.526,30,54,0.556,11,24,0.458,15,17,0.882,108
1735,2020/2/26,HOU,,MEM,W 140-112,240,52,93,0.559,29,43,0.674,23,50,0.46,13,15,0.867,140,43,108,0.398,30,69,0.435,13,39,0.333,13,21,0.619,112
1736,2020/2/26,MEM,@,HOU,L 112-140,240,43,108,0.398,30,69,0.435,13,39,0.333,13,21,0.619,112,52,93,0.559,29,43,0.674,23,50,0.46,13,15,0.867,140
1737,2020/2/26,MIA,,MIN,L 126-129,240,41,78,0.526,30,52,0.577,11,26,0.423,33,43,0.767,126,47,91,0.516,30,45,0.667,17,46,0.37,18,25,0.72,129
1738,2020/2/26,MIN,@,MIA,W 129-126,240,47,91,0.516,30,45,0.667,17,46,0.37,18,25,0.72,129,41,78,0.526,30,52,0.577,11,26,0.423,33,43,0.767,126
1739,2020/2/26,LAC,@,PHO,W 102-92,240,37,84,0.44,23,46,0.5,14,38,0.368,14,15,0.933,102,34,87,0.391,25,53,0.472,9,34,0.265,15,18,0.833,92
1740,2020/2/26,PHO,,LAC,L 92-102,240,34,87,0.391,25,53,0.472,9,34,0.265,15,18,0.833,92,37,84,0.44,23,46,0.5,14,38,0.368,14,15,0.933,102
1741,2020/2/26,DAL,@,SAS,W 109-103,240,36,86,0.419,19,41,0.463,17,45,0.378,20,30,0.667,109,39,92,0.424,28,59,0.475,11,33,0.333,14,19,0.737,103
1742,2020/2/26,SAS,,DAL,L 103-109,240,39,92,0.424,28,59,0.475,11,33,0.333,14,19,0.737,103,36,86,0.419,19,41,0.463,17,45,0.378,20,30,0.667,109
1743,2020/2/26,BOS,@,UTA,W 114-103,240,45,84,0.536,34,58,0.586,11,26,0.423,13,16,0.813,114,40,89,0.449,28,49,0.571,12,40,0.3,11,15,0.733,103
1744,2020/2/26,UTA,,BOS,L 103-114,240,40,89,0.449,28,49,0.571,12,40,0.3,11,15,0.733,103,45,84,0.536,34,58,0.586,11,26,0.423,13,16,0.813,114
1745,2020/2/26,BRK,@,WAS,L 106-110,240,36,87,0.414,26,51,0.51,10,36,0.278,24,35,0.686,106,41,96,0.427,26,57,0.456,15,39,0.385,13,16,0.813,110
1746,2020/2/26,WAS,,BRK,W 110-106,240,41,96,0.427,26,57,0.456,15,39,0.385,13,16,0.813,110,36,87,0.414,26,51,0.51,10,36,0.278,24,35,0.686,106
1747,2020/2/25,CHI,,OKC,L 122-124,240,52,97,0.536,40,66,0.606,12,31,0.387,6,9,0.667,122,42,76,0.553,28,46,0.609,14,30,0.467,26,35,0.743,124
1748,2020/2/25,OKC,@,CHI,W 124-122,240,42,76,0.553,28,46,0.609,14,30,0.467,26,35,0.743,124,52,97,0.536,40,66,0.606,12,31,0.387,6,9,0.667,122
1749,2020/2/25,DEN,,DET,W 115-98,240,44,76,0.579,35,57,0.614,9,19,0.474,18,22,0.818,115,33,81,0.407,18,40,0.45,15,41,0.366,17,21,0.81,98
1750,2020/2/25,DET,@,DEN,L 98-115,240,33,81,0.407,18,40,0.45,15,41,0.366,17,21,0.81,98,44,76,0.579,35,57,0.614,9,19,0.474,18,22,0.818,115
1751,2020/2/25,GSW,,SAC,L 94-112,240,35,79,0.443,31,51,0.608,4,28,0.143,20,24,0.833,94,40,76,0.526,27,46,0.587,13,30,0.433,19,34,0.559,112
1752,2020/2/25,SAC,@,GSW,W 112-94,240,40,76,0.526,27,46,0.587,13,30,0.433,19,34,0.559,112,35,79,0.443,31,51,0.608,4,28,0.143,20,24,0.833,94
1753,2020/2/25,CHO,@,IND,L 80-119,240,31,93,0.333,21,60,0.35,10,33,0.303,8,18,0.444,80,49,86,0.57,39,63,0.619,10,23,0.435,11,13,0.846,119
1754,2020/2/25,IND,,CHO,W 119-80,240,49,86,0.57,39,63,0.619,10,23,0.435,11,13,0.846,119,31,93,0.333,21,60,0.35,10,33,0.303,8,18,0.444,80
1755,2020/2/25,LAL,,NOP,W 118-109,240,45,102,0.441,32,58,0.552,13,44,0.295,15,21,0.714,118,39,86,0.453,31,59,0.525,8,27,0.296,23,30,0.767,109
1756,2020/2/25,NOP,@,LAL,L 109-118,240,39,86,0.453,31,59,0.525,8,27,0.296,23,30,0.767,109,45,102,0.441,32,58,0.552,13,44,0.295,15,21,0.714,118
1757,2020/2/25,BOS,@,POR,W 118-106,240,43,90,0.478,24,51,0.471,19,39,0.487,13,14,0.929,118,38,85,0.447,25,54,0.463,13,31,0.419,17,23,0.739,106
1758,2020/2/25,POR,,BOS,L 106-118,240,38,85,0.447,25,54,0.463,13,31,0.419,17,23,0.739,106,43,90,0.478,24,51,0.471,19,39,0.487,13,14,0.929,118
1759,2020/2/25,MIL,@,TOR,W 108-97,240,32,84,0.381,18,42,0.429,14,42,0.333,30,36,0.833,108,32,91,0.352,14,39,0.359,18,52,0.346,15,21,0.714,97
1760,2020/2/25,TOR,,MIL,L 97-108,240,32,91,0.352,14,39,0.359,18,52,0.346,15,21,0.714,97,32,84,0.381,18,42,0.429,14,42,0.333,30,36,0.833,108
1761,2020/2/24,BRK,,ORL,L 113-115,240,46,96,0.479,30,59,0.508,16,37,0.432,5,8,0.625,113,44,89,0.494,31,55,0.564,13,34,0.382,14,17,0.824,115
1762,2020/2/24,ORL,@,BRK,W 115-113,240,44,89,0.494,31,55,0.564,13,34,0.382,14,17,0.824,115,46,96,0.479,30,59,0.508,16,37,0.432,5,8,0.625,113
1763,2020/2/24,CLE,,MIA,W 125-119 (OT),265,43,97,0.443,29,60,0.483,14,37,0.378,25,34,0.735,125,44,96,0.458,28,54,0.519,16,42,0.381,15,20,0.75,119
1764,2020/2/24,MIA,@,CLE,L 119-125 (OT),265,44,96,0.458,28,54,0.519,16,42,0.381,15,20,0.75,119,43,97,0.443,29,60,0.483,14,37,0.378,25,34,0.735,125
1765,2020/2/24,DAL,,MIN,W 139-123,240,51,101,0.505,35,57,0.614,16,44,0.364,21,28,0.75,139,42,95,0.442,27,53,0.509,15,42,0.357,24,34,0.706,123
1766,2020/2/24,MIN,@,DAL,L 123-139,240,42,95,0.442,27,53,0.509,15,42,0.357,24,34,0.706,123,51,101,0.505,35,57,0.614,16,44,0.364,21,28,0.75,139
1767,2020/2/24,HOU,,NYK,W 123-112,240,43,86,0.5,27,38,0.711,16,48,0.333,21,31,0.677,123,40,91,0.44,29,62,0.468,11,29,0.379,21,30,0.7,112
1768,2020/2/24,NYK,@,HOU,L 112-123,240,40,91,0.44,29,62,0.468,11,29,0.379,21,30,0.7,112,43,86,0.5,27,38,0.711,16,48,0.333,21,31,0.677,123
1769,2020/2/24,LAC,,MEM,W 124-97,240,47,94,0.5,31,57,0.544,16,37,0.432,14,17,0.824,124,37,89,0.416,30,62,0.484,7,27,0.259,16,22,0.727,97
1770,2020/2/24,MEM,@,LAC,L 97-124,240,37,89,0.416,30,62,0.484,7,27,0.259,16,22,0.727,97,47,94,0.5,31,57,0.544,16,37,0.432,14,17,0.824,124
1771,2020/2/24,ATL,@,PHI,L 112-129,240,40,97,0.412,32,59,0.542,8,38,0.211,24,27,0.889,112,45,88,0.511,33,58,0.569,12,30,0.4,27,30,0.9,129
1772,2020/2/24,PHI,,ATL,W 129-112,240,45,88,0.511,33,58,0.569,12,30,0.4,27,30,0.9,129,40,97,0.412,32,59,0.542,8,38,0.211,24,27,0.889,112
1773,2020/2/24,PHO,@,UTA,W 131-111,240,49,87,0.563,37,67,0.552,12,20,0.6,21,24,0.875,131,32,68,0.471,22,42,0.524,10,26,0.385,37,43,0.86,111
1774,2020/2/24,UTA,,PHO,L 111-131,240,32,68,0.471,22,42,0.524,10,26,0.385,37,43,0.86,111,49,87,0.563,37,67,0.552,12,20,0.6,21,24,0.875,131
1775,2020/2/24,MIL,@,WAS,W 137-134 (OT),265,49,86,0.57,32,49,0.653,17,37,0.459,22,27,0.815,137,47,98,0.48,32,63,0.508,15,35,0.429,25,33,0.758,134
1776,2020/2/24,WAS,,MIL,L 134-137 (OT),265,47,98,0.48,32,63,0.508,15,35,0.429,25,33,0.758,134,49,86,0.57,32,49,0.653,17,37,0.459,22,27,0.815,137
1777,2020/2/23,CHI,,WAS,W 126-117,240,45,81,0.556,27,44,0.614,18,37,0.486,18,28,0.643,126,37,73,0.507,25,43,0.581,12,30,0.4,31,36,0.861,117
1778,2020/2/23,WAS,@,CHI,L 117-126,240,37,73,0.507,25,43,0.581,12,30,0.4,31,36,0.861,117,45,81,0.556,27,44,0.614,18,37,0.486,18,28,0.643,126
1779,2020/2/23,DEN,,MIN,W 128-116,240,53,90,0.589,42,60,0.7,11,30,0.367,11,17,0.647,128,40,90,0.444,26,50,0.52,14,40,0.35,22,29,0.759,116
1780,2020/2/23,MIN,@,DEN,L 116-128,240,40,90,0.444,26,50,0.52,14,40,0.35,22,29,0.759,116,53,90,0.589,42,60,0.7,11,30,0.367,11,17,0.647,128
1781,2020/2/23,GSW,,NOP,L 101-115,240,40,92,0.435,29,57,0.509,11,35,0.314,10,15,0.667,101,46,98,0.469,29,56,0.518,17,42,0.405,6,13,0.462,115
1782,2020/2/23,NOP,@,GSW,W 115-101,240,46,98,0.469,29,56,0.518,17,42,0.405,6,13,0.462,115,40,92,0.435,29,57,0.509,11,35,0.314,10,15,0.667,101
1783,2020/2/23,BOS,@,LAL,L 112-114,240,38,83,0.458,25,49,0.51,13,34,0.382,23,30,0.767,112,39,86,0.453,28,52,0.538,11,34,0.324,25,37,0.676,114
1784,2020/2/23,LAL,,BOS,W 114-112,240,39,86,0.453,28,52,0.538,11,34,0.324,25,37,0.676,114,38,83,0.458,25,49,0.51,13,34,0.382,23,30,0.767,112
1785,2020/2/23,OKC,,SAS,W 131-103,240,50,87,0.575,40,65,0.615,10,22,0.455,21,24,0.875,131,38,103,0.369,27,65,0.415,11,38,0.289,16,19,0.842,103
1786,2020/2/23,SAS,@,OKC,L 103-131,240,38,103,0.369,27,65,0.415,11,38,0.289,16,19,0.842,103,50,87,0.575,40,65,0.615,10,22,0.455,21,24,0.875,131
1787,2020/2/23,DET,@,POR,L 104-107,240,37,86,0.43,26,51,0.51,11,35,0.314,19,20,0.95,104,41,84,0.488,28,54,0.519,13,30,0.433,12,19,0.632,107
1788,2020/2/23,POR,,DET,W 107-104,240,41,84,0.488,28,54,0.519,13,30,0.433,12,19,0.632,107,37,86,0.43,26,51,0.51,11,35,0.314,19,20,0.95,104
1789,2020/2/23,IND,@,TOR,L 81-127,240,31,95,0.326,23,62,0.371,8,33,0.242,11,17,0.647,81,47,92,0.511,30,48,0.625,17,44,0.386,16,18,0.889,127
1790,2020/2/23,TOR,,IND,W 127-81,240,47,92,0.511,30,48,0.625,17,44,0.386,16,18,0.889,127,31,95,0.326,23,62,0.371,8,33,0.242,11,17,0.647,81
1791,2020/2/22,ATL,,DAL,W 111-107,240,43,98,0.439,35,61,0.574,8,37,0.216,17,26,0.654,111,40,89,0.449,26,45,0.578,14,44,0.318,13,19,0.684,107
1792,2020/2/22,DAL,@,ATL,L 107-111,240,40,89,0.449,26,45,0.578,14,44,0.318,13,19,0.684,107,43,98,0.439,35,61,0.574,8,37,0.216,17,26,0.654,111
1793,2020/2/22,CHI,,PHO,L 104-112,240,36,83,0.434,22,45,0.489,14,38,0.368,18,21,0.857,104,38,86,0.442,28,56,0.5,10,30,0.333,26,31,0.839,112
1794,2020/2/22,PHO,@,CHI,W 112-104,240,38,86,0.442,28,56,0.5,10,30,0.333,26,31,0.839,112,36,83,0.434,22,45,0.489,14,38,0.368,18,21,0.857,104
1795,2020/2/22,BRK,@,CHO,W 115-86,240,42,87,0.483,25,40,0.625,17,47,0.362,14,19,0.737,115,31,88,0.352,19,53,0.358,12,35,0.343,12,21,0.571,86
1796,2020/2/22,CHO,,BRK,L 86-115,240,31,88,0.352,19,53,0.358,12,35,0.343,12,21,0.571,86,42,87,0.483,25,40,0.625,17,47,0.362,14,19,0.737,115
1797,2020/2/22,LAC,,SAC,L 103-112,240,34,87,0.391,24,57,0.421,10,30,0.333,25,29,0.862,103,40,89,0.449,28,58,0.483,12,31,0.387,20,26,0.769,112
1798,2020/2/22,SAC,@,LAC,W 112-103,240,40,89,0.449,28,58,0.483,12,31,0.387,20,26,0.769,112,34,87,0.391,24,57,0.421,10,30,0.333,25,29,0.862,103
1799,2020/2/22,CLE,@,MIA,L 105-124,240,38,79,0.481,25,43,0.581,13,36,0.361,16,22,0.727,105,45,79,0.57,26,39,0.667,19,40,0.475,15,20,0.75,124
1800,2020/2/22,MIA,,CLE,W 124-105,240,45,79,0.57,26,39,0.667,19,40,0.475,15,20,0.75,124,38,79,0.481,25,43,0.581,13,36,0.361,16,22,0.727,105
