Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
1814,2020/2/21,ORL,,DAL,L 106-122,240,41,104,0.394,32,61,0.525,9,43,0.209,15,19,0.789,106,43,84,0.512,28,46,0.609,15,38,0.395,21,26,0.808,122
1815,2020/2/21,NOP,@,POR,W 128-115,240,45,84,0.536,27,50,0.54,18,34,0.529,20,33,0.606,128,43,94,0.457,33,67,0.493,10,27,0.37,19,25,0.76,115
1816,2020/2/21,POR,,NOP,L 115-128,240,43,94,0.457,33,67,0.493,10,27,0.37,19,25,0.76,115,45,84,0.536,27,50,0.54,18,34,0.529,20,33,0.606,128
1817,2020/2/21,PHO,@,TOR,L 101-118,240,38,92,0.413,32,58,0.552,6,34,0.176,19,23,0.826,101,42,80,0.525,28,43,0.651,14,37,0.378,20,22,0.909,118
1818,2020/2/21,TOR,,PHO,W 118-101,240,42,80,0.525,28,43,0.651,14,37,0.378,20,22,0.909,118,38,92,0.413,32,58,0.552,6,34,0.176,19,23,0.826,101
1819,2020/2/21,SAS,@,UTA,W 113-104,240,40,91,0.44,30,71,0.423,10,20,0.5,23,26,0.885,113,35,82,0.427,23,49,0.469,12,33,0.364,22,26,0.846,104
1820,2020/2/21,UTA,,SAS,L 104-113,240,35,82,0.427,23,49,0.469,12,33,0.364,22,26,0.846,104,40,91,0.44,30,71,0.423,10,20,0.5,23,26,0.885,113
1821,2020/2/21,CLE,@,WAS,W 113-108,240,43,81,0.531,32,54,0.593,11,27,0.407,16,25,0.64,113,41,106,0.387,32,69,0.464,9,37,0.243,17,23,0.739,108
1822,2020/2/21,WAS,,CLE,L 108-113,240,41,106,0.387,32,69,0.464,9,37,0.243,17,23,0.739,108,43,81,0.531,32,54,0.593,11,27,0.407,16,25,0.64,113
1823,2020/2/20,ATL,,MIA,W 129-124,240,41,85,0.482,25,50,0.5,16,35,0.457,31,35,0.886,129,40,98,0.408,29,61,0.475,11,37,0.297,33,38,0.868,124
1824,2020/2/20,MIA,@,ATL,L 124-129,240,40,98,0.408,29,61,0.475,11,37,0.297,33,38,0.868,124,41,85,0.482,25,50,0.5,16,35,0.457,31,35,0.886,129
1825,2020/2/20,CHI,,CHO,L 93-103,240,37,87,0.425,30,56,0.536,7,31,0.226,12,19,0.632,93,35,74,0.473,27,46,0.587,8,28,0.286,25,29,0.862,103
1826,2020/2/20,CHO,@,CHI,W 103-93,240,35,74,0.473,27,46,0.587,8,28,0.286,25,29,0.862,103,37,87,0.425,30,56,0.536,7,31,0.226,12,19,0.632,93
1827,2020/2/20,DET,,MIL,L 106-126,240,40,83,0.482,27,46,0.587,13,37,0.351,13,16,0.813,106,47,93,0.505,37,60,0.617,10,33,0.303,22,27,0.815,126
1828,2020/2/20,MIL,@,DET,W 126-106,240,47,93,0.505,37,60,0.617,10,33,0.303,22,27,0.815,126,40,83,0.482,27,46,0.587,13,37,0.351,13,16,0.813,106
1829,2020/2/20,GSW,,HOU,L 105-135,240,44,89,0.494,37,56,0.661,7,33,0.212,10,12,0.833,105,45,85,0.529,20,36,0.556,25,49,0.51,20,22,0.909,135
1830,2020/2/20,HOU,@,GSW,W 135-105,240,45,85,0.529,20,36,0.556,25,49,0.51,20,22,0.909,135,44,89,0.494,37,56,0.661,7,33,0.212,10,12,0.833,105
1831,2020/2/20,BRK,@,PHI,L 104-112 (OT),265,36,102,0.353,26,68,0.382,10,34,0.294,22,28,0.786,104,38,86,0.442,34,64,0.531,4,22,0.182,32,35,0.914,112
1832,2020/2/20,PHI,,BRK,W 112-104 (OT),265,38,86,0.442,34,64,0.531,4,22,0.182,32,35,0.914,112,36,102,0.353,26,68,0.382,10,34,0.294,22,28,0.786,104
1833,2020/2/20,MEM,@,SAC,L 125-129,240,43,85,0.506,31,55,0.564,12,30,0.4,27,32,0.844,125,42,83,0.506,23,44,0.523,19,39,0.487,26,36,0.722,129
1834,2020/2/20,SAC,,MEM,W 129-125,240,42,83,0.506,23,44,0.523,19,39,0.487,26,36,0.722,129,43,85,0.506,31,55,0.564,12,30,0.4,27,32,0.844,125
1835,2020/2/13,BOS,,LAC,W 141-133 (2OT),290,45,103,0.437,27,60,0.45,18,43,0.419,33,40,0.825,141,46,110,0.418,35,75,0.467,11,35,0.314,30,37,0.811,133
1836,2020/2/13,LAC,@,BOS,L 133-141 (2OT),290,46,110,0.418,35,75,0.467,11,35,0.314,30,37,0.811,133,45,103,0.437,27,60,0.45,18,43,0.419,33,40,0.825,141
1837,2020/2/13,NOP,,OKC,L 118-123,240,42,86,0.488,28,51,0.549,14,35,0.4,20,27,0.741,118,46,92,0.5,33,65,0.508,13,27,0.481,18,22,0.818,123
1838,2020/2/13,OKC,@,NOP,W 123-118,240,46,92,0.5,33,65,0.508,13,27,0.481,18,22,0.818,123,42,86,0.488,28,51,0.549,14,35,0.4,20,27,0.741,118
1839,2020/2/12,BRK,,TOR,W 101-91,240,36,88,0.409,27,53,0.509,9,35,0.257,20,25,0.8,101,34,90,0.378,21,47,0.447,13,43,0.302,10,13,0.769,91
1840,2020/2/12,TOR,@,BRK,L 91-101,240,34,90,0.378,21,47,0.447,13,43,0.302,10,13,0.769,91,36,88,0.409,27,53,0.509,9,35,0.257,20,25,0.8,101
1841,2020/2/12,ATL,@,CLE,L 105-127,240,36,84,0.429,23,50,0.46,13,34,0.382,20,25,0.8,105,48,94,0.511,38,66,0.576,10,28,0.357,21,25,0.84,127
1842,2020/2/12,CLE,,ATL,W 127-105,240,48,94,0.511,38,66,0.576,10,28,0.357,21,25,0.84,127,36,84,0.429,23,50,0.46,13,34,0.382,20,25,0.8,105
1843,2020/2/12,DAL,,SAC,W 130-111,240,48,85,0.565,31,45,0.689,17,40,0.425,17,21,0.81,130,41,99,0.414,29,60,0.483,12,39,0.308,17,22,0.773,111
1844,2020/2/12,SAC,@,DAL,L 111-130,240,41,99,0.414,29,60,0.483,12,39,0.308,17,22,0.773,111,48,85,0.565,31,45,0.689,17,40,0.425,17,21,0.81,130
1845,2020/2/12,DEN,,LAL,L 116-120 (OT),265,44,88,0.5,33,63,0.524,11,25,0.44,17,22,0.773,116,47,93,0.505,35,60,0.583,12,33,0.364,14,27,0.519,120
1846,2020/2/12,LAL,@,DEN,W 120-116 (OT),265,47,93,0.505,35,60,0.583,12,33,0.364,14,27,0.519,120,44,88,0.5,33,63,0.524,11,25,0.44,17,22,0.773,116
1847,2020/2/12,IND,,MIL,W 118-111,240,45,86,0.523,36,59,0.61,9,27,0.333,19,24,0.792,118,37,91,0.407,24,54,0.444,13,37,0.351,24,25,0.96,111
1848,2020/2/12,MIL,@,IND,L 111-118,240,37,91,0.407,24,54,0.444,13,37,0.351,24,25,0.96,111,45,86,0.523,36,59,0.61,9,27,0.333,19,24,0.792,118
1849,2020/2/12,MEM,,POR,W 111-104,240,45,95,0.474,39,72,0.542,6,23,0.261,15,22,0.682,111,36,97,0.371,23,60,0.383,13,37,0.351,19,24,0.792,104
1850,2020/2/12,POR,@,MEM,L 104-111,240,36,97,0.371,23,60,0.383,13,37,0.351,19,24,0.792,104,45,95,0.474,39,72,0.542,6,23,0.261,15,22,0.682,111
1851,2020/2/12,CHO,@,MIN,W 115-108,240,43,92,0.467,29,58,0.5,14,34,0.412,15,23,0.652,115,39,101,0.386,25,52,0.481,14,49,0.286,16,20,0.8,108
1852,2020/2/12,MIN,,CHO,L 108-115,240,39,101,0.386,25,52,0.481,14,49,0.286,16,20,0.8,108,43,92,0.467,29,58,0.5,14,34,0.412,15,23,0.652,115
1853,2020/2/12,NYK,,WAS,L 96-114,240,36,88,0.409,33,65,0.508,3,23,0.13,21,29,0.724,96,40,84,0.476,30,56,0.536,10,28,0.357,24,33,0.727,114
1854,2020/2/12,WAS,@,NYK,W 114-96,240,40,84,0.476,30,56,0.536,10,28,0.357,24,33,0.727,114,36,88,0.409,33,65,0.508,3,23,0.13,21,29,0.724,96
1855,2020/2/12,DET,@,ORL,L 112-116 (OT),265,40,92,0.435,22,47,0.468,18,45,0.4,14,15,0.933,112,44,96,0.458,32,60,0.533,12,36,0.333,16,18,0.889,116
1856,2020/2/12,ORL,,DET,W 116-112 (OT),265,44,96,0.458,32,60,0.533,12,36,0.333,16,18,0.889,116,40,92,0.435,22,47,0.468,18,45,0.4,14,15,0.933,112
1857,2020/2/12,GSW,@,PHO,L 106-112,240,39,77,0.506,28,46,0.609,11,31,0.355,17,19,0.895,106,42,91,0.462,28,54,0.519,14,37,0.378,14,15,0.933,112
1858,2020/2/12,PHO,,GSW,W 112-106,240,42,91,0.462,28,54,0.519,14,37,0.378,14,15,0.933,112,39,77,0.506,28,46,0.609,11,31,0.355,17,19,0.895,106
1859,2020/2/12,MIA,@,UTA,L 101-116,240,38,88,0.432,25,49,0.51,13,39,0.333,12,16,0.75,101,41,85,0.482,27,49,0.551,14,36,0.389,20,23,0.87,116
1860,2020/2/12,UTA,,MIA,W 116-101,240,41,85,0.482,27,49,0.551,14,36,0.389,20,23,0.87,116,38,88,0.432,25,49,0.51,13,39,0.333,12,16,0.75,101
1861,2020/2/11,BOS,@,HOU,L 105-116,240,37,85,0.435,26,53,0.491,11,32,0.344,20,25,0.8,105,33,77,0.429,20,32,0.625,13,45,0.289,37,42,0.881,116
1862,2020/2/11,HOU,,BOS,W 116-105,240,33,77,0.429,20,32,0.625,13,45,0.289,37,42,0.881,116,37,85,0.435,26,53,0.491,11,32,0.344,20,25,0.8,105
1863,2020/2/11,NOP,,POR,W 138-117,240,49,92,0.533,35,58,0.603,14,34,0.412,26,32,0.813,138,44,93,0.473,37,64,0.578,7,29,0.241,22,28,0.786,117
1864,2020/2/11,POR,@,NOP,L 117-138,240,44,93,0.473,37,64,0.578,7,29,0.241,22,28,0.786,117,49,92,0.533,35,58,0.603,14,34,0.412,26,32,0.813,138
1865,2020/2/11,OKC,,SAS,L 106-114,240,39,85,0.459,28,54,0.519,11,31,0.355,17,21,0.81,106,41,84,0.488,34,59,0.576,7,25,0.28,25,27,0.926,114
1866,2020/2/11,SAS,@,OKC,W 114-106,240,41,84,0.488,34,59,0.576,7,25,0.28,25,27,0.926,114,39,85,0.459,28,54,0.519,11,31,0.355,17,21,0.81,106
1867,2020/2/11,LAC,@,PHI,L 103-110,240,40,90,0.444,26,59,0.441,14,31,0.452,9,13,0.692,103,44,95,0.463,36,68,0.529,8,27,0.296,14,21,0.667,110
1868,2020/2/11,PHI,,LAC,W 110-103,240,44,95,0.463,36,68,0.529,8,27,0.296,14,21,0.667,110,40,90,0.444,26,59,0.441,14,31,0.452,9,13,0.692,103
1869,2020/2/11,CHI,@,WAS,L 114-126,240,44,92,0.478,28,53,0.528,16,39,0.41,10,14,0.714,114,48,89,0.539,37,57,0.649,11,32,0.344,19,24,0.792,126
1870,2020/2/11,WAS,,CHI,W 126-114,240,48,89,0.539,37,57,0.649,11,32,0.344,19,24,0.792,126,44,92,0.478,28,53,0.528,16,39,0.41,10,14,0.714,114
1871,2020/2/10,DAL,,UTA,L 119-123,240,39,83,0.47,24,40,0.6,15,43,0.349,26,31,0.839,119,46,78,0.59,31,43,0.721,15,35,0.429,16,21,0.762,123
1872,2020/2/10,UTA,@,DAL,W 123-119,240,46,78,0.59,31,43,0.721,15,35,0.429,16,21,0.762,123,39,83,0.47,24,40,0.6,15,43,0.349,26,31,0.839,119
1873,2020/2/10,DEN,,SAS,W 127-120,240,45,80,0.563,27,45,0.6,18,35,0.514,19,23,0.826,127,41,85,0.482,25,53,0.472,16,32,0.5,22,25,0.88,120
1874,2020/2/10,SAS,@,DEN,L 120-127,240,41,85,0.482,25,53,0.472,16,32,0.5,22,25,0.88,120,45,80,0.563,27,45,0.6,18,35,0.514,19,23,0.826,127
1875,2020/2/10,CHO,@,DET,W 87-76,240,33,88,0.375,24,52,0.462,9,36,0.25,12,14,0.857,87,29,82,0.354,22,47,0.468,7,35,0.2,11,13,0.846,76
1876,2020/2/10,DET,,CHO,L 76-87,240,29,82,0.354,22,47,0.468,7,35,0.2,11,13,0.846,76,33,88,0.375,24,52,0.462,9,36,0.25,12,14,0.857,87
1877,2020/2/10,GSW,,MIA,L 101-113,240,30,77,0.39,19,43,0.442,11,34,0.324,30,34,0.882,101,43,87,0.494,31,54,0.574,12,33,0.364,15,21,0.714,113
1878,2020/2/10,MIA,@,GSW,W 113-101,240,43,87,0.494,31,54,0.574,12,33,0.364,15,21,0.714,113,30,77,0.39,19,43,0.442,11,34,0.324,30,34,0.882,101
1879,2020/2/10,BRK,@,IND,W 106-105,240,35,87,0.402,23,50,0.46,12,37,0.324,24,32,0.75,106,45,92,0.489,38,62,0.613,7,30,0.233,8,11,0.727,105
1880,2020/2/10,IND,,BRK,L 105-106,240,45,92,0.489,38,62,0.613,7,30,0.233,8,11,0.727,105,35,87,0.402,23,50,0.46,12,37,0.324,24,32,0.75,106
1881,2020/2/10,LAL,,PHO,W 125-100,240,47,91,0.516,33,54,0.611,14,37,0.378,17,25,0.68,125,32,76,0.421,21,45,0.467,11,31,0.355,25,31,0.806,100
1882,2020/2/10,PHO,@,LAL,L 100-125,240,32,76,0.421,21,45,0.467,11,31,0.355,25,31,0.806,100,47,91,0.516,33,54,0.611,14,37,0.378,17,25,0.68,125
1883,2020/2/10,MIL,,SAC,W 123-111,240,43,96,0.448,25,54,0.463,18,42,0.429,19,23,0.826,123,42,101,0.416,28,58,0.483,14,43,0.326,13,18,0.722,111
1884,2020/2/10,SAC,@,MIL,L 111-123,240,42,101,0.416,28,58,0.483,14,43,0.326,13,18,0.722,111,43,96,0.448,25,54,0.463,18,42,0.429,19,23,0.826,123
1885,2020/2/10,ATL,@,ORL,L 126-135,240,47,88,0.534,31,51,0.608,16,37,0.432,16,17,0.941,126,50,95,0.526,32,57,0.561,18,38,0.474,17,22,0.773,135
1886,2020/2/10,ORL,,ATL,W 135-126,240,50,95,0.526,32,57,0.561,18,38,0.474,17,22,0.773,135,47,88,0.534,31,51,0.608,16,37,0.432,16,17,0.941,126
1887,2020/2/10,MIN,@,TOR,L 126-137,240,39,86,0.453,21,46,0.457,18,40,0.45,30,35,0.857,126,51,89,0.573,34,56,0.607,17,33,0.515,18,23,0.783,137
1888,2020/2/10,TOR,,MIN,W 137-126,240,51,89,0.573,34,56,0.607,17,33,0.515,18,23,0.783,137,39,86,0.453,21,46,0.457,18,40,0.45,30,35,0.857,126
1889,2020/2/9,ATL,,NYK,W 140-135 (2OT),290,49,108,0.454,35,68,0.515,14,40,0.35,28,31,0.903,140,52,110,0.473,39,76,0.513,13,34,0.382,18,25,0.72,135
1890,2020/2/9,NYK,@,ATL,L 135-140 (2OT),290,52,110,0.473,39,76,0.513,13,34,0.382,18,25,0.72,135,49,108,0.454,35,68,0.515,14,40,0.35,28,31,0.903,140
1891,2020/2/9,CLE,,LAC,L 92-133,240,35,95,0.368,28,62,0.452,7,33,0.212,15,22,0.682,92,53,93,0.57,41,57,0.719,12,36,0.333,15,20,0.75,133
1892,2020/2/9,LAC,@,CLE,W 133-92,240,53,93,0.57,41,57,0.719,12,36,0.333,15,20,0.75,133,35,95,0.368,28,62,0.452,7,33,0.212,15,22,0.682,92
1893,2020/2/9,HOU,,UTA,L 113-114,240,44,95,0.463,29,53,0.547,15,42,0.357,10,14,0.714,113,42,86,0.488,27,48,0.563,15,38,0.395,15,18,0.833,114
1894,2020/2/9,UTA,@,HOU,W 114-113,240,42,86,0.488,27,48,0.563,15,38,0.395,15,18,0.833,114,44,95,0.463,29,53,0.547,15,42,0.357,10,14,0.714,113
1895,2020/2/9,BOS,@,OKC,W 112-111,240,38,84,0.452,22,48,0.458,16,36,0.444,20,27,0.741,112,39,86,0.453,28,59,0.475,11,27,0.407,22,29,0.759,111
1896,2020/2/9,OKC,,BOS,L 111-112,240,39,86,0.453,28,59,0.475,11,27,0.407,22,29,0.759,111,38,84,0.452,22,48,0.458,16,36,0.444,20,27,0.741,112
1897,2020/2/9,CHI,@,PHI,L 111-118,240,43,88,0.489,31,56,0.554,12,32,0.375,13,17,0.765,111,42,84,0.5,31,57,0.544,11,27,0.407,23,32,0.719,118
1898,2020/2/9,PHI,,CHI,W 118-111,240,42,84,0.5,31,57,0.544,11,27,0.407,23,32,0.719,118,43,88,0.489,31,56,0.554,12,32,0.375,13,17,0.765,111
1899,2020/2/9,MIA,@,POR,L 109-115,240,39,98,0.398,19,49,0.388,20,49,0.408,11,14,0.786,109,40,85,0.471,21,43,0.488,19,42,0.452,16,22,0.727,115
1900,2020/2/9,POR,,MIA,W 115-109,240,40,85,0.471,21,43,0.488,19,42,0.452,16,22,0.727,115,39,98,0.398,19,49,0.388,20,49,0.408,11,14,0.786,109
