Team,,,,,Team,,,,,,,,,,,,,,,Opponent,,,,,,,,,,,,
Rk,Date,Tm,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS
2201,2020/1/18,BOS,,PHO,L 119-123,240,42,96,0.438,27,54,0.5,15,42,0.357,20,22,0.909,119,42,89,0.472,29,58,0.5,13,31,0.419,26,30,0.867,123
2202,2020/1/18,PHO,@,BOS,W 123-119,240,42,89,0.472,29,58,0.5,13,31,0.419,26,30,0.867,123,42,96,0.438,27,54,0.5,15,42,0.357,20,22,0.909,119
2203,2020/1/18,BRK,,MIL,L 97-117,240,33,99,0.333,18,50,0.36,15,49,0.306,16,17,0.941,97,45,89,0.506,28,52,0.538,17,37,0.459,10,16,0.625,117
2204,2020/1/18,MIL,@,BRK,W 117-97,240,45,89,0.506,28,52,0.538,17,37,0.459,10,16,0.625,117,33,99,0.333,18,50,0.36,15,49,0.306,16,17,0.941,97
2205,2020/1/18,CHI,,CLE,W 118-116,240,48,87,0.552,39,62,0.629,9,25,0.36,13,17,0.765,118,40,73,0.548,25,44,0.568,15,29,0.517,21,23,0.913,116
2206,2020/1/18,CLE,@,CHI,L 116-118,240,40,73,0.548,25,44,0.568,15,29,0.517,21,23,0.913,116,48,87,0.552,39,62,0.629,9,25,0.36,13,17,0.765,118
2207,2020/1/18,GSW,,ORL,W 109-95,240,43,94,0.457,31,54,0.574,12,40,0.3,11,11,1,109,39,86,0.453,30,55,0.545,9,31,0.29,8,13,0.615,95
2208,2020/1/18,ORL,@,GSW,L 95-109,240,39,86,0.453,30,55,0.545,9,31,0.29,8,13,0.615,95,43,94,0.457,31,54,0.574,12,40,0.3,11,11,1,109
2209,2020/1/18,HOU,,LAL,L 115-124,240,40,90,0.444,28,53,0.528,12,37,0.324,23,29,0.793,115,45,93,0.484,34,60,0.567,11,33,0.333,23,32,0.719,124
2210,2020/1/18,LAL,@,HOU,W 124-115,240,45,93,0.484,34,60,0.567,11,33,0.333,23,32,0.719,124,40,90,0.444,28,53,0.528,12,37,0.324,23,29,0.793,115
2211,2020/1/18,MIN,,TOR,L 112-122,240,38,94,0.404,24,44,0.545,14,50,0.28,22,27,0.815,112,47,91,0.516,34,56,0.607,13,35,0.371,15,17,0.882,122
2212,2020/1/18,TOR,@,MIN,W 122-112,240,47,91,0.516,34,56,0.607,13,35,0.371,15,17,0.882,122,38,94,0.404,24,44,0.545,14,50,0.28,22,27,0.815,112
2213,2020/1/18,LAC,@,NOP,W 133-130,240,46,93,0.495,36,62,0.581,10,31,0.323,31,39,0.795,133,46,86,0.535,31,45,0.689,15,41,0.366,23,36,0.639,130
2214,2020/1/18,NOP,,LAC,L 130-133,240,46,86,0.535,31,45,0.689,15,41,0.366,23,36,0.639,130,46,93,0.495,36,62,0.581,10,31,0.323,31,39,0.795,133
2215,2020/1/18,NYK,,PHI,L 87-90,240,35,88,0.398,29,63,0.46,6,25,0.24,11,18,0.611,87,34,78,0.436,24,46,0.522,10,32,0.313,12,19,0.632,90
2216,2020/1/18,PHI,@,NYK,W 90-87,240,34,78,0.436,24,46,0.522,10,32,0.313,12,19,0.632,90,35,88,0.398,29,63,0.46,6,25,0.24,11,18,0.611,87
2217,2020/1/18,OKC,,POR,W 119-106,240,43,83,0.518,36,61,0.59,7,22,0.318,26,36,0.722,119,39,91,0.429,27,59,0.458,12,32,0.375,16,21,0.762,106
2218,2020/1/18,POR,@,OKC,L 106-119,240,39,91,0.429,27,59,0.458,12,32,0.375,16,21,0.762,106,43,83,0.518,36,61,0.59,7,22,0.318,26,36,0.722,119
2219,2020/1/18,SAC,@,UTA,L 101-123,240,42,86,0.488,32,60,0.533,10,26,0.385,7,12,0.583,101,43,85,0.506,29,43,0.674,14,42,0.333,23,24,0.958,123
2220,2020/1/18,UTA,,SAC,W 123-101,240,43,85,0.506,29,43,0.674,14,42,0.333,23,24,0.958,123,42,86,0.488,32,60,0.533,10,26,0.385,7,12,0.583,101
2221,2020/1/17,DAL,,POR,W 120-112,240,39,89,0.438,19,42,0.452,20,47,0.426,22,28,0.786,120,44,85,0.518,35,55,0.636,9,30,0.3,15,22,0.682,112
2222,2020/1/17,POR,@,DAL,L 112-120,240,44,85,0.518,35,55,0.636,9,30,0.3,15,22,0.682,112,39,89,0.438,19,42,0.452,20,47,0.426,22,28,0.786,120
2223,2020/1/17,IND,,MIN,W 116-114,240,46,82,0.561,38,58,0.655,8,24,0.333,16,20,0.8,116,40,88,0.455,23,49,0.469,17,39,0.436,17,21,0.81,114
2224,2020/1/17,MIN,@,IND,L 114-116,240,40,88,0.455,23,49,0.469,17,39,0.436,17,21,0.81,114,46,82,0.561,38,58,0.655,8,24,0.333,16,20,0.8,116
2225,2020/1/17,CLE,@,MEM,L 109-113,240,41,92,0.446,32,56,0.571,9,36,0.25,18,26,0.692,109,45,89,0.506,36,61,0.59,9,28,0.321,14,20,0.7,113
2226,2020/1/17,MEM,,CLE,W 113-109,240,45,89,0.506,36,61,0.59,9,28,0.321,14,20,0.7,113,41,92,0.446,32,56,0.571,9,36,0.25,18,26,0.692,109
2227,2020/1/17,MIA,@,OKC,W 115-108,240,41,84,0.488,27,48,0.563,14,36,0.389,19,24,0.792,115,37,84,0.44,19,38,0.5,18,46,0.391,16,18,0.889,108
2228,2020/1/17,OKC,,MIA,L 108-115,240,37,84,0.44,19,38,0.5,18,46,0.391,16,18,0.889,108,41,84,0.488,27,48,0.563,14,36,0.389,19,24,0.792,115
2229,2020/1/17,CHI,@,PHI,L 89-100,240,35,81,0.432,27,46,0.587,8,35,0.229,11,15,0.733,89,40,82,0.488,31,53,0.585,9,29,0.31,11,11,1,100
2230,2020/1/17,PHI,,CHI,W 100-89,240,40,82,0.488,31,53,0.585,9,29,0.31,11,11,1,100,35,81,0.432,27,46,0.587,8,35,0.229,11,15,0.733,89
2231,2020/1/17,ATL,@,SAS,W 121-120,240,41,82,0.5,22,42,0.524,19,40,0.475,20,27,0.741,121,45,98,0.459,37,69,0.536,8,29,0.276,22,23,0.957,120
2232,2020/1/17,SAS,,ATL,L 120-121,240,45,98,0.459,37,69,0.536,8,29,0.276,22,23,0.957,120,41,82,0.5,22,42,0.524,19,40,0.475,20,27,0.741,121
2233,2020/1/17,TOR,,WAS,W 140-111,240,52,91,0.571,30,48,0.625,22,43,0.512,14,16,0.875,140,40,89,0.449,25,54,0.463,15,35,0.429,16,23,0.696,111
2234,2020/1/17,WAS,@,TOR,L 111-140,240,40,89,0.449,25,54,0.463,15,35,0.429,16,23,0.696,111,52,91,0.571,30,48,0.625,22,43,0.512,14,16,0.875,140
2235,2020/1/16,DEN,@,GSW,W 134-131 (OT),265,47,100,0.47,30,65,0.462,17,35,0.486,23,26,0.885,134,42,95,0.442,22,50,0.44,20,45,0.444,27,31,0.871,131
2236,2020/1/16,GSW,,DEN,L 131-134 (OT),265,42,95,0.442,22,50,0.44,20,45,0.444,27,31,0.871,131,47,100,0.47,30,65,0.462,17,35,0.486,23,26,0.885,134
2237,2020/1/16,LAC,,ORL,W 122-95,240,47,95,0.495,33,63,0.524,14,32,0.438,14,20,0.7,122,36,92,0.391,22,50,0.44,14,42,0.333,9,16,0.563,95
2238,2020/1/16,ORL,@,LAC,L 95-122,240,36,92,0.391,22,50,0.44,14,42,0.333,9,16,0.563,95,47,95,0.495,33,63,0.524,14,32,0.438,14,20,0.7,122
2239,2020/1/16,BOS,@,MIL,L 123-128,240,43,98,0.439,28,49,0.571,15,49,0.306,22,27,0.815,123,43,87,0.494,27,56,0.482,16,31,0.516,26,37,0.703,128
2240,2020/1/16,MIL,,BOS,W 128-123,240,43,87,0.494,27,56,0.482,16,31,0.516,26,37,0.703,128,43,98,0.439,28,49,0.571,15,49,0.306,22,27,0.815,123
2241,2020/1/16,NOP,,UTA,W 138-132 (OT),265,51,93,0.548,40,67,0.597,11,26,0.423,25,35,0.714,138,46,100,0.46,31,61,0.508,15,39,0.385,25,32,0.781,132
2242,2020/1/16,UTA,@,NOP,L 132-138 (OT),265,46,100,0.46,31,61,0.508,15,39,0.385,25,32,0.781,132,51,93,0.548,40,67,0.597,11,26,0.423,25,35,0.714,138
2243,2020/1/16,NYK,,PHO,L 98-121,240,37,90,0.411,29,64,0.453,8,26,0.308,16,24,0.667,98,47,92,0.511,35,62,0.565,12,30,0.4,15,18,0.833,121
2244,2020/1/16,PHO,@,NYK,W 121-98,240,47,92,0.511,35,62,0.565,12,30,0.4,15,18,0.833,121,37,90,0.411,29,64,0.453,8,26,0.308,16,24,0.667,98
2245,2020/1/15,BOS,,DET,L 103-116,240,41,83,0.494,32,55,0.582,9,28,0.321,12,20,0.6,103,47,78,0.603,35,46,0.761,12,32,0.375,10,19,0.526,116
2246,2020/1/15,DET,@,BOS,W 116-103,240,47,78,0.603,35,46,0.761,12,32,0.375,10,19,0.526,116,41,83,0.494,32,55,0.582,9,28,0.321,12,20,0.6,103
2247,2020/1/15,CHI,,WAS,W 115-106,240,43,85,0.506,29,47,0.617,14,38,0.368,15,22,0.682,115,37,79,0.468,26,52,0.5,11,27,0.407,21,26,0.808,106
2248,2020/1/15,WAS,@,CHI,L 106-115,240,37,79,0.468,26,52,0.5,11,27,0.407,21,26,0.808,106,43,85,0.506,29,47,0.617,14,38,0.368,15,22,0.682,115
2249,2020/1/15,CHO,@,DEN,L 86-100,240,33,81,0.407,21,46,0.457,12,35,0.343,8,14,0.571,86,38,79,0.481,29,51,0.569,9,28,0.321,15,25,0.6,100
2250,2020/1/15,DEN,,CHO,W 100-86,240,38,79,0.481,29,51,0.569,9,28,0.321,15,25,0.6,100,33,81,0.407,21,46,0.457,12,35,0.343,8,14,0.571,86
2251,2020/1/15,HOU,,POR,L 107-117,240,38,96,0.396,22,47,0.468,16,49,0.327,15,23,0.652,107,41,95,0.432,30,59,0.508,11,36,0.306,24,29,0.828,117
2252,2020/1/15,POR,@,HOU,W 117-107,240,41,95,0.432,30,59,0.508,11,36,0.306,24,29,0.828,117,38,96,0.396,22,47,0.468,16,49,0.327,15,23,0.652,107
2253,2020/1/15,LAL,,ORL,L 118-119,240,48,97,0.495,33,59,0.559,15,38,0.395,7,11,0.636,118,43,94,0.457,33,68,0.485,10,26,0.385,23,29,0.793,119
2254,2020/1/15,ORL,@,LAL,W 119-118,240,43,94,0.457,33,68,0.485,10,26,0.385,23,29,0.793,119,48,97,0.495,33,59,0.559,15,38,0.395,7,11,0.636,118
